Entry,ChEBI_ID
P34913,CHEBI:84027
P34913,CHEBI:138008
P34913,CHEBI:131964
P34913,CHEBI:85141
P34913,CHEBI:85137
P34913,CHEBI:84023
P34913,CHEBI:78099
P34913,CHEBI:132127
P34913,CHEBI:75550
P34913,CHEBI:131974
P34913,CHEBI:138006
P34913,CHEBI:138005
P34913,CHEBI:75757
P34913,CHEBI:15377
P34913,CHEBI:84031
P34913,CHEBI:84024
P34913,CHEBI:18420
P34913,CHEBI:58796
P34913,CHEBI:75542
P34913,CHEBI:84201
P34913,CHEBI:84029
P34913,CHEBI:72683
P34913,CHEBI:34071
P34913,CHEBI:138002
P34913,CHEBI:85134
P34913,CHEBI:74565
P34913,CHEBI:74938
P34913,CHEBI:140594
P34913,CHEBI:78084
P34913,CHEBI:131965
P34913,CHEBI:84025
P34913,CHEBI:138004
P34913,CHEBI:32955
P34913,CHEBI:84032
P34913,CHEBI:57518
P34913,CHEBI:74544
P35354,CHEBI:32395
P35354,CHEBI:17499
P35354,CHEBI:78836
P35354,CHEBI:52392
P35354,CHEBI:133133
P35354,CHEBI:132083
P35354,CHEBI:76079
P35354,CHEBI:90819
P35354,CHEBI:136655
P35354,CHEBI:57405
P35354,CHEBI:57446
P35354,CHEBI:132087
P35354,CHEBI:82629
P35354,CHEBI:137583
P35354,CHEBI:15377
P35354,CHEBI:58562
P35354,CHEBI:133134
P35354,CHEBI:138100
P35354,CHEBI:76091
P35354,CHEBI:90820
P35354,CHEBI:57409
P35354,CHEBI:30245
P35354,CHEBI:82628
P35354,CHEBI:85166
P35354,CHEBI:82626
P35354,CHEBI:90815
P35354,CHEBI:138099
P35354,CHEBI:90814
P35354,CHEBI:77852
P35354,CHEBI:60344
P35354,CHEBI:133820
P35354,CHEBI:90850
P35354,CHEBI:77016
P35354,CHEBI:133084
P35354,CHEBI:90824
P35354,CHEBI:15379
P35354,CHEBI:78837
P35354,CHEBI:90818
P35354,CHEBI:133819
P35354,CHEBI:90812
P35354,CHEBI:90632
P35354,CHEBI:138098
P35354,CHEBI:85165
P35354,CHEBI:90813
P35354,CHEBI:138101
P35354,CHEBI:90810
P35354,CHEBI:137584
P35354,CHEBI:13193
P35354,CHEBI:137582
P35354,CHEBI:77224
P35354,CHEBI:77895
P35354,CHEBI:71589
P35354,CHEBI:90793
P36873,CHEBI:43474
P36873,CHEBI:83421
P36873,CHEBI:29035
P36873,CHEBI:29999
P36873,CHEBI:30013
P36873,CHEBI:61977
P36873,CHEBI:15377
P36959,CHEBI:15378
P36959,CHEBI:58115
P36959,CHEBI:28938
P36959,CHEBI:58349
P36959,CHEBI:58053
P36959,CHEBI:57783
P37173,CHEBI:18420
P37173,CHEBI:29035
P37173,CHEBI:83421
P37173,CHEBI:15378
P37173,CHEBI:29999
P37173,CHEBI:30013
P37173,CHEBI:61977
P37173,CHEBI:456216
P37173,CHEBI:30616
P38606,CHEBI:43474
P38606,CHEBI:15378
P38606,CHEBI:456216
P38606,CHEBI:30616
P38606,CHEBI:15377
P38935,CHEBI:43474
P38935,CHEBI:15378
P38935,CHEBI:456216
P38935,CHEBI:30616
P38935,CHEBI:15377
P40925,CHEBI:57540
P40925,CHEBI:15378
P40925,CHEBI:16452
P40925,CHEBI:16810
P40925,CHEBI:36242
P40925,CHEBI:10980
P40925,CHEBI:57945
P40925,CHEBI:15589
P40925,CHEBI:16782
P40926,CHEBI:57540
P40926,CHEBI:15378
P40926,CHEBI:16452
P40926,CHEBI:57945
P40926,CHEBI:15589
P41252,CHEBI:78528
P41252,CHEBI:33019
P41252,CHEBI:58045
P41252,CHEBI:30616
P41252,CHEBI:456215
P41252,CHEBI:78442
P42262,CHEBI:29101
P42262,CHEBI:29108
P42263,CHEBI:29108
P42336,CHEBI:58088
P42336,CHEBI:83419
P42336,CHEBI:83421
P42336,CHEBI:83243
P42336,CHEBI:15378
P42336,CHEBI:29999
P42336,CHEBI:456216
P42336,CHEBI:58456
P42336,CHEBI:77137
P42336,CHEBI:30616
P42336,CHEBI:57836
P42336,CHEBI:83416
P42336,CHEBI:57880
P42338,CHEBI:83421
P42338,CHEBI:83243
P42338,CHEBI:15378
P42338,CHEBI:29999
P42338,CHEBI:456216
P42338,CHEBI:58456
P42338,CHEBI:77137
P42338,CHEBI:30616
P42338,CHEBI:57836
P42892,CHEBI:29105
P43004,CHEBI:29103
P43004,CHEBI:15378
P43004,CHEBI:29101
P43004,CHEBI:29990
P43004,CHEBI:29985
P43004,CHEBI:29991
P43405,CHEBI:46858
P43405,CHEBI:15378
P43405,CHEBI:456216
P43405,CHEBI:61978
P43405,CHEBI:30616
P45984,CHEBI:83421
P45984,CHEBI:18420
P45984,CHEBI:15378
P45984,CHEBI:29999
P45984,CHEBI:30013
P45984,CHEBI:61977
P45984,CHEBI:456216
P45984,CHEBI:30616
P46459,CHEBI:43474
P46459,CHEBI:18420
P46459,CHEBI:15378
P46459,CHEBI:456216
P46459,CHEBI:30616
P46459,CHEBI:15377
P46721,CHEBI:58448
P46721,CHEBI:36252
P46721,CHEBI:36261
P46721,CHEBI:60050
P46721,CHEBI:190692
P46721,CHEBI:82982
P46721,CHEBI:29746
P46721,CHEBI:57905
P46721,CHEBI:36257
P46721,CHEBI:9407
P46721,CHEBI:82961
P46721,CHEBI:57261
P46721,CHEBI:132028
P46721,CHEBI:606564
P46721,CHEBI:132030
P47869,CHEBI:17996
P47870,CHEBI:17996
P47985,CHEBI:190135
P47985,CHEBI:15378
P47985,CHEBI:29034
P47985,CHEBI:24646
P47985,CHEBI:29033
P47985,CHEBI:132124
P48169,CHEBI:17996
P48549,CHEBI:29103
P48730,CHEBI:83421
P48730,CHEBI:15378
P48730,CHEBI:29999
P48730,CHEBI:30013
P48730,CHEBI:61977
P48730,CHEBI:456216
P48730,CHEBI:30616
P48735,CHEBI:18420
P48735,CHEBI:29035
P48735,CHEBI:16526
P48735,CHEBI:58349
P48735,CHEBI:16810
P48735,CHEBI:15562
P48735,CHEBI:57783
P49411,CHEBI:43474
P49411,CHEBI:37565
P49411,CHEBI:58189
P49411,CHEBI:15378
P49411,CHEBI:15377
P49753,CHEBI:32360
P49753,CHEBI:61540
P49753,CHEBI:77537
P49753,CHEBI:57287
P49753,CHEBI:30825
P49753,CHEBI:57383
P49753,CHEBI:32372
P49753,CHEBI:27689
P49753,CHEBI:57394
P49753,CHEBI:57379
P49753,CHEBI:57375
P49753,CHEBI:15377
P49753,CHEBI:61430
P49753,CHEBI:25629
P49753,CHEBI:30245
P49753,CHEBI:30823
P49753,CHEBI:7896
P49753,CHEBI:57385
P49753,CHEBI:57387
P49753,CHEBI:15378
P49753,CHEBI:30807
P49753,CHEBI:57380
P49753,CHEBI:18262
P49821,CHEBI:17976
P49821,CHEBI:57540
P49821,CHEBI:15378
P49821,CHEBI:49883
P49821,CHEBI:58210
P49821,CHEBI:16389
P49821,CHEBI:57945
P49840,CHEBI:83421
P49840,CHEBI:15378
P49840,CHEBI:29999
P49840,CHEBI:30013
P49840,CHEBI:61977
P49840,CHEBI:456216
P49840,CHEBI:30616
P49841,CHEBI:83421
P49841,CHEBI:15378
P49841,CHEBI:29999
P49841,CHEBI:30013
P49841,CHEBI:61977
P49841,CHEBI:456216
P49841,CHEBI:30616
P50570,CHEBI:43474
P50570,CHEBI:37565
P50570,CHEBI:58189
P50570,CHEBI:15378
P50570,CHEBI:15377
P51003,CHEBI:140395
P51003,CHEBI:18420
P51003,CHEBI:29035
P51003,CHEBI:173115
P51003,CHEBI:33019
P51003,CHEBI:30616
P51178,CHEBI:29108
P51178,CHEBI:203600
P51178,CHEBI:15378
P51178,CHEBI:58433
P51178,CHEBI:58456
P51178,CHEBI:17815
P51178,CHEBI:15377
P51178,CHEBI:57880
P51398,CHEBI:43474
P51398,CHEBI:37565
P51398,CHEBI:58189
P51398,CHEBI:15378
P51398,CHEBI:15377
P51606,CHEBI:16062
P51606,CHEBI:17274
P51857,CHEBI:17347
P51857,CHEBI:34584
P51857,CHEBI:17899
P51857,CHEBI:16175
P51857,CHEBI:86377
P51857,CHEBI:16422
P51857,CHEBI:16985
P51857,CHEBI:86389
P51857,CHEBI:30154
P51857,CHEBI:42534
P51857,CHEBI:16827
P51857,CHEBI:2288
P51857,CHEBI:87333
P51857,CHEBI:86381
P51857,CHEBI:86384
P51857,CHEBI:18093
P51857,CHEBI:16973
P51857,CHEBI:17026
P51857,CHEBI:34133
P51857,CHEBI:2290
P51857,CHEBI:2495
P51857,CHEBI:7466
P51857,CHEBI:87331
P51857,CHEBI:16962
P51857,CHEBI:27584
P51857,CHEBI:57783
P51857,CHEBI:15378
P51857,CHEBI:732
P51857,CHEBI:16074
P51857,CHEBI:58349
P51857,CHEBI:28477
P51857,CHEBI:17650
P51857,CHEBI:2150
P52888,CHEBI:29105
P53041,CHEBI:43474
P53041,CHEBI:18420
P53041,CHEBI:29035
P53041,CHEBI:83421
P53041,CHEBI:29999
P53041,CHEBI:30013
P53041,CHEBI:61977
P53041,CHEBI:15377
P53355,CHEBI:83421
P53355,CHEBI:18420
P53355,CHEBI:15378
P53355,CHEBI:29999
P53355,CHEBI:30013
P53355,CHEBI:61977
P53355,CHEBI:456216
P53355,CHEBI:30616
P53794,CHEBI:17268
P53794,CHEBI:29101
P53794,CHEBI:10642
P54577,CHEBI:78536
P54577,CHEBI:15378
P54577,CHEBI:33019
P54577,CHEBI:58315
P54577,CHEBI:30616
P54577,CHEBI:456215
P54577,CHEBI:78442
P54750,CHEBI:58464
P54750,CHEBI:18420
P54750,CHEBI:58165
P54750,CHEBI:15378
P54750,CHEBI:58115
P54750,CHEBI:57867
P54750,CHEBI:29105
P54750,CHEBI:456215
P54750,CHEBI:57746
P54750,CHEBI:15377
P54756,CHEBI:46858
P54756,CHEBI:15378
P54756,CHEBI:456216
P54756,CHEBI:61978
P54756,CHEBI:30616
P55072,CHEBI:43474
P55072,CHEBI:15378
P55072,CHEBI:456216
P55072,CHEBI:30616
P55072,CHEBI:15377
P55786,CHEBI:29105
P61026,CHEBI:43474
P61026,CHEBI:37565
P61026,CHEBI:18420
P61026,CHEBI:58189
P61026,CHEBI:15378
P61026,CHEBI:15377
P78330,CHEBI:43474
P78330,CHEBI:33384
P78330,CHEBI:18420
P78330,CHEBI:58680
P78330,CHEBI:57524
P78330,CHEBI:35247
P78330,CHEBI:15377
P78537,CHEBI:15378
P78537,CHEBI:57288
P78537,CHEBI:61930
P78537,CHEBI:29969
P78537,CHEBI:57287
Q00535,CHEBI:83421
Q00535,CHEBI:15378
Q00535,CHEBI:29999
Q00535,CHEBI:30013
Q00535,CHEBI:61977
Q00535,CHEBI:456216
Q00535,CHEBI:30616
Q01118,CHEBI:29101
Q01813,CHEBI:32966
Q01813,CHEBI:18420
Q01813,CHEBI:15378
Q01813,CHEBI:456216
Q01813,CHEBI:30616
Q01813,CHEBI:57634
Q01814,CHEBI:43474
Q01814,CHEBI:29108
Q01814,CHEBI:15378
Q01814,CHEBI:456216
Q01814,CHEBI:30616
Q01814,CHEBI:15377
Q02108,CHEBI:37565
Q02108,CHEBI:18420
Q02108,CHEBI:29035
Q02108,CHEBI:33019
Q02108,CHEBI:57746
Q02153,CHEBI:33019
Q02153,CHEBI:57746
Q02153,CHEBI:30413
Q02153,CHEBI:37565
Q02318,CHEBI:86113
Q02318,CHEBI:33737
Q02318,CHEBI:86098
Q02318,CHEBI:87678
Q02318,CHEBI:30413
Q02318,CHEBI:86570
Q02318,CHEBI:86096
Q02318,CHEBI:16113
Q02318,CHEBI:58734
Q02318,CHEBI:137688
Q02318,CHEBI:86115
Q02318,CHEBI:86116
Q02318,CHEBI:15377
Q02318,CHEBI:85778
Q02318,CHEBI:28940
Q02318,CHEBI:48940
Q02318,CHEBI:87677
Q02318,CHEBI:33738
Q02318,CHEBI:76591
Q02318,CHEBI:15379
Q02318,CHEBI:16496
Q02318,CHEBI:64294
Q02318,CHEBI:15378
Q02318,CHEBI:87653
Q02318,CHEBI:48939
Q02318,CHEBI:17933
Q02978,CHEBI:30031
Q02978,CHEBI:15792
Q02978,CHEBI:30780
Q02978,CHEBI:16452
Q02978,CHEBI:16810
Q02978,CHEBI:15589
Q04609,CHEBI:29105
Q05193,CHEBI:43474
Q05193,CHEBI:37565
Q05193,CHEBI:58189
Q05193,CHEBI:15378
Q05193,CHEBI:15377
Q06187,CHEBI:46858
Q06187,CHEBI:15378
Q06187,CHEBI:456216
Q06187,CHEBI:29105
Q06187,CHEBI:61978
Q06187,CHEBI:30616
Q06520,CHEBI:234532
Q06520,CHEBI:29744
Q06520,CHEBI:36234
Q06520,CHEBI:57905
Q06520,CHEBI:166912
Q06520,CHEBI:136566
Q06520,CHEBI:83414
Q06520,CHEBI:60008
Q06520,CHEBI:132030
Q06520,CHEBI:78604
Q06520,CHEBI:133003
Q06520,CHEBI:195625
Q06520,CHEBI:82982
Q06520,CHEBI:16581
Q06520,CHEBI:58301
Q06520,CHEBI:133000
Q06520,CHEBI:16032
Q06520,CHEBI:136568
Q06520,CHEBI:234529
Q06520,CHEBI:58339
Q06520,CHEBI:195622
Q06520,CHEBI:133940
Q06520,CHEBI:234531
Q06520,CHEBI:9407
Q06520,CHEBI:28689
Q06520,CHEBI:132028
Q06520,CHEBI:34310
Q06520,CHEBI:195624
Q06520,CHEBI:36252
Q06520,CHEBI:17179
Q06520,CHEBI:136567
Q06520,CHEBI:15378
Q06520,CHEBI:234530
Q06520,CHEBI:60007
Q06520,CHEBI:36261
Q06520,CHEBI:23614
Q06520,CHEBI:30879
Q06520,CHEBI:58343
Q06520,CHEBI:234533
Q06830,CHEBI:35924
Q06830,CHEBI:29950
Q06830,CHEBI:30879
Q06830,CHEBI:50058
Q06830,CHEBI:15377
Q07002,CHEBI:83421
Q07002,CHEBI:15378
Q07002,CHEBI:29999
Q07002,CHEBI:30013
Q07002,CHEBI:61977
Q07002,CHEBI:456216
Q07002,CHEBI:30616
Q08209,CHEBI:43474
Q08209,CHEBI:83421
Q08209,CHEBI:29034
Q08209,CHEBI:29999
Q08209,CHEBI:30013
Q08209,CHEBI:61977
Q08209,CHEBI:29105
Q08209,CHEBI:15377
Q10471,CHEBI:67138
Q10471,CHEBI:29035
Q10471,CHEBI:15378
Q10471,CHEBI:53604
Q10471,CHEBI:29999
Q10471,CHEBI:58223
Q10471,CHEBI:30013
Q10471,CHEBI:87075
Q12879,CHEBI:29101
Q12879,CHEBI:29108
Q12879,CHEBI:29103
Q12882,CHEBI:17568
Q12882,CHEBI:15378
Q12882,CHEBI:17821
Q12882,CHEBI:57692
Q12882,CHEBI:49883
Q12882,CHEBI:58349
Q12882,CHEBI:58210
Q12882,CHEBI:15901
Q12882,CHEBI:27468
Q12882,CHEBI:57783
Q13153,CHEBI:83421
Q13153,CHEBI:18420
Q13153,CHEBI:15378
Q13153,CHEBI:29999
Q13153,CHEBI:30013
Q13153,CHEBI:61977
Q13153,CHEBI:456216
Q13153,CHEBI:30616
Q13224,CHEBI:29101
Q13224,CHEBI:29108
Q13224,CHEBI:29103
Q13228,CHEBI:29919
Q13228,CHEBI:15378
Q13228,CHEBI:16007
Q13228,CHEBI:16240
Q13228,CHEBI:16842
Q13228,CHEBI:15377
Q13228,CHEBI:15379
Q13423,CHEBI:57540
Q13423,CHEBI:15378
Q13423,CHEBI:58349
Q13423,CHEBI:57945
Q13423,CHEBI:57783
Q13443,CHEBI:29105
Q13451,CHEBI:83833
Q13451,CHEBI:83834
Q13507,CHEBI:29108
Q13509,CHEBI:18420
Q13510,CHEBI:77996
Q13510,CHEBI:228802
Q13510,CHEBI:28868
Q13510,CHEBI:18313
Q13510,CHEBI:88154
Q13510,CHEBI:57603
Q13510,CHEBI:72957
Q13510,CHEBI:85261
Q13510,CHEBI:45815
Q13510,CHEBI:52639
Q13510,CHEBI:228803
Q13510,CHEBI:30089
Q13510,CHEBI:72961
Q13510,CHEBI:46979
Q13510,CHEBI:25646
Q13510,CHEBI:15377
Q13510,CHEBI:25629
Q13510,CHEBI:72956
Q13510,CHEBI:83992
Q13510,CHEBI:30823
Q13510,CHEBI:78001
Q13510,CHEBI:22801
Q13510,CHEBI:7896
Q13510,CHEBI:57756
Q13510,CHEBI:17120
Q13510,CHEBI:30807
Q13510,CHEBI:85263
Q13510,CHEBI:18262
Q13510,CHEBI:63867
Q13510,CHEBI:57817
Q13510,CHEBI:72959
Q13510,CHEBI:64124
Q13547,CHEBI:35899
Q13547,CHEBI:16651
Q13547,CHEBI:30089
Q13547,CHEBI:61930
Q13547,CHEBI:29105
Q13547,CHEBI:29969
Q13547,CHEBI:231527
Q13547,CHEBI:137954
Q13547,CHEBI:15377
Q13572,CHEBI:18420
Q13572,CHEBI:15378
Q13572,CHEBI:57733
Q13572,CHEBI:58414
Q13572,CHEBI:189099
Q13572,CHEBI:456216
Q13572,CHEBI:30616
Q13572,CHEBI:57539
Q13572,CHEBI:57660
Q13572,CHEBI:57895
Q14117,CHEBI:15378
Q14117,CHEBI:29105
Q14117,CHEBI:15901
Q14117,CHEBI:11892
Q14117,CHEBI:15377
Q14183,CHEBI:29108
Q14197,CHEBI:138191
Q14197,CHEBI:15378
Q14197,CHEBI:59874
Q14197,CHEBI:15377
Q14197,CHEBI:78442
Q14289,CHEBI:46858
Q14289,CHEBI:15378
Q14289,CHEBI:456216
Q14289,CHEBI:61978
Q14289,CHEBI:30616
Q14571,CHEBI:29108
Q14643,CHEBI:29108
Q14693,CHEBI:29035
Q14693,CHEBI:77127
Q14693,CHEBI:75468
Q14693,CHEBI:82928
Q14693,CHEBI:77091
Q14693,CHEBI:75728
Q14693,CHEBI:82927
Q14693,CHEBI:82929
Q14693,CHEBI:58608
Q14693,CHEBI:82949
Q14693,CHEBI:72860
Q14693,CHEBI:77098
Q14693,CHEBI:82925
Q14693,CHEBI:82924
Q14693,CHEBI:43474
Q14693,CHEBI:74560
Q14693,CHEBI:77130
Q14693,CHEBI:15377
Q14693,CHEBI:77128
Q14693,CHEBI:72859
Q14693,CHEBI:75466
Q14693,CHEBI:18420
Q14693,CHEBI:77096
Q14693,CHEBI:77129
Q14693,CHEBI:17815
Q14693,CHEBI:64839
Q14693,CHEBI:74546
Q14693,CHEBI:52333
Q14693,CHEBI:77097
Q14693,CHEBI:82921
Q14693,CHEBI:72864
Q14693,CHEBI:77125
Q14693,CHEBI:41847
Q14693,CHEBI:77126
Q15102,CHEBI:77580
Q15102,CHEBI:78385
Q15102,CHEBI:15378
Q15102,CHEBI:30089
Q15102,CHEBI:36707
Q15102,CHEBI:64496
Q15102,CHEBI:44811
Q15102,CHEBI:30909
Q15102,CHEBI:15377
Q15256,CHEBI:46858
Q15256,CHEBI:43474
Q15256,CHEBI:61978
Q15256,CHEBI:15377
Q15274,CHEBI:57502
Q15274,CHEBI:58017
Q15274,CHEBI:16526
Q15274,CHEBI:15378
Q15274,CHEBI:33019
Q15274,CHEBI:29959
Q15303,CHEBI:46858
Q15303,CHEBI:15378
Q15303,CHEBI:456216
Q15303,CHEBI:61978
Q15303,CHEBI:30616
Q15349,CHEBI:83421
Q15349,CHEBI:18420
Q15349,CHEBI:15378
Q15349,CHEBI:29999
Q15349,CHEBI:30013
Q15349,CHEBI:61977
Q15349,CHEBI:456216
Q15349,CHEBI:30616
Q15392,CHEBI:16521
Q15392,CHEBI:16113
Q15392,CHEBI:28113
Q15392,CHEBI:15378
Q15392,CHEBI:57692
Q15392,CHEBI:58349
Q15392,CHEBI:17737
Q15392,CHEBI:16608
Q15392,CHEBI:18252
Q15392,CHEBI:57783
Q15758,CHEBI:33384
Q15758,CHEBI:58359
Q15758,CHEBI:58048
Q15758,CHEBI:57926
Q15758,CHEBI:57972
Q15758,CHEBI:15378
Q15758,CHEBI:16382
Q15758,CHEBI:57844
Q15758,CHEBI:17632
Q15758,CHEBI:35247
Q15758,CHEBI:18022
Q15758,CHEBI:29101
Q15758,CHEBI:29985
Q15758,CHEBI:57762
Q15858,CHEBI:29101
Q16620,CHEBI:46858
Q16620,CHEBI:15378
Q16620,CHEBI:456216
Q16620,CHEBI:61978
Q16620,CHEBI:30616
Q16769,CHEBI:87215
Q16769,CHEBI:64722
Q16769,CHEBI:28938
Q16795,CHEBI:57692
Q16832,CHEBI:46858
Q16832,CHEBI:15378
Q16832,CHEBI:456216
Q16832,CHEBI:61978
Q16832,CHEBI:30616
Q16880,CHEBI:83246
Q16880,CHEBI:15378
Q16880,CHEBI:52639
Q16880,CHEBI:58223
Q16880,CHEBI:83273
Q16880,CHEBI:18390
Q16880,CHEBI:36498
Q16880,CHEBI:83248
Q16880,CHEBI:83244
Q16880,CHEBI:83257
Q16880,CHEBI:66914
Q3LXA3,CHEBI:76202
Q3LXA3,CHEBI:57642
Q3LXA3,CHEBI:18420
Q3LXA3,CHEBI:29035
Q3LXA3,CHEBI:15378
Q3LXA3,CHEBI:57692
Q3LXA3,CHEBI:456216
Q3LXA3,CHEBI:16016
Q3LXA3,CHEBI:48828
Q3LXA3,CHEBI:30616
Q3LXA3,CHEBI:456215
Q3LXA3,CHEBI:59776
Q3LXA3,CHEBI:17378
Q4KMQ2,CHEBI:18390
Q4KMQ2,CHEBI:57643
Q4KMQ2,CHEBI:57262
Q5S007,CHEBI:43474
Q5S007,CHEBI:37565
Q5S007,CHEBI:18420
Q5S007,CHEBI:83421
Q5S007,CHEBI:58189
Q5S007,CHEBI:15378
Q5S007,CHEBI:29999
Q5S007,CHEBI:30013
Q5S007,CHEBI:61977
Q5S007,CHEBI:456216
Q5S007,CHEBI:30616
Q5S007,CHEBI:15377
Q5SRE7,CHEBI:24875
Q5VZY2,CHEBI:75757
Q5VZY2,CHEBI:43474
Q5VZY2,CHEBI:78229
Q5VZY2,CHEBI:15378
Q5VZY2,CHEBI:59996
Q5VZY2,CHEBI:76979
Q5VZY2,CHEBI:58608
Q5VZY2,CHEBI:82765
Q5VZY2,CHEBI:17815
Q5VZY2,CHEBI:74544
Q5VZY2,CHEBI:15377
Q6DD88,CHEBI:43474
Q6DD88,CHEBI:37565
Q6DD88,CHEBI:58189
Q6DD88,CHEBI:15378
Q6DD88,CHEBI:15377
Q6GTS8,CHEBI:149699
Q6GTS8,CHEBI:33384
Q6GTS8,CHEBI:58048
Q6GTS8,CHEBI:58359
Q6GTS8,CHEBI:32395
Q6GTS8,CHEBI:32551
Q6GTS8,CHEBI:134020
Q6GTS8,CHEBI:29067
Q6GTS8,CHEBI:134022
Q6GTS8,CHEBI:134031
Q6GTS8,CHEBI:149731
Q6GTS8,CHEBI:149734
Q6GTS8,CHEBI:149730
Q6GTS8,CHEBI:134035
Q6GTS8,CHEBI:133992
Q6GTS8,CHEBI:57844
Q6GTS8,CHEBI:134033
Q6GTS8,CHEBI:138093
Q6GTS8,CHEBI:149700
Q6GTS8,CHEBI:149732
Q6GTS8,CHEBI:58315
Q6GTS8,CHEBI:149701
Q6GTS8,CHEBI:15377
Q6GTS8,CHEBI:84824
Q6GTS8,CHEBI:149697
Q6GTS8,CHEBI:25629
Q6GTS8,CHEBI:59002
Q6GTS8,CHEBI:30823
Q6GTS8,CHEBI:77016
Q6GTS8,CHEBI:149733
Q6GTS8,CHEBI:59869
Q6GTS8,CHEBI:7896
Q6GTS8,CHEBI:57912
Q6GTS8,CHEBI:59874
Q6GTS8,CHEBI:29105
Q6GTS8,CHEBI:57305
Q6GTS8,CHEBI:57427
Q6GTS8,CHEBI:58095
Q6ICB0,CHEBI:7896
Q6ICB0,CHEBI:29950
Q6ICB0,CHEBI:15378
Q6ICB0,CHEBI:74151
Q6ICB0,CHEBI:15377
Q6IQ55,CHEBI:83421
Q6IQ55,CHEBI:15378
Q6IQ55,CHEBI:29999
Q6IQ55,CHEBI:30013
Q6IQ55,CHEBI:61977
Q6IQ55,CHEBI:456216
Q6IQ55,CHEBI:30616
Q6NYC1,CHEBI:30031
Q6NYC1,CHEBI:16526
Q6NYC1,CHEBI:15378
Q6NYC1,CHEBI:141843
Q6NYC1,CHEBI:88221
Q6NYC1,CHEBI:16810
Q6NYC1,CHEBI:29965
Q6NYC1,CHEBI:29969
Q6NYC1,CHEBI:29033
Q6NYC1,CHEBI:142789
Q6NYC1,CHEBI:16842
Q6NYC1,CHEBI:65280
Q6NYC1,CHEBI:138278
Q6NYC1,CHEBI:15379
Q6P1A2,CHEBI:28610
Q6P1A2,CHEBI:64379
Q6P1A2,CHEBI:74667
Q6P1A2,CHEBI:61540
Q6P1A2,CHEBI:72999
Q6P1A2,CHEBI:75062
Q6P1A2,CHEBI:75067
Q6P1A2,CHEBI:57287
Q6P1A2,CHEBI:75026
Q6P1A2,CHEBI:75069
Q6P1A2,CHEBI:57383
Q6P1A2,CHEBI:64381
Q6P1A2,CHEBI:149769
Q6P1A2,CHEBI:77288
Q6P1A2,CHEBI:57262
Q6P1A2,CHEBI:149770
Q6P1A2,CHEBI:77295
Q6P1A2,CHEBI:75066
Q6P1A2,CHEBI:75020
Q6P1A2,CHEBI:75031
Q6P1A2,CHEBI:73858
Q6P1A2,CHEBI:57394
Q6P1A2,CHEBI:75063
Q6P1A2,CHEBI:73001
Q6P1A2,CHEBI:74965
Q6P1A2,CHEBI:57379
Q6P1A2,CHEBI:57375
Q6P1A2,CHEBI:74977
Q6P1A2,CHEBI:64612
Q6P1A2,CHEBI:74967
Q6P1A2,CHEBI:149768
Q6P1A2,CHEBI:75018
Q6P1A2,CHEBI:74966
Q6P1A2,CHEBI:60000
Q6P1A2,CHEBI:58342
Q6P1A2,CHEBI:57643
Q6P1A2,CHEBI:57368
Q6P1A2,CHEBI:74970
Q6P1A2,CHEBI:74905
Q6P1A2,CHEBI:74671
Q6P1A2,CHEBI:73009
Q6P1A2,CHEBI:73002
Q6P1A2,CHEBI:75029
Q6P1A2,CHEBI:74617
Q6P1A2,CHEBI:75017
Q6P1A2,CHEBI:74000
Q6P1A2,CHEBI:73000
Q6P1A2,CHEBI:74670
Q6P1A2,CHEBI:73004
Q6P1A2,CHEBI:74968
Q6P1A2,CHEBI:57387
Q6P1A2,CHEBI:74975
Q6P1A2,CHEBI:74892
Q6P1A2,CHEBI:58168
Q6P1A2,CHEBI:74669
Q6P1A2,CHEBI:74971
Q6P1A2,CHEBI:73003
Q6P1A2,CHEBI:75032
Q6P1A2,CHEBI:72998
Q6P1A2,CHEBI:75065
Q6P1A2,CHEBI:74897
Q6P1A2,CHEBI:64489
Q6PCE3,CHEBI:57604
Q6PCE3,CHEBI:58601
Q6PCE3,CHEBI:15378
Q6PCE3,CHEBI:58392
Q6PCE3,CHEBI:68688
Q6PCE3,CHEBI:58409
Q6PCE3,CHEBI:57259
Q6PCE3,CHEBI:190126
Q6PCE3,CHEBI:58272
Q6PCE3,CHEBI:190127
Q6PCE3,CHEBI:57720
Q6PCE3,CHEBI:58225
Q6U841,CHEBI:29101
Q6U841,CHEBI:17544
Q6U841,CHEBI:17996
Q6UWP2,CHEBI:36836
Q6UWP2,CHEBI:16469
Q6UWP2,CHEBI:34133
Q6UWP2,CHEBI:15378
Q6UWP2,CHEBI:234449
Q6UWP2,CHEBI:2495
Q6UWP2,CHEBI:58349
Q6UWP2,CHEBI:34463
Q6UWP2,CHEBI:17263
Q6UWP2,CHEBI:234448
Q6UWP2,CHEBI:47788
Q6UWP2,CHEBI:34134
Q6UWP2,CHEBI:19168
Q6UWP2,CHEBI:35343
Q6UWP2,CHEBI:57783
Q6ZMG9,CHEBI:67042
Q6ZMG9,CHEBI:57385
Q6ZMG9,CHEBI:57756
Q6ZMG9,CHEBI:67045
Q6ZMG9,CHEBI:57394
Q6ZMG9,CHEBI:15378
Q6ZMG9,CHEBI:57379
Q6ZMG9,CHEBI:67033
Q6ZMG9,CHEBI:71009
Q6ZMG9,CHEBI:144703
Q6ZMG9,CHEBI:57817
