uniprot_id,pathway_id,pathway_name,pathway_source
Q9BXS0,hsa:84570,,KEGG
Q9BXS0,R-HSA-1442490,Collagen degradation,Reactome
Q9BXS0,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,Reactome
Q9BXS0,R-HSA-8948216,Collagen chain trimerization,Reactome
P05067,hsa:351,,KEGG
P05067,R-HSA-114608,Platelet degranulation,Reactome
P05067,R-HSA-3000178,ECM proteoglycans,Reactome
P05067,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome
P05067,R-HSA-416476,G alpha (q) signalling events,Reactome
P05067,R-HSA-418594,G alpha (i) signalling events,Reactome
P05067,R-HSA-432720,Lysosome Vesicle Biogenesis,Reactome
P05067,R-HSA-444473,Formyl peptide receptors bind formyl peptides and many other ligands,Reactome
P05067,R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation,Reactome
P05067,R-HSA-844456,The NLRP3 inflammasome,Reactome
P05067,R-HSA-879415,Advanced glycosylation endproduct receptor signaling,Reactome
P05067,R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,Reactome
P05067,R-HSA-8957275,Post-translational protein phosphorylation,Reactome
P05067,R-HSA-933542,TRAF6 mediated NF-kB activation,Reactome
P05067,R-HSA-9609523,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,Reactome
P05067,R-HSA-9660826,Purinergic signaling in leishmaniasis infection,Reactome
P05067,R-HSA-977225,Amyloid fiber formation,Reactome
P05067,R-HSA-9837999,Mitochondrial protein degradation,Reactome
Q12830,hsa:2186,,KEGG
Q92673,hsa:6653,,KEGG
Q92673,R-HSA-977225,Amyloid fiber formation,Reactome
P02649,hsa:348,,KEGG
P02649,R-HSA-1251985,Nuclear signaling by ERBB4,Reactome
P02649,R-HSA-3000480,Scavenging by Class A Receptors,Reactome
P02649,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome
P02649,R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,Reactome
P02649,R-HSA-8957275,Post-translational protein phosphorylation,Reactome
P02649,R-HSA-8963888,Chylomicron assembly,Reactome
P02649,R-HSA-8963901,Chylomicron remodeling,Reactome
P02649,R-HSA-8964026,Chylomicron clearance,Reactome
P02649,R-HSA-8964058,HDL remodeling,Reactome
P02649,R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,Reactome
P02649,R-HSA-975634,Retinoid metabolism and transport,Reactome
P02649,R-HSA-977225,Amyloid fiber formation,Reactome
O94985,hsa:22883,,KEGG
P10636,hsa:4137,,KEGG
P10636,R-HSA-264870,Caspase-mediated cleavage of cytoskeletal proteins,Reactome
P10636,R-HSA-9619483,Activation of AMPK downstream of NMDARs,Reactome
P10636,R-HSA-9833482,PKR-mediated signaling,Reactome
P78380,hsa:4973,,KEGG
P78380,R-HSA-202733,Cell surface interactions at the vascular wall,Reactome
P78380,R-HSA-6798695,Neutrophil degranulation,Reactome
Q8IV08,hsa:23646,,KEGG
Q8IV08,R-HSA-1483148,Synthesis of PG,Reactome
Q8IV08,R-HSA-2029485,Role of phospholipids in phagocytosis,Reactome
P49768,hsa:5663,,KEGG
P49768,R-HSA-1251985,Nuclear signaling by ERBB4,Reactome
P49768,R-HSA-1474228,Degradation of the extracellular matrix,Reactome
P49768,R-HSA-193692,Regulated proteolysis of p75NTR,Reactome
P49768,R-HSA-205043,NRIF signals cell death from the nucleus,Reactome
P49768,R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus,Reactome
P49768,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,Reactome
P49768,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,Reactome
P49768,R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus,Reactome
P49768,R-HSA-3928665,EPH-ephrin mediated repulsion of cells,Reactome
P49768,R-HSA-6798695,Neutrophil degranulation,Reactome
P49768,R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,Reactome
P49768,R-HSA-9013700,NOTCH4 Activation and Transmission of Signal to the Nucleus,Reactome
P49768,R-HSA-9017802,Noncanonical activation of NOTCH3,Reactome
P49768,R-HSA-9839383,TGFBR3 PTM regulation,Reactome
O95185,hsa:8633,,KEGG
O95185,R-HSA-418886,Netrin mediated repulsion signals,Reactome
P03891,hsa:4536,,KEGG
P03891,R-HSA-5419276,Mitochondrial translation termination,Reactome
P03891,R-HSA-611105,Respiratory electron transport,Reactome
P03891,R-HSA-6799198,Complex I biogenesis,Reactome
P03891,R-HSA-9837999,Mitochondrial protein degradation,Reactome
P49810,hsa:5664,,KEGG
P49810,R-HSA-1251985,Nuclear signaling by ERBB4,Reactome
P49810,R-HSA-193692,Regulated proteolysis of p75NTR,Reactome
P49810,R-HSA-205043,NRIF signals cell death from the nucleus,Reactome
P49810,R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus,Reactome
P49810,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,Reactome
P49810,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,Reactome
P49810,R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus,Reactome
P49810,R-HSA-3928665,EPH-ephrin mediated repulsion of cells,Reactome
P49810,R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,Reactome
P49810,R-HSA-9013700,NOTCH4 Activation and Transmission of Signal to the Nucleus,Reactome
P49810,R-HSA-9017802,Noncanonical activation of NOTCH3,Reactome
P49810,R-HSA-9839383,TGFBR3 PTM regulation,Reactome
P07339,hsa:1509,,KEGG
P07339,R-HSA-1442490,Collagen degradation,Reactome
P07339,R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,Reactome
P07339,R-HSA-2132295,MHC class II antigen presentation,Reactome
P07339,R-HSA-6798695,Neutrophil degranulation,Reactome
P07339,R-HSA-77387,Insulin receptor recycling,Reactome
P07339,R-HSA-9018519,Estrogen-dependent gene expression,Reactome
P37840,hsa:6622,,KEGG
P37840,R-HSA-977225,Amyloid fiber formation,Reactome
P37840,R-HSA-9833482,PKR-mediated signaling,Reactome
P53041,hsa:5536,,KEGG
P53041,R-HSA-5675221,Negative regulation of MAPK pathway,Reactome
P53041,R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,Reactome
P53041,R-HSA-8939211,ESR-mediated signaling,Reactome
Q8IZY2,hsa:10347,,KEGG
Q8IZY2,R-HSA-1369062,ABC transporters in lipid homeostasis,Reactome
O14672,hsa:102,,KEGG
O14672,R-HSA-1442490,Collagen degradation,Reactome
O14672,R-HSA-1474228,Degradation of the extracellular matrix,Reactome
O14672,R-HSA-177929,Signaling by EGFR,Reactome
O14672,R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus,Reactome
O14672,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,Reactome
O14672,R-HSA-2660826,Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,Reactome
O14672,R-HSA-2691232,Constitutive Signaling by NOTCH1 HD Domain Mutants,Reactome
O14672,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,Reactome
O14672,R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus,Reactome
O14672,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome
O14672,R-HSA-3928665,EPH-ephrin mediated repulsion of cells,Reactome
O14672,R-HSA-6798695,Neutrophil degranulation,Reactome
O14672,R-HSA-8957275,Post-translational protein phosphorylation,Reactome
O14672,R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,Reactome
O14672,R-HSA-9013700,NOTCH4 Activation and Transmission of Signal to the Nucleus,Reactome
O14672,R-HSA-977225,Amyloid fiber formation,Reactome
P03886,hsa:4535,,KEGG
P03886,R-HSA-5419276,Mitochondrial translation termination,Reactome
P03886,R-HSA-611105,Respiratory electron transport,Reactome
P03886,R-HSA-6799198,Complex I biogenesis,Reactome
P03886,R-HSA-9837999,Mitochondrial protein degradation,Reactome
P49840,hsa:2931,,KEGG
P49840,R-HSA-198323,AKT phosphorylates targets in the cytosol,Reactome
P49840,R-HSA-381038,XBP1(S) activates chaperone genes,Reactome
P49840,R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,Reactome
P49840,R-HSA-9635465,Suppression of apoptosis,Reactome
P49840,R-HSA-9683610,Maturation of nucleoprotein,Reactome
P49840,R-HSA-9694631,Maturation of nucleoprotein,Reactome
P49841,hsa:2932,,KEGG
P49841,R-HSA-195253,Degradation of beta-catenin by the destruction complex,Reactome
P49841,R-HSA-196299,Beta-catenin phosphorylation cascade,Reactome
P49841,R-HSA-198323,AKT phosphorylates targets in the cytosol,Reactome
P49841,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,Reactome
P49841,R-HSA-399956,CRMPs in Sema3A signaling,Reactome
P49841,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,Reactome
P49841,R-HSA-5250924,B-WICH complex positively regulates rRNA expression,Reactome
P49841,R-HSA-5339716,Signaling by GSK3beta mutants,Reactome
P49841,R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated,Reactome
P49841,R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated,Reactome
P49841,R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated,Reactome
P49841,R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated,Reactome
P49841,R-HSA-5467337,APC truncation mutants have impaired AXIN binding,Reactome
P49841,R-HSA-5467340,AXIN missense mutants destabilize the destruction complex,Reactome
P49841,R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex,Reactome
P49841,R-HSA-5610783,Degradation of GLI2 by the proteasome,Reactome
P49841,R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,Reactome
P49841,R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,Reactome
P49841,R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,Reactome
P49841,R-HSA-8939902,Regulation of RUNX2 expression and activity,Reactome
P49841,R-HSA-9683610,Maturation of nucleoprotein,Reactome
P49841,R-HSA-9694631,Maturation of nucleoprotein,Reactome
P49841,R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,Reactome
P49841,R-HSA-9856649,Transcriptional and post-translational regulation of MITF-M expression and activity,Reactome
Q16643,hsa:1627,,KEGG
Q16643,R-HSA-9013405,RHOD GTPase cycle,Reactome
Q16643,R-HSA-9013407,RHOH GTPase cycle,Reactome
Q16643,R-HSA-9013418,RHOBTB2 GTPase cycle,Reactome
Q16643,R-HSA-9013422,RHOBTB1 GTPase cycle,Reactome
Q86X27,hsa:55103,,KEGG
Q9NZC2,hsa:54209,,KEGG
Q9NZC2,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Reactome
Q9NZC2,R-HSA-2172127,DAP12 interactions,Reactome
Q9NZC2,R-HSA-2424491,DAP12 signaling,Reactome
Q9NZC2,R-HSA-416700,Other semaphorin interactions,Reactome
P35052,hsa:2817,,KEGG
P35052,R-HSA-1971475,Glycosaminoglycan-protein linkage region biosynthesis,Reactome
P35052,R-HSA-2022928,HS-GAG biosynthesis,Reactome
P35052,R-HSA-2024096,HS-GAG degradation,Reactome
P35052,R-HSA-202733,Cell surface interactions at the vascular wall,Reactome
P35052,R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",Reactome
P35052,R-HSA-3560801,Defective B3GAT3 causes JDSSDHD,Reactome
P35052,R-HSA-3656237,Defective EXT2 causes exostoses 2,Reactome
P35052,R-HSA-3656253,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",Reactome
P35052,R-HSA-376176,Signaling by ROBO receptors,Reactome
P35052,R-HSA-4420332,Defective B3GALT6 causes EDSP2 and SEMDJL1,Reactome
P35052,R-HSA-9694614,Attachment and Entry,Reactome
P35052,R-HSA-975634,Retinoid metabolism and transport,Reactome
P35052,R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry,Reactome
P35052,R-HSA-9833110,RSV-host interactions,Reactome
O15269,hsa:10558,,KEGG
O15269,R-HSA-1660661,Sphingolipid de novo biosynthesis,Reactome
O15269,,Lipid metabolism; sphingolipid metabolism,UniProt
O15294,hsa:8473,,KEGG
O15294,R-HSA-3214847,HATs acetylate histones,Reactome
O15294,R-HSA-5213460,RIPK1-mediated regulated necrosis,Reactome
O15294,R-HSA-5675482,Regulation of necroptotic cell death,Reactome
O15294,R-HSA-5689603,UCH proteinases,Reactome
O15294,R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,Reactome
O15294,,Protein modification; protein glycosylation,UniProt
O95992,hsa:9023,,KEGG
O95992,R-HSA-192105,Synthesis of bile acids and bile salts,Reactome
O00429,hsa:10059,,KEGG
O00429,R-HSA-75153,Apoptotic execution phase,Reactome
O15270,hsa:9517,,KEGG
O15270,R-HSA-1660661,Sphingolipid de novo biosynthesis,Reactome
O15270,,Lipid metabolism; sphingolipid metabolism,UniProt
P21554,hsa:1268,,KEGG
P21554,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),Reactome
P21554,R-HSA-418594,G alpha (i) signalling events,Reactome
Q9P0L2,hsa:4139,,KEGG
Q9BRN9,hsa:80213,,KEGG
O43914,hsa:7305,,KEGG
O43914,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Reactome
O43914,R-HSA-2172127,DAP12 interactions,Reactome
O43914,R-HSA-2424491,DAP12 signaling,Reactome
O43914,R-HSA-391160,Signal regulatory protein family interactions,Reactome
O43914,R-HSA-416700,Other semaphorin interactions,Reactome
O43914,R-HSA-6798695,Neutrophil degranulation,Reactome
Q8IU99,hsa:255022,,KEGG
Q8IU99,R-HSA-9717207,"Sensory perception of sweet, bitter, and umami (glutamate) taste",Reactome
Q8IU99,R-HSA-9730628,Sensory perception of salty taste,Reactome
Q5KU26,hsa:81035,,KEGG
Q5KU26,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Reactome
Q5KU26,R-HSA-3000480,Scavenging by Class A Receptors,Reactome
Q8IZD9,hsa:1795,,KEGG
Q8IZD9,R-HSA-9013149,RAC1 GTPase cycle,Reactome
Q8IZD9,R-HSA-9013404,RAC2 GTPase cycle,Reactome
Q8IZD9,R-HSA-9013408,RHOG GTPase cycle,Reactome
Q8IZD9,R-HSA-9032759,NTRK2 activates RAC1,Reactome
Q8IZD9,R-HSA-983231,Factors involved in megakaryocyte development and platelet production,Reactome
Q4V9L6,hsa:338773,,KEGG
P62760,hsa:7447,,KEGG
Q9UEY8,hsa:120,,KEGG
Q9UEY8,R-HSA-5223345,Miscellaneous transport and binding events,Reactome
Q9UEY8,R-HSA-9013405,RHOD GTPase cycle,Reactome
Q9UEY8,R-HSA-9035034,RHOF GTPase cycle,Reactome
Q8IWL8,hsa:246744,,KEGG
Q9UIK5,hsa:23671,,KEGG
P21291,hsa:1465,,KEGG
P21291,R-HSA-5660489,MTF1 activates gene expression,Reactome
P55107,hsa:2662,,KEGG
Q9UPV7,hsa:23349,,KEGG
Q9BY42,hsa:51507,,KEGG
Q9Y365,hsa:10809,,KEGG
Q9Y365,R-HSA-1483191,Synthesis of PC,Reactome
O75607,hsa:10360,,KEGG
O95711,hsa:9450,,KEGG
O95711,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,Reactome
P12980,hsa:4066,,KEGG
P12980,R-HSA-9031628,NGF-stimulated transcription,Reactome
Q15417,hsa:1266,,KEGG
Q8IYX4,hsa:373863,,KEGG
Q9Y2V2,hsa:23589,,KEGG
Q6UX71,hsa:84898,,KEGG
Q92686,hsa:4900,,KEGG
Q92686,R-HSA-9620244,Long-term potentiation,Reactome
O95057,hsa:148252,,KEGG
P19622,hsa:2020,,KEGG
O60284,hsa:9705,,KEGG
Q15392,hsa:1718,,KEGG
Q15392,R-HSA-191273,Cholesterol biosynthesis,Reactome
Q15392,R-HSA-6807047,Cholesterol biosynthesis via desmosterol,Reactome
Q15392,R-HSA-6807062,Cholesterol biosynthesis via lathosterol,Reactome
Q15392,,Steroid biosynthesis; cholesterol biosynthesis,UniProt
O15083,hsa:26059,,KEGG
Q9H2W1,hsa:64231,,KEGG
Q9NRR3,hsa:56990,,KEGG
Q9NRR3,R-HSA-9013148,CDC42 GTPase cycle,Reactome
P13640,hsa:4495,,KEGG
P13640,R-HSA-5661231,Metallothioneins bind metals,Reactome
Q9Y342,hsa:51090,,KEGG
Q3SXM5,hsa:83693,,KEGG
Q8WY36,hsa:56987,,KEGG
O14513,hsa:344148,,KEGG
Q8N3A8,hsa:79668,,KEGG
Q8N3A8,R-HSA-196807,Nicotinate metabolism,Reactome
Q8N3A8,R-HSA-9683610,Maturation of nucleoprotein,Reactome
Q8N3A8,R-HSA-9694631,Maturation of nucleoprotein,Reactome
Q96GL9,hsa:148753,,KEGG
P01011,hsa:12,,KEGG
P01011,R-HSA-114608,Platelet degranulation,Reactome
P01011,R-HSA-6798695,Neutrophil degranulation,Reactome
A4D1B5,hsa:54103,,KEGG
P31949,hsa:6282,,KEGG
P31949,R-HSA-6798695,Neutrophil degranulation,Reactome
Q16143,hsa:6620,,KEGG
Q16143,R-HSA-5660489,MTF1 activates gene expression,Reactome
Q92563,hsa:9806,,KEGG
Q96L46,hsa:84290,,KEGG
Q96L46,R-HSA-1474228,Degradation of the extracellular matrix,Reactome
Q96L46,R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,Reactome
Q96L46,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,Reactome
Q96L46,R-HSA-9860927,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",Reactome
Q9UBU2,hsa:27123,,KEGG
Q9UBU2,R-HSA-201681,TCF dependent signaling in response to WNT,Reactome
Q9UBU2,R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,Reactome
Q9UBU2,R-HSA-5339717,Signaling by LRP5 mutants,Reactome
Q9UN73,hsa:56142,,KEGG
O75173,hsa:9507,,KEGG
O75173,R-HSA-1474228,Degradation of the extracellular matrix,Reactome
O75173,R-HSA-5083635,Defective B3GALTL causes PpS,Reactome
O75173,R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,Reactome
Q8IVG9,R-HSA-416476,G alpha (q) signalling events,Reactome
Q8IVG9,R-HSA-418594,G alpha (i) signalling events,Reactome
Q8IVG9,R-HSA-444473,Formyl peptide receptors bind formyl peptides and many other ligands,Reactome
O43427,hsa:9158,,KEGG
Q14019,hsa:23406,,KEGG
Q14019,R-HSA-6798695,Neutrophil degranulation,Reactome
Q86XJ0,hsa:119395,,KEGG
Q86XJ0,R-HSA-9717207,"Sensory perception of sweet, bitter, and umami (glutamate) taste",Reactome
Q86XJ0,R-HSA-9730628,Sensory perception of salty taste,Reactome
O75436,hsa:9559,,KEGG
O75436,R-HSA-3238698,WNT ligand biogenesis and trafficking,Reactome
P52566,hsa:397,,KEGG
P52566,R-HSA-8980692,RHOA GTPase cycle,Reactome
P52566,R-HSA-9013148,CDC42 GTPase cycle,Reactome
P52566,R-HSA-9013149,RAC1 GTPase cycle,Reactome
P52566,R-HSA-9013407,RHOH GTPase cycle,Reactome
P52566,R-HSA-9013408,RHOG GTPase cycle,Reactome
P52566,R-HSA-9013423,RAC3 GTPase cycle,Reactome
Q96JK9,hsa:55534,,KEGG
Q96JK9,R-HSA-1912408,Pre-NOTCH Transcription and Translation,Reactome
Q96JK9,R-HSA-210744,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,Reactome
Q96JK9,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,Reactome
Q96JK9,R-HSA-2197563,NOTCH2 intracellular domain regulates transcription,Reactome
Q96JK9,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,Reactome
Q96JK9,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,Reactome
Q96JK9,R-HSA-350054,Notch-HLH transcription pathway,Reactome
Q96JK9,R-HSA-8941856,RUNX3 regulates NOTCH signaling,Reactome
Q96JK9,R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,Reactome
Q96JK9,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcription,Reactome
Q96JK9,R-HSA-9793380,Formation of paraxial mesoderm,Reactome
Q9GZW8,hsa:58475,,KEGG
P41732,hsa:7102,,KEGG
P41732,R-HSA-202733,Cell surface interactions at the vascular wall,Reactome
P41732,R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,Reactome
Q08629,hsa:6695,,KEGG
Q08ET2,hsa:100049587,,KEGG
Q08ET2,R-HSA-2172127,DAP12 interactions,Reactome
Q08ET2,R-HSA-6798695,Neutrophil degranulation,Reactome
Q5SRE7,hsa:254295,,KEGG
Q9Y2D9,hsa:22834,,KEGG
Q9Y2Q3,hsa:373156,,KEGG
Q9Y2Q3,R-HSA-156590,Glutathione conjugation,Reactome
Q9Y2Q3,R-HSA-9033241,Peroxisomal protein import,Reactome
P05451,hsa:5967,,KEGG
P05451,R-HSA-9925561,Developmental Lineage of Pancreatic Acinar Cells,Reactome
P05452,hsa:7123,,KEGG
P05452,R-HSA-114608,Platelet degranulation,Reactome
P36959,hsa:2766,,KEGG
P36959,R-HSA-74217,Purine salvage,Reactome
P36959,R-HSA-9854909,Regulation of MITF-M dependent genes involved in invasion,Reactome
Q01362,hsa:2206,,KEGG
Q01362,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,Reactome
Q01362,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,Reactome
Q01362,R-HSA-2871796,FCERI mediated MAPK activation,Reactome
Q01362,R-HSA-2871809,FCERI mediated Ca+2 mobilization,Reactome
Q01362,R-HSA-2871837,FCERI mediated NF-kB activation,Reactome
Q6NUI6,hsa:150356,,KEGG
Q6V1P9,hsa:54798,,KEGG
Q8N6D2,hsa:221687,,KEGG
Q8N6D2,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,Reactome
Q8N6D2,,Protein modification; protein ubiquitination,UniProt
Q9H5N1,hsa:79874,,KEGG
Q9UBP4,hsa:27122,,KEGG
Q9UKU6,hsa:29953,,KEGG
Q9Y5Z4,hsa:23593,,KEGG
Q9Y5Z4,R-HSA-6798695,Neutrophil degranulation,Reactome
P17655,hsa:824,,KEGG
P17655,R-HSA-1474228,Degradation of the extracellular matrix,Reactome
P17655,R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,Reactome
P17655,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,Reactome
P17655,R-HSA-9860927,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",Reactome
Q7RTY1,hsa:220963,,KEGG
Q92575,hsa:23190,,KEGG
Q969X1,hsa:64114,,KEGG
Q969X1,R-HSA-6798695,Neutrophil degranulation,Reactome
O00160,hsa:4542,,KEGG
Q6AZY7,hsa:51435,,KEGG
Q96HH9,hsa:65983,,KEGG
Q9UBT3,hsa:27121,,KEGG
Q9UBT3,R-HSA-201681,TCF dependent signaling in response to WNT,Reactome
Q9UBT3,R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,Reactome
Q9UBT3,R-HSA-5339717,Signaling by LRP5 mutants,Reactome
Q7Z6I6,hsa:257106,,KEGG
Q7Z6I6,R-HSA-8980692,RHOA GTPase cycle,Reactome
Q7Z6I6,R-HSA-9013148,CDC42 GTPase cycle,Reactome
Q7Z6I6,R-HSA-9013149,RAC1 GTPase cycle,Reactome
Q7Z6I6,R-HSA-9013420,RHOU GTPase cycle,Reactome
Q9Y2T3,hsa:9615,,KEGG
Q9Y2T3,R-HSA-74259,Purine catabolism,Reactome
Q9Y2T3,,Purine metabolism; guanine degradation; xanthine from guanine: step 1/1,UniProt
Q6GTS8,hsa:148811,,KEGG
Q6GTS8,R-HSA-9673163,Oleoyl-phe metabolism,Reactome
Q6GTS8,,Amino-acid metabolism,UniProt
Q6GTS8,,Energy metabolism,UniProt
Q6GTS8,,Lipid metabolism; fatty acid metabolism,UniProt
O00186,hsa:6814,,KEGG
O00186,R-HSA-114516,Disinhibition of SNARE formation,Reactome
O00186,R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,Reactome
O75323,hsa:2631,,KEGG
O75323,R-HSA-9013407,RHOH GTPase cycle,Reactome
O75323,R-HSA-9013409,RHOJ GTPase cycle,Reactome
Q16799,hsa:6252,,KEGG
Q8NDH6,hsa:130026,,KEGG
Q9Y279,hsa:11326,,KEGG
Q99489,hsa:8528,,KEGG
Q99489,R-HSA-389661,Glyoxylate metabolism and glycine degradation,Reactome
Q99489,R-HSA-9033241,Peroxisomal protein import,Reactome
O95704,hsa:10307,,KEGG
Q13275,hsa:6405,,KEGG
Q13491,hsa:2824,,KEGG
Q70EL3,hsa:373509,,KEGG
Q86YW5,hsa:340205,,KEGG
Q86YW5,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Reactome
Q8IUC4,hsa:85415,,KEGG
Q8IUC4,R-HSA-5666185,RHO GTPases Activate Rhotekin and Rhophilins,Reactome
Q8IUC4,R-HSA-8980692,RHOA GTPase cycle,Reactome
Q8IUC4,R-HSA-9013026,RHOB GTPase cycle,Reactome
Q96CG8,hsa:115908,,KEGG
Q06830,hsa:5052,,KEGG
Q06830,R-HSA-3299685,Detoxification of Reactive Oxygen Species,Reactome
Q06830,R-HSA-5628897,TP53 Regulates Metabolic Genes,Reactome
Q06830,R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,Reactome
Q06830,R-HSA-9818027,NFE2L2 regulating anti-oxidant/detoxification enzymes,Reactome
P00739,hsa:3250,,KEGG
P00739,R-HSA-2168880,Scavenging of heme from plasma,Reactome
P08567,hsa:5341,,KEGG
P08567,R-HSA-114608,Platelet degranulation,Reactome
P82914,hsa:64960,,KEGG
P82914,R-HSA-5368286,Mitochondrial translation initiation,Reactome
P82914,R-HSA-5389840,Mitochondrial translation elongation,Reactome
P82914,R-HSA-5419276,Mitochondrial translation termination,Reactome
P82914,R-HSA-9937383,Mitochondrial ribosome-associated quality control,Reactome
P83111,hsa:114294,,KEGG
Q8IW52,hsa:139065,,KEGG
Q8IW52,R-HSA-388844,Receptor-type tyrosine-protein phosphatases,Reactome
Q8N9Q2,hsa:285672,,KEGG
Q96DW6,hsa:54977,,KEGG
Q96FS4,hsa:6494,,KEGG
Q96FS4,R-HSA-392517,Rap1 signalling,Reactome
Q9Y5L4,hsa:26517,,KEGG
Q9Y5L4,R-HSA-1268020,Mitochondrial protein import,Reactome
A2RU30,hsa:9840,,KEGG
A6NIH7,hsa:84747,,KEGG
A6NIH7,R-HSA-5624138,Trafficking of myristoylated proteins to the cilium,Reactome
O60507,hsa:8460,,KEGG
O60507,R-HSA-156584,Cytosolic sulfonation of small molecules,Reactome
O60507,R-HSA-163841,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation",Reactome
O60507,R-HSA-9674519,Defective F8 sulfation at Y1699,Reactome
