uniprot_id,pathway_id,pathway_name,pathway_source
Q07869,R-HSA-9931509,"Expression of BMAL (ARNTL), CLOCK, and NPAS2",Reactome
Q07869,R-HSA-9933387,"RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression",Reactome
Q9NST1,hsa:80339,,KEGG
Q9NST1,R-HSA-1482883,Acyl chain remodeling of DAG and TAG,Reactome
Q9NST1,,Phospholipid metabolism,UniProt
Q9NST1,,Glycerolipid metabolism,UniProt
Q9P0L9,hsa:9033,,KEGG
P05019,hsa:3479,,KEGG
P05019,R-HSA-114608,Platelet degranulation,Reactome
P05019,R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),Reactome
P05019,R-HSA-2428928,IRS-related events triggered by IGF1R,Reactome
P05019,R-HSA-2428933,SHC-related events triggered by IGF1R,Reactome
P05019,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome
P05019,R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin",Reactome
P23560,hsa:627,,KEGG
P23560,R-HSA-1257604,PIP3 activates AKT signaling,Reactome
P23560,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,Reactome
P23560,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",Reactome
P23560,R-HSA-9022702,MECP2 regulates transcription of neuronal ligands,Reactome
P23560,R-HSA-9024909,BDNF activates NTRK2 (TRKB) signaling,Reactome
P23560,R-HSA-9026519,Activated NTRK2 signals through RAS,Reactome
P23560,R-HSA-9026527,Activated NTRK2 signals through PLCG1,Reactome
P23560,R-HSA-9028335,Activated NTRK2 signals through PI3K,Reactome
P23560,R-HSA-9028731,Activated NTRK2 signals through FRS2 and FRS3,Reactome
P23560,R-HSA-9032500,Activated NTRK2 signals through FYN,Reactome
P23560,R-HSA-9032759,NTRK2 activates RAC1,Reactome
P23560,R-HSA-9032845,Activated NTRK2 signals through CDK5,Reactome
P23560,R-HSA-9768919,NPAS4 regulates expression of target genes,Reactome
Q14114,hsa:7804,,KEGG
Q14114,R-HSA-432142,Platelet sensitization by LDL,Reactome
Q14114,R-HSA-975634,Retinoid metabolism and transport,Reactome
Q6NXT4,hsa:55676,,KEGG
P07602,hsa:5660,,KEGG
P07602,R-HSA-114608,Platelet degranulation,Reactome
P07602,R-HSA-375276,Peptide ligand-binding receptors,Reactome
P07602,R-HSA-418594,G alpha (i) signalling events,Reactome
P07602,R-HSA-6798695,Neutrophil degranulation,Reactome
P07602,R-HSA-9840310,Glycosphingolipid catabolism,Reactome
P60880,hsa:6616,,KEGG
P60880,R-HSA-181429,Serotonin Neurotransmitter Release Cycle,Reactome
P60880,R-HSA-181430,Norepinephrine Neurotransmitter Release Cycle,Reactome
P60880,R-HSA-210500,Glutamate Neurotransmitter Release Cycle,Reactome
P60880,R-HSA-212676,Dopamine Neurotransmitter Release Cycle,Reactome
P60880,R-HSA-264642,Acetylcholine Neurotransmitter Release Cycle,Reactome
P60880,R-HSA-422356,Regulation of insulin secretion,Reactome
P60880,R-HSA-449836,Other interleukin signaling,Reactome
P60880,R-HSA-5250968,Toxicity of botulinum toxin type A (botA),Reactome
P60880,R-HSA-5250971,Toxicity of botulinum toxin type C (botC),Reactome
P60880,R-HSA-5250992,Toxicity of botulinum toxin type E (botE),Reactome
P60880,R-HSA-6798695,Neutrophil degranulation,Reactome
P60880,R-HSA-888590,"GABA synthesis, release, reuptake and degradation",Reactome
P60880,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,Reactome
Q92974,hsa:9181,,KEGG
Q92974,R-HSA-193648,NRAGE signals death through JNK,Reactome
Q92974,R-HSA-416482,G alpha (12/13) signalling events,Reactome
Q92974,R-HSA-8980692,RHOA GTPase cycle,Reactome
Q92974,R-HSA-9013026,RHOB GTPase cycle,Reactome
P04083,hsa:301,,KEGG
P04083,R-HSA-416476,G alpha (q) signalling events,Reactome
P04083,R-HSA-418594,G alpha (i) signalling events,Reactome
P04083,R-HSA-444473,Formyl peptide receptors bind formyl peptides and many other ligands,Reactome
P04083,R-HSA-445355,Smooth Muscle Contraction,Reactome
P04083,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,Reactome
P04083,R-HSA-9925563,Developmental Lineage of Pancreatic Ductal Cells,Reactome
P42338,hsa:5291,,KEGG
P42338,R-HSA-109704,PI3K Cascade,Reactome
P42338,R-HSA-112399,IRS-mediated signalling,Reactome
P42338,R-HSA-114604,GPVI-mediated activation cascade,Reactome
P42338,R-HSA-1257604,PIP3 activates AKT signaling,Reactome
P42338,R-HSA-1660499,Synthesis of PIPs at the plasma membrane,Reactome
P42338,R-HSA-186763,Downstream signal transduction,Reactome
P42338,R-HSA-198203,PI3K/AKT activation,Reactome
P42338,R-HSA-201556,Signaling by ALK,Reactome
P42338,R-HSA-202424,Downstream TCR signaling,Reactome
P42338,R-HSA-2029485,Role of phospholipids in phagocytosis,Reactome
P42338,R-HSA-210993,Tie2 Signaling,Reactome
P42338,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,Reactome
P42338,R-HSA-2424491,DAP12 signaling,Reactome
P42338,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,Reactome
P42338,R-HSA-373753,Nephrin family interactions,Reactome
P42338,R-HSA-389357,CD28 dependent PI3K/Akt signaling,Reactome
P42338,R-HSA-4420097,VEGFA-VEGFR2 Pathway,Reactome
P42338,R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",Reactome
P42338,R-HSA-5673001,RAF/MAP kinase cascade,Reactome
P42338,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",Reactome
P42338,R-HSA-8853659,RET signaling,Reactome
P42338,R-HSA-9027276,Erythropoietin activates Phosphoinositide-3-kinase (PI3K),Reactome
P42338,R-HSA-912526,Interleukin receptor SHC signaling,Reactome
P42338,R-HSA-912631,Regulation of signaling by CBL,Reactome
P42338,R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",Reactome
P42338,R-HSA-9673770,Signaling by PDGFRA extracellular domain mutants,Reactome
P42338,R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells,Reactome
P42338,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,Reactome
P42338,R-HSA-9842640,Signaling by LTK in cancer,Reactome
P42338,R-HSA-9842663,Signaling by LTK,Reactome
P42338,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,Reactome
P42338,R-HSA-9927354,Co-stimulation by ICOS,Reactome
P42338,,Phospholipid metabolism; phosphatidylinositol phosphate biosynthesis,UniProt
Q15154,hsa:5108,,KEGG
Q15154,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,Reactome
Q15154,R-HSA-380259,Loss of Nlp from mitotic centrosomes,Reactome
Q15154,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,Reactome
Q15154,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,Reactome
Q15154,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,Reactome
Q15154,R-HSA-5620912,Anchoring of the basal body to the plasma membrane,Reactome
Q15154,R-HSA-8854518,AURKA Activation by TPX2,Reactome
P55290,hsa:1012,,KEGG
P55290,R-HSA-418990,Adherens junctions interactions,Reactome
P19438,hsa:7132,,KEGG
P19438,R-HSA-5357786,TNFR1-induced proapoptotic signaling,Reactome
P19438,R-HSA-5357905,Regulation of TNFR1 signaling,Reactome
P19438,R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway,Reactome
P19438,R-HSA-5626978,TNFR1-mediated ceramide production,Reactome
P19438,R-HSA-5669034,TNFs bind their physiological receptors,Reactome
P19438,R-HSA-6783783,Interleukin-10 signaling,Reactome
P19438,R-HSA-75893,TNF signaling,Reactome
P60033,hsa:975,,KEGG
P60033,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Reactome
P60033,R-HSA-977606,Regulation of Complement cascade,Reactome
Q9GZY8,hsa:56947,,KEGG
Q9UQB8,hsa:10458,,KEGG
Q9UQB8,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,Reactome
Q9UQB8,R-HSA-4420097,VEGFA-VEGFR2 Pathway,Reactome
Q9UQB8,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,Reactome
Q9UQB8,R-HSA-9013148,CDC42 GTPase cycle,Reactome
Q9UQB8,R-HSA-9013149,RAC1 GTPase cycle,Reactome
Q9UQB8,R-HSA-9013423,RAC3 GTPase cycle,Reactome
Q9UQB8,R-HSA-9664422,FCGR3A-mediated phagocytosis,Reactome
Q9UDY4,hsa:11080,,KEGG
O00482,hsa:2494,,KEGG
O00482,R-HSA-210747,Regulation of gene expression in early pancreatic precursor cells,Reactome
O00482,R-HSA-383280,Nuclear Receptor transcription pathway,Reactome
O00482,R-HSA-4090294,SUMOylation of intracellular receptors,Reactome
O00482,R-HSA-9018519,Estrogen-dependent gene expression,Reactome
P13637,hsa:478,,KEGG
P13637,R-HSA-5578775,Ion homeostasis,Reactome
P13637,R-HSA-936837,Ion transport by P-type ATPases,Reactome
P13637,R-HSA-9679191,Potential therapeutics for SARS,Reactome
Q15758,hsa:6510,,KEGG
Q15758,R-HSA-352230,Amino acid transport across the plasma membrane,Reactome
Q15758,R-HSA-9013149,RAC1 GTPase cycle,Reactome
Q15758,R-HSA-9013406,RHOQ GTPase cycle,Reactome
Q15758,R-HSA-9013407,RHOH GTPase cycle,Reactome
Q15758,R-HSA-9013409,RHOJ GTPase cycle,Reactome
Q15758,R-HSA-9013423,RAC3 GTPase cycle,Reactome
Q92831,hsa:8850,,KEGG
Q92831,R-HSA-1912408,Pre-NOTCH Transcription and Translation,Reactome
Q92831,R-HSA-2032785,YAP1- and WWTR1 (TAZ)-stimulated gene expression,Reactome
Q92831,R-HSA-210744,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,Reactome
Q92831,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,Reactome
Q92831,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,Reactome
Q92831,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,Reactome
Q92831,R-HSA-3214847,HATs acetylate histones,Reactome
Q92831,R-HSA-350054,Notch-HLH transcription pathway,Reactome
Q92831,R-HSA-5250924,B-WICH complex positively regulates rRNA expression,Reactome
Q92831,R-HSA-5578768,Physiological factors,Reactome
Q92831,R-HSA-5689901,Metalloprotease DUBs,Reactome
Q92831,R-HSA-73762,RNA Polymerase I Transcription Initiation,Reactome
Q92831,R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,Reactome
Q92831,R-HSA-8941856,RUNX3 regulates NOTCH signaling,Reactome
Q92831,R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,Reactome
Q92831,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcription,Reactome
Q92831,R-HSA-9018519,Estrogen-dependent gene expression,Reactome
Q92831,R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation,Reactome
Q92831,R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,Reactome
Q92831,R-HSA-9793380,Formation of paraxial mesoderm,Reactome
Q9H0R8,hsa:23710,,KEGG
Q9H0R8,R-HSA-1632852,Macroautophagy,Reactome
P32455,hsa:2633,,KEGG
P32455,R-HSA-877300,Interferon gamma signaling,Reactome
P35568,hsa:3667,,KEGG
P35568,R-HSA-109704,PI3K Cascade,Reactome
P35568,R-HSA-112399,IRS-mediated signalling,Reactome
P35568,R-HSA-112412,SOS-mediated signalling,Reactome
P35568,R-HSA-1257604,PIP3 activates AKT signaling,Reactome
P35568,R-HSA-1266695,Interleukin-7 signaling,Reactome
P35568,R-HSA-198203,PI3K/AKT activation,Reactome
P35568,R-HSA-201556,Signaling by ALK,Reactome
P35568,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,Reactome
P35568,R-HSA-2428928,IRS-related events triggered by IGF1R,Reactome
P35568,R-HSA-2586552,Signaling by Leptin,Reactome
P35568,R-HSA-5673001,RAF/MAP kinase cascade,Reactome
P35568,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",Reactome
P35568,R-HSA-74713,IRS activation,Reactome
P35568,R-HSA-74749,Signal attenuation,Reactome
P35568,R-HSA-9603381,Activated NTRK3 signals through PI3K,Reactome
P35568,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,Reactome
P35568,R-HSA-982772,Growth hormone receptor signaling,Reactome
P35568,R-HSA-9842663,Signaling by LTK,Reactome
Q8TB36,hsa:54332,,KEGG
Q8TB36,R-HSA-9603798,Class I peroxisomal membrane protein import,Reactome
Q8TDQ0,hsa:84868,,KEGG
Q8TDQ0,R-HSA-451927,Interleukin-2 family signaling,Reactome
Q9NQC3,hsa:57142,,KEGG
Q9NQC3,R-HSA-193634,Axonal growth inhibition (RHOA activation),Reactome
P05107,hsa:3689,,KEGG
P05107,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,Reactome
P05107,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Reactome
P05107,R-HSA-202733,Cell surface interactions at the vascular wall,Reactome
P05107,R-HSA-216083,Integrin cell surface interactions,Reactome
P05107,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,Reactome
P05107,R-HSA-6798695,Neutrophil degranulation,Reactome
P15311,hsa:7430,,KEGG
P15311,R-HSA-373752,Netrin-1 signaling,Reactome
P15311,R-HSA-437239,Recycling pathway of L1,Reactome
P15311,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,Reactome
P15311,R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea,Reactome
P16070,hsa:960,,KEGG
P16070,R-HSA-1474228,Degradation of the extracellular matrix,Reactome
P16070,R-HSA-202733,Cell surface interactions at the vascular wall,Reactome
P16070,R-HSA-2142845,Hyaluronan metabolism,Reactome
P16070,R-HSA-216083,Integrin cell surface interactions,Reactome
P16070,R-HSA-2160916,Hyaluronan degradation,Reactome
P16070,R-HSA-6798695,Neutrophil degranulation,Reactome
P16070,R-HSA-877300,Interferon gamma signaling,Reactome
P16070,R-HSA-9927432,Developmental Lineage of Mammary Gland Myoepithelial Cells,Reactome
P16070,R-HSA-9938206,Developmental Lineage of Mammary Stem Cells,Reactome
Q6NYC1,hsa:23210,,KEGG
Q6NYC1,R-HSA-3214842,HDMs demethylate histones,Reactome
Q6NYC1,R-HSA-9629569,Protein hydroxylation,Reactome
Q92835,hsa:3635,,KEGG
Q92835,R-HSA-1660499,Synthesis of PIPs at the plasma membrane,Reactome
Q92835,R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,Reactome
Q92835,R-HSA-202424,Downstream TCR signaling,Reactome
Q92835,R-HSA-210990,PECAM1 interactions,Reactome
Q92835,R-HSA-912526,Interleukin receptor SHC signaling,Reactome
Q92835,R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells,Reactome
O00141,hsa:6446,,KEGG
O00141,R-HSA-1257604,PIP3 activates AKT signaling,Reactome
O00141,R-HSA-2672351,Stimuli-sensing channels,Reactome
O00141,R-HSA-6804757,Regulation of TP53 Degradation,Reactome
O00141,R-HSA-8986944,Transcriptional Regulation by MECP2,Reactome
O00141,R-HSA-9031628,NGF-stimulated transcription,Reactome
O00519,hsa:2166,,KEGG
O00519,R-HSA-2142753,Arachidonate metabolism,Reactome
O60603,hsa:7097,,KEGG
O60603,R-HSA-1236974,ER-Phagosome pathway,Reactome
O60603,R-HSA-1461957,Beta defensins,Reactome
O60603,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,Reactome
O60603,R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,Reactome
O60603,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,Reactome
O60603,R-HSA-5602498,MyD88 deficiency (TLR2/4),Reactome
O60603,R-HSA-5603041,IRAK4 deficiency (TLR2/4),Reactome
O60603,R-HSA-5686938,Regulation of TLR by endogenous ligand,Reactome
O60603,R-HSA-6798695,Neutrophil degranulation,Reactome
O60603,R-HSA-9637628,Modulation by Mtb of host immune system,Reactome
O60603,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,Reactome
O60603,R-HSA-9833110,RSV-host interactions,Reactome
P22626,hsa:3181,,KEGG
P22626,R-HSA-72163,mRNA Splicing - Major Pathway,Reactome
P22626,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,Reactome
P22626,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,Reactome
P23219,hsa:5742,,KEGG
P23219,R-HSA-140180,COX reactions,Reactome
P23219,R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),Reactome
P23219,,Lipid metabolism; prostaglandin biosynthesis,UniProt
Q96CW1,hsa:1173,,KEGG
Q96CW1,R-HSA-164939,Nef mediated downregulation of CD28 cell surface expression,Reactome
Q96CW1,R-HSA-167590,Nef Mediated CD4 Down-regulation,Reactome
Q96CW1,R-HSA-177504,Retrograde neurotrophin signalling,Reactome
Q96CW1,R-HSA-182218,Nef Mediated CD8 Down-regulation,Reactome
Q96CW1,R-HSA-190873,Gap junction degradation,Reactome
Q96CW1,R-HSA-196025,Formation of annular gap junctions,Reactome
Q96CW1,R-HSA-2132295,MHC class II antigen presentation,Reactome
Q96CW1,R-HSA-3928665,EPH-ephrin mediated repulsion of cells,Reactome
Q96CW1,R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,Reactome
Q96CW1,R-HSA-437239,Recycling pathway of L1,Reactome
Q96CW1,R-HSA-5099900,WNT5A-dependent internalization of FZD4,Reactome
Q96CW1,R-HSA-5140745,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",Reactome
Q96CW1,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,Reactome
Q96CW1,R-HSA-8856828,Clathrin-mediated endocytosis,Reactome
Q96CW1,R-HSA-8866427,VLDLR internalisation and degradation,Reactome
Q96CW1,R-HSA-8964038,LDL clearance,Reactome
Q96CW1,R-HSA-9679191,Potential therapeutics for SARS,Reactome
O43521,hsa:10018,,KEGG
O43521,R-HSA-111446,Activation of BIM and translocation to mitochondria,Reactome
O43521,R-HSA-111453,BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,Reactome
O43521,R-HSA-193648,NRAGE signals death through JNK,Reactome
O43521,R-HSA-6802952,Signaling by BRAF and RAF1 fusions,Reactome
O43521,R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,Reactome
O43521,R-HSA-8952158,RUNX3 regulates BCL2L11 (BIM) transcription,Reactome
O43521,R-HSA-9607240,FLT3 Signaling,Reactome
O43521,R-HSA-9614657,FOXO-mediated transcription of cell death genes,Reactome
O60264,hsa:8467,,KEGG
O60264,R-HSA-427413,NoRC negatively regulates rRNA expression,Reactome
O60264,R-HSA-5250924,B-WICH complex positively regulates rRNA expression,Reactome
O60264,R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,Reactome
O60264,R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,Reactome
O75369,hsa:2317,,KEGG
O75369,R-HSA-1169408,ISG15 antiviral mechanism,Reactome
P14867,hsa:2554,,KEGG
P14867,R-HSA-1236394,Signaling by ERBB4,Reactome
P14867,R-HSA-977443,GABA receptor activation,Reactome
P20823,hsa:6927,,KEGG
P20823,R-HSA-210745,Regulation of gene expression in beta cells,Reactome
Q13509,hsa:10381,,KEGG
Q13509,R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,Reactome
Q13509,R-HSA-190840,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,Reactome
Q13509,R-HSA-190861,Gap junction assembly,Reactome
Q13509,R-HSA-2132295,MHC class II antigen presentation,Reactome
Q13509,R-HSA-2467813,Separation of Sister Chromatids,Reactome
Q13509,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,Reactome
Q13509,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,Reactome
Q13509,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,Reactome
Q13509,R-HSA-389957,Prefoldin mediated transfer of substrate to CCT/TriC,Reactome
Q13509,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC,Reactome
Q13509,R-HSA-389977,Post-chaperonin tubulin folding pathway,Reactome
Q13509,R-HSA-437239,Recycling pathway of L1,Reactome
Q13509,R-HSA-5610787,Hedgehog 'off' state,Reactome
Q13509,R-HSA-5617833,Cilium Assembly,Reactome
Q13509,R-HSA-5620924,Intraflagellar transport,Reactome
Q13509,R-HSA-5626467,RHO GTPases activate IQGAPs,Reactome
Q13509,R-HSA-5663220,RHO GTPases Activate Formins,Reactome
Q13509,R-HSA-6807878,COPI-mediated anterograde transport,Reactome
Q13509,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,Reactome
Q13509,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic,Reactome
Q13509,R-HSA-68877,Mitotic Prometaphase,Reactome
Q13509,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,Reactome
Q13509,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,Reactome
Q13509,R-HSA-9609690,HCMV Early Events,Reactome
Q13509,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,Reactome
Q13509,R-HSA-9619483,Activation of AMPK downstream of NMDARs,Reactome
Q13509,R-HSA-9646399,Aggrephagy,Reactome
Q13509,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,Reactome
Q13509,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III,Reactome
Q13509,R-HSA-983189,Kinesins,Reactome
Q13509,R-HSA-9833482,PKR-mediated signaling,Reactome
P38935,hsa:3508,,KEGG
O75914,hsa:5063,,KEGG
O75914,R-HSA-202433,Generation of second messenger molecules,Reactome
O75914,R-HSA-389359,CD28 dependent Vav1 pathway,Reactome
O75914,R-HSA-3928664,Ephrin signaling,Reactome
O75914,R-HSA-399954,Sema3A PAK dependent Axon repulsion,Reactome
O75914,R-HSA-428540,Activation of RAC1,Reactome
O75914,R-HSA-5218920,VEGFR2 mediated vascular permeability,Reactome
O75914,R-HSA-5621575,CD209 (DC-SIGN) signaling,Reactome
O75914,R-HSA-5627123,RHO GTPases activate PAKs,Reactome
O75914,R-HSA-5687128,MAPK6/MAPK4 signaling,Reactome
O75914,R-HSA-9013148,CDC42 GTPase cycle,Reactome
O75914,R-HSA-9013149,RAC1 GTPase cycle,Reactome
O75914,R-HSA-9013409,RHOJ GTPase cycle,Reactome
O75914,R-HSA-9013420,RHOU GTPase cycle,Reactome
P08575,hsa:5788,,KEGG
P08575,R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,Reactome
P08575,R-HSA-416700,Other semaphorin interactions,Reactome
P08575,R-HSA-6798695,Neutrophil degranulation,Reactome
P12270,hsa:7175,,KEGG
P12270,R-HSA-1169408,ISG15 antiviral mechanism,Reactome
P12270,R-HSA-159227,Transport of the SLBP independent Mature mRNA,Reactome
P12270,R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,Reactome
P12270,R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,Reactome
P12270,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,Reactome
P12270,R-HSA-165054,Rev-mediated nuclear export of HIV RNA,Reactome
P12270,R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,Reactome
P12270,R-HSA-168276,NS1 Mediated Effects on Host Pathways,Reactome
P12270,R-HSA-168325,Viral Messenger RNA Synthesis,Reactome
P12270,R-HSA-168333,NEP/NS2 Interacts with the Cellular Export Machinery,Reactome
P12270,R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,Reactome
P12270,R-HSA-180746,Nuclear import of Rev protein,Reactome
P12270,R-HSA-180910,Vpr-mediated nuclear import of PICs,Reactome
P12270,R-HSA-191859,snRNP Assembly,Reactome
P12270,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,Reactome
P12270,R-HSA-3232142,SUMOylation of ubiquitinylation proteins,Reactome
P12270,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,Reactome
P12270,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,Reactome
P12270,R-HSA-4085377,SUMOylation of SUMOylation proteins,Reactome
P12270,R-HSA-4551638,SUMOylation of chromatin organization proteins,Reactome
P12270,R-HSA-4570464,SUMOylation of RNA binding proteins,Reactome
P12270,R-HSA-4615885,SUMOylation of DNA replication proteins,Reactome
P12270,R-HSA-5578749,Transcriptional regulation by small RNAs,Reactome
P12270,R-HSA-5619107,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),Reactome
P12270,R-HSA-6784531,tRNA processing in the nucleus,Reactome
P12270,R-HSA-9609690,HCMV Early Events,Reactome
P12270,R-HSA-9610379,HCMV Late Events,Reactome
P12270,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,Reactome
P12270,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,Reactome
Q96PR1,hsa:3747,,KEGG
Q96PR1,R-HSA-1296072,Voltage gated Potassium channels,Reactome
Q96PR1,R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,Reactome
Q9UMX0,hsa:29979,,KEGG
Q9UMX0,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,Reactome
P04233,hsa:972,,KEGG
P04233,R-HSA-202733,Cell surface interactions at the vascular wall,Reactome
P04233,R-HSA-2132295,MHC class II antigen presentation,Reactome
P04233,R-HSA-9925563,Developmental Lineage of Pancreatic Ductal Cells,Reactome
P17948,hsa:2321,,KEGG
P17948,R-HSA-194306,Neurophilin interactions with VEGF and VEGFR,Reactome
P17948,R-HSA-195399,VEGF binds to VEGFR leading to receptor dimerization,Reactome
P45984,hsa:5601,,KEGG
P45984,R-HSA-2559580,Oxidative Stress Induced Senescence,Reactome
P45984,R-HSA-2871796,FCERI mediated MAPK activation,Reactome
P45984,R-HSA-450321,JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1,Reactome
P45984,R-HSA-450341,Activation of the AP-1 family of transcription factors,Reactome
P45984,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,Reactome
P01009,hsa:5265,,KEGG
P01009,R-HSA-114608,Platelet degranulation,Reactome
P01009,R-HSA-204005,COPII-mediated vesicle transport,Reactome
P01009,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome
P01009,R-HSA-5694530,Cargo concentration in the ER,Reactome
P01009,R-HSA-6798695,Neutrophil degranulation,Reactome
P01009,R-HSA-8957275,Post-translational protein phosphorylation,Reactome
P35609,hsa:88,,KEGG
P35609,R-HSA-114608,Platelet degranulation,Reactome
P35609,R-HSA-373753,Nephrin family interactions,Reactome
P35609,R-HSA-390522,Striated Muscle Contraction,Reactome
P35609,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",Reactome
P35609,R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor,Reactome
P35609,R-HSA-5673001,RAF/MAP kinase cascade,Reactome
P35609,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,Reactome
P35609,R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission,Reactome
