uniprot_id,chebi_id,link_type
P46459,CHEBI:30616,substrate/product
P46459,CHEBI:43474,substrate/product
P46459,CHEBI:456216,substrate/product
P46459,CHEBI:18420,cofactor
Q7L1W4,CHEBI:17996,substrate/product
Q7L1W4,CHEBI:16382,substrate/product
Q7L1W4,CHEBI:507393,substrate/product
Q7L5Y1,CHEBI:15377,substrate/product
Q7L5Y1,CHEBI:21291,substrate/product
Q7L5Y1,CHEBI:37448,substrate/product
Q7L5Y1,CHEBI:18420,cofactor
Q86TX2,CHEBI:7896,substrate/product
Q86TX2,CHEBI:15377,substrate/product
Q86TX2,CHEBI:15378,substrate/product
Q86TX2,CHEBI:57287,substrate/product
Q86TX2,CHEBI:57379,substrate/product
Q86TX2,CHEBI:27689,substrate/product
Q86TX2,CHEBI:61430,substrate/product
Q86TX2,CHEBI:18262,substrate/product
Q86TX2,CHEBI:57375,substrate/product
Q86TX2,CHEBI:30807,substrate/product
Q86TX2,CHEBI:57385,substrate/product
Q86TX2,CHEBI:25629,substrate/product
Q86TX2,CHEBI:57394,substrate/product
Q86TX2,CHEBI:32360,substrate/product
Q86TX2,CHEBI:57380,substrate/product
Q86TX2,CHEBI:30823,substrate/product
Q86TX2,CHEBI:57387,substrate/product
Q86TX2,CHEBI:32372,substrate/product
Q86TX2,CHEBI:61540,substrate/product
Q86TX2,CHEBI:30825,substrate/product
Q86TX2,CHEBI:77537,substrate/product
Q99259,CHEBI:15378,substrate/product
Q99259,CHEBI:16526,substrate/product
Q99259,CHEBI:29985,substrate/product
Q99259,CHEBI:59888,substrate/product
Q99259,CHEBI:597326,cofactor
Q9BSA4,CHEBI:17996,substrate/product
Q9BSA4,CHEBI:29985,substrate/product
Q8WWZ7,CHEBI:15377,substrate/product
Q8WWZ7,CHEBI:15378,substrate/product
Q8WWZ7,CHEBI:16113,substrate/product
Q8WWZ7,CHEBI:30616,substrate/product
Q8WWZ7,CHEBI:43474,substrate/product
Q8WWZ7,CHEBI:456216,substrate/product
P11597,CHEBI:46898,substrate/product
P11597,CHEBI:53753,substrate/product
P11597,CHEBI:41509,substrate/product
P42892,CHEBI:29105,cofactor
Q7LBC6,CHEBI:15379,substrate/product
Q7LBC6,CHEBI:16526,substrate/product
Q7LBC6,CHEBI:16810,substrate/product
Q7LBC6,CHEBI:16842,substrate/product
Q7LBC6,CHEBI:29969,substrate/product
Q7LBC6,CHEBI:30031,substrate/product
Q7LBC6,CHEBI:61976,substrate/product
Q7LBC6,CHEBI:29033,cofactor
P07384,CHEBI:29108,cofactor
P48735,CHEBI:15562,substrate/product
P48735,CHEBI:16526,substrate/product
P48735,CHEBI:16810,substrate/product
P48735,CHEBI:57783,substrate/product
P48735,CHEBI:58349,substrate/product
P48735,CHEBI:18420,cofactor
P48735,CHEBI:29035,cofactor
Q01118,CHEBI:29101,substrate/product
O94804,CHEBI:15378,substrate/product
O94804,CHEBI:29999,substrate/product
O94804,CHEBI:30616,substrate/product
O94804,CHEBI:83421,substrate/product
O94804,CHEBI:456216,substrate/product
O94804,CHEBI:30013,substrate/product
O94804,CHEBI:61977,substrate/product
P17174,CHEBI:16452,substrate/product
P17174,CHEBI:16810,substrate/product
P17174,CHEBI:29985,substrate/product
P17174,CHEBI:29991,substrate/product
P17174,CHEBI:35235,substrate/product
P17174,CHEBI:57678,substrate/product
P17174,CHEBI:16763,substrate/product
P17174,CHEBI:74359,substrate/product
P17174,CHEBI:61085,substrate/product
P17174,CHEBI:140699,substrate/product
P17174,CHEBI:597326,cofactor
P32119,CHEBI:15377,substrate/product
P32119,CHEBI:29950,substrate/product
P32119,CHEBI:30879,substrate/product
P32119,CHEBI:35924,substrate/product
P32119,CHEBI:50058,substrate/product
P32456,CHEBI:15377,substrate/product
P32456,CHEBI:15378,substrate/product
P32456,CHEBI:37565,substrate/product
P32456,CHEBI:43474,substrate/product
P32456,CHEBI:58189,substrate/product
Q9NUV7,CHEBI:15378,substrate/product
Q9NUV7,CHEBI:16526,substrate/product
Q9NUV7,CHEBI:33384,substrate/product
Q9NUV7,CHEBI:57287,substrate/product
Q9NUV7,CHEBI:57379,substrate/product
Q9NUV7,CHEBI:58299,substrate/product
Q9NUV7,CHEBI:57375,substrate/product
Q9NUV7,CHEBI:71008,substrate/product
Q9NUV7,CHEBI:57385,substrate/product
Q9NUV7,CHEBI:71007,substrate/product
Q9NUV7,CHEBI:57394,substrate/product
Q9NUV7,CHEBI:65073,substrate/product
Q9NUV7,CHEBI:597326,cofactor
Q9Y6V0,CHEBI:29108,cofactor
Q4KMQ2,CHEBI:57262,substrate/product
Q4KMQ2,CHEBI:18390,substrate/product
Q4KMQ2,CHEBI:57643,substrate/product
Q6DD88,CHEBI:15377,substrate/product
Q6DD88,CHEBI:15378,substrate/product
Q6DD88,CHEBI:37565,substrate/product
Q6DD88,CHEBI:43474,substrate/product
Q6DD88,CHEBI:58189,substrate/product
Q6PCE3,CHEBI:15378,substrate/product
Q6PCE3,CHEBI:57604,substrate/product
Q6PCE3,CHEBI:58272,substrate/product
Q6PCE3,CHEBI:58392,substrate/product
Q6PCE3,CHEBI:58601,substrate/product
Q6PCE3,CHEBI:58225,substrate/product
Q6PCE3,CHEBI:57720,substrate/product
Q6PCE3,CHEBI:68688,substrate/product
Q6PCE3,CHEBI:57259,substrate/product
Q6PCE3,CHEBI:190126,substrate/product
Q6PCE3,CHEBI:58409,substrate/product
Q6PCE3,CHEBI:190127,substrate/product
Q99726,CHEBI:15378,substrate/product
Q99726,CHEBI:29105,substrate/product
P07099,CHEBI:15377,substrate/product
P07099,CHEBI:50004,substrate/product
P07099,CHEBI:50014,substrate/product
P07099,CHEBI:139161,substrate/product
P07099,CHEBI:139164,substrate/product
P07099,CHEBI:84025,substrate/product
P07099,CHEBI:84032,substrate/product
P07099,CHEBI:76625,substrate/product
P07099,CHEBI:84031,substrate/product
P07099,CHEBI:15378,substrate/product
P07099,CHEBI:17754,substrate/product
P07099,CHEBI:32395,substrate/product
P07099,CHEBI:52392,substrate/product
P78537,CHEBI:15378,substrate/product
P78537,CHEBI:29969,substrate/product
P78537,CHEBI:57287,substrate/product
P78537,CHEBI:57288,substrate/product
P78537,CHEBI:61930,substrate/product
Q8NFF2,CHEBI:29101,substrate/product
Q8NFF2,CHEBI:29103,substrate/product
Q8NFF2,CHEBI:29108,substrate/product
Q9UP95,CHEBI:17996,substrate/product
Q9UP95,CHEBI:29103,substrate/product
P11177,CHEBI:15361,substrate/product
P11177,CHEBI:15378,substrate/product
P11177,CHEBI:16526,substrate/product
P11177,CHEBI:83099,substrate/product
P11177,CHEBI:83111,substrate/product
P11177,CHEBI:58937,cofactor
P51178,CHEBI:15377,substrate/product
P51178,CHEBI:15378,substrate/product
P51178,CHEBI:17815,substrate/product
P51178,CHEBI:58456,substrate/product
P51178,CHEBI:203600,substrate/product
P51178,CHEBI:57880,substrate/product
P51178,CHEBI:58433,substrate/product
P51178,CHEBI:29108,cofactor
P21709,CHEBI:15378,substrate/product
P21709,CHEBI:30616,substrate/product
P21709,CHEBI:46858,substrate/product
P21709,CHEBI:61978,substrate/product
P21709,CHEBI:456216,substrate/product
P23921,CHEBI:15377,substrate/product
P23921,CHEBI:29950,substrate/product
P23921,CHEBI:50058,substrate/product
P23921,CHEBI:57930,substrate/product
P23921,CHEBI:73316,substrate/product
P30307,CHEBI:15377,substrate/product
P30307,CHEBI:43474,substrate/product
P30307,CHEBI:46858,substrate/product
P30307,CHEBI:61978,substrate/product
P06737,CHEBI:15444,substrate/product
P06737,CHEBI:43474,substrate/product
P06737,CHEBI:58601,substrate/product
P06737,CHEBI:597326,cofactor
Q14571,CHEBI:29108,substrate/product
Q15349,CHEBI:15378,substrate/product
Q15349,CHEBI:29999,substrate/product
Q15349,CHEBI:30616,substrate/product
Q15349,CHEBI:83421,substrate/product
Q15349,CHEBI:456216,substrate/product
Q15349,CHEBI:30013,substrate/product
Q15349,CHEBI:61977,substrate/product
Q15349,CHEBI:18420,cofactor
Q9BZQ4,CHEBI:14649,substrate/product
Q9BZQ4,CHEBI:15378,substrate/product
Q9BZQ4,CHEBI:30616,substrate/product
Q9BZQ4,CHEBI:33019,substrate/product
Q9BZQ4,CHEBI:57540,substrate/product
Q9BZQ4,CHEBI:57502,substrate/product
Q9BZQ4,CHEBI:58437,substrate/product
Q9BZQ4,CHEBI:18420,cofactor
Q6ZMG9,CHEBI:15378,substrate/product
Q6ZMG9,CHEBI:57287,substrate/product
Q6ZMG9,CHEBI:57379,substrate/product
Q6ZMG9,CHEBI:84410,substrate/product
Q6ZMG9,CHEBI:144703,substrate/product
Q6ZMG9,CHEBI:57817,substrate/product
Q6ZMG9,CHEBI:67042,substrate/product
Q6ZMG9,CHEBI:71009,substrate/product
Q6ZMG9,CHEBI:82810,substrate/product
Q6ZMG9,CHEBI:57756,substrate/product
Q6ZMG9,CHEBI:72959,substrate/product
Q6ZMG9,CHEBI:57385,substrate/product
Q6ZMG9,CHEBI:67045,substrate/product
Q6ZMG9,CHEBI:57394,substrate/product
Q6ZMG9,CHEBI:67033,substrate/product
O94788,CHEBI:15035,substrate/product
O94788,CHEBI:15036,substrate/product
O94788,CHEBI:15377,substrate/product
O94788,CHEBI:15378,substrate/product
O94788,CHEBI:57540,substrate/product
O94788,CHEBI:57945,substrate/product
O94788,CHEBI:17898,substrate/product
O94788,CHEBI:35291,substrate/product
O94788,CHEBI:194182,substrate/product
O94788,CHEBI:194183,substrate/product
P23471,CHEBI:15377,substrate/product
P23471,CHEBI:43474,substrate/product
P23471,CHEBI:46858,substrate/product
P23471,CHEBI:61978,substrate/product
P48169,CHEBI:17996,substrate/product
Q12882,CHEBI:15378,substrate/product
Q12882,CHEBI:15901,substrate/product
Q12882,CHEBI:17568,substrate/product
Q12882,CHEBI:57783,substrate/product
Q12882,CHEBI:58349,substrate/product
Q12882,CHEBI:17821,substrate/product
Q12882,CHEBI:27468,substrate/product
Q12882,CHEBI:57692,cofactor
Q12882,CHEBI:58210,cofactor
Q12882,CHEBI:49883,cofactor
Q70JA7,CHEBI:15378,substrate/product
Q70JA7,CHEBI:58223,substrate/product
Q70JA7,CHEBI:67138,substrate/product
Q70JA7,CHEBI:138442,substrate/product
Q70JA7,CHEBI:138443,substrate/product
Q70JA7,CHEBI:138444,substrate/product
Q70JA7,CHEBI:138445,substrate/product
Q70JA7,CHEBI:58052,substrate/product
Q70JA7,CHEBI:132105,substrate/product
Q70JA7,CHEBI:48828,cofactor
Q70JA7,CHEBI:29035,cofactor
Q70JA7,CHEBI:48775,cofactor
Q99714,CHEBI:15378,substrate/product
Q99714,CHEBI:57318,substrate/product
Q99714,CHEBI:57540,substrate/product
Q99714,CHEBI:57945,substrate/product
Q99714,CHEBI:90726,substrate/product
Q99714,CHEBI:57312,substrate/product
Q99714,CHEBI:57335,substrate/product
Q99714,CHEBI:16422,substrate/product
Q99714,CHEBI:17347,substrate/product
Q99714,CHEBI:16330,substrate/product
Q99714,CHEBI:36713,substrate/product
Q99714,CHEBI:16469,substrate/product
Q99714,CHEBI:17263,substrate/product
Q99714,CHEBI:11893,substrate/product
Q99714,CHEBI:29747,substrate/product
Q99714,CHEBI:57286,substrate/product
Q99714,CHEBI:57316,substrate/product
Q99714,CHEBI:62617,substrate/product
Q99714,CHEBI:62619,substrate/product
Q99714,CHEBI:57349,substrate/product
Q99714,CHEBI:62613,substrate/product
Q99714,CHEBI:15994,substrate/product
Q99714,CHEBI:28952,substrate/product
Q99714,CHEBI:78594,substrate/product
Q99714,CHEBI:50169,substrate/product
Q99714,CHEBI:16962,substrate/product
Q99714,CHEBI:78596,substrate/product
Q99714,CHEBI:78600,substrate/product
Q99714,CHEBI:78601,substrate/product
Q99714,CHEBI:17650,substrate/product
Q99714,CHEBI:78595,substrate/product
Q99714,CHEBI:36234,substrate/product
Q99714,CHEBI:78605,substrate/product
Q99714,CHEBI:78604,substrate/product
Q99714,CHEBI:78602,substrate/product
Q99714,CHEBI:78603,substrate/product
O60427,CHEBI:15377,substrate/product
O60427,CHEBI:15378,substrate/product
O60427,CHEBI:15379,substrate/product
O60427,CHEBI:29033,substrate/product
O60427,CHEBI:29034,substrate/product
O60427,CHEBI:57368,substrate/product
O60427,CHEBI:74264,substrate/product
O60427,CHEBI:73862,substrate/product
O60427,CHEBI:74265,substrate/product
O60427,CHEBI:74296,substrate/product
O60427,CHEBI:85651,substrate/product
P42263,CHEBI:29108,substrate/product
P54756,CHEBI:15378,substrate/product
P54756,CHEBI:30616,substrate/product
P54756,CHEBI:46858,substrate/product
P54756,CHEBI:61978,substrate/product
P54756,CHEBI:456216,substrate/product
Q13443,CHEBI:29105,cofactor
O75306,CHEBI:15378,substrate/product
O75306,CHEBI:16389,substrate/product
O75306,CHEBI:17976,substrate/product
O75306,CHEBI:57540,substrate/product
O75306,CHEBI:57945,substrate/product
O75306,CHEBI:49883,cofactor
O94911,CHEBI:15377,substrate/product
O94911,CHEBI:15378,substrate/product
O94911,CHEBI:30616,substrate/product
O94911,CHEBI:36257,substrate/product
O94911,CHEBI:43474,substrate/product
O94911,CHEBI:456216,substrate/product
O94911,CHEBI:16113,substrate/product
O94911,CHEBI:60050,substrate/product
O94911,CHEBI:57973,substrate/product
O94911,CHEBI:82961,substrate/product
Q13507,CHEBI:29108,substrate/product
Q9NZ45,CHEBI:16810,substrate/product
Q9NZ45,CHEBI:29985,substrate/product
Q9NZ45,CHEBI:35235,substrate/product
Q9NZ45,CHEBI:57678,substrate/product
Q9NZ45,CHEBI:190135,cofactor
Q9NZ45,CHEBI:597326,cofactor
P04406,CHEBI:15378,substrate/product
P04406,CHEBI:43474,substrate/product
P04406,CHEBI:57540,substrate/product
P04406,CHEBI:57604,substrate/product
P04406,CHEBI:57945,substrate/product
P04406,CHEBI:59776,substrate/product
P04406,CHEBI:29950,substrate/product
P04406,CHEBI:149494,substrate/product
Q96C10,CHEBI:15377,substrate/product
Q96C10,CHEBI:15378,substrate/product
Q96C10,CHEBI:30616,substrate/product
Q96C10,CHEBI:43474,substrate/product
Q96C10,CHEBI:456216,substrate/product
Q9UGI6,CHEBI:29103,substrate/product
O95237,CHEBI:17336,substrate/product
O95237,CHEBI:57643,substrate/product
O95237,CHEBI:57875,substrate/product
O95237,CHEBI:63410,substrate/product
O95237,CHEBI:83228,substrate/product
O95237,CHEBI:17616,substrate/product
O95237,CHEBI:72999,substrate/product
O95237,CHEBI:76078,substrate/product
O95237,CHEBI:138195,substrate/product
O95237,CHEBI:138266,substrate/product
O95237,CHEBI:138724,substrate/product
O95237,CHEBI:78228,substrate/product
O95237,CHEBI:140082,substrate/product
O95237,CHEBI:140084,substrate/product
O95237,CHEBI:65211,substrate/product
O95237,CHEBI:140088,substrate/product
O95237,CHEBI:140089,substrate/product
P04179,CHEBI:15378,substrate/product
P04179,CHEBI:15379,substrate/product
P04179,CHEBI:16240,substrate/product
P04179,CHEBI:18421,substrate/product
P04179,CHEBI:29035,cofactor
P49821,CHEBI:15378,substrate/product
P49821,CHEBI:16389,substrate/product
P49821,CHEBI:17976,substrate/product
P49821,CHEBI:57540,substrate/product
P49821,CHEBI:57945,substrate/product
P49821,CHEBI:58210,cofactor
P49821,CHEBI:49883,cofactor
Q5VZY2,CHEBI:15377,substrate/product
Q5VZY2,CHEBI:15378,substrate/product
Q5VZY2,CHEBI:43474,substrate/product
Q5VZY2,CHEBI:58608,substrate/product
Q5VZY2,CHEBI:59996,substrate/product
Q5VZY2,CHEBI:17815,substrate/product
Q5VZY2,CHEBI:78229,substrate/product
Q5VZY2,CHEBI:82765,substrate/product
Q5VZY2,CHEBI:76979,substrate/product
Q5VZY2,CHEBI:74544,substrate/product
Q5VZY2,CHEBI:75757,substrate/product
Q9UL25,CHEBI:15377,substrate/product
Q9UL25,CHEBI:15378,substrate/product
Q9UL25,CHEBI:37565,substrate/product
Q9UL25,CHEBI:43474,substrate/product
Q9UL25,CHEBI:58189,substrate/product
Q9UL25,CHEBI:18420,cofactor
Q9UM01,CHEBI:29101,substrate/product
Q9UM01,CHEBI:32682,substrate/product
Q9UM01,CHEBI:57427,substrate/product
Q9UM01,CHEBI:32551,substrate/product
Q9UM01,CHEBI:46911,substrate/product
Q9Y2M0,CHEBI:29035,cofactor
Q9Y2M0,CHEBI:18420,cofactor
O43426,CHEBI:15377,substrate/product
O43426,CHEBI:43474,substrate/product
O43426,CHEBI:58178,substrate/product
O43426,CHEBI:58456,substrate/product
P43004,CHEBI:15378,substrate/product
P43004,CHEBI:29101,substrate/product
P43004,CHEBI:29103,substrate/product
P43004,CHEBI:29985,substrate/product
P43004,CHEBI:29991,substrate/product
P43004,CHEBI:29990,substrate/product
Q96L34,CHEBI:15378,substrate/product
Q96L34,CHEBI:29999,substrate/product
Q96L34,CHEBI:30616,substrate/product
Q96L34,CHEBI:83421,substrate/product
Q96L34,CHEBI:456216,substrate/product
Q96L34,CHEBI:30013,substrate/product
Q96L34,CHEBI:61977,substrate/product
Q96L34,CHEBI:18420,cofactor
Q96QD8,CHEBI:29101,substrate/product
Q96QD8,CHEBI:57972,substrate/product
Q96QD8,CHEBI:57305,substrate/product
Q96QD8,CHEBI:33384,substrate/product
Q96QD8,CHEBI:60039,substrate/product
Q96QD8,CHEBI:57844,substrate/product
Q96QD8,CHEBI:57595,substrate/product
Q96QD8,CHEBI:58048,substrate/product
Q96QD8,CHEBI:58359,substrate/product
Q96QD8,CHEBI:57926,substrate/product
Q96QD8,CHEBI:57427,substrate/product
Q96QD8,CHEBI:58095,substrate/product
O14874,CHEBI:15378,substrate/product
O14874,CHEBI:29999,substrate/product
O14874,CHEBI:30616,substrate/product
O14874,CHEBI:83421,substrate/product
O14874,CHEBI:456216,substrate/product
O43175,CHEBI:15378,substrate/product
O43175,CHEBI:18110,substrate/product
O43175,CHEBI:57540,substrate/product
O43175,CHEBI:57945,substrate/product
O43175,CHEBI:58272,substrate/product
O43175,CHEBI:15801,substrate/product
O43175,CHEBI:16810,substrate/product
O43175,CHEBI:15589,substrate/product
O43175,CHEBI:16452,substrate/product
O60229,CHEBI:15378,substrate/product
O60229,CHEBI:29999,substrate/product
O60229,CHEBI:30616,substrate/product
O60229,CHEBI:83421,substrate/product
O60229,CHEBI:456216,substrate/product
O60229,CHEBI:30013,substrate/product
O60229,CHEBI:61977,substrate/product
O60229,CHEBI:18420,cofactor
P30304,CHEBI:15377,substrate/product
P30304,CHEBI:43474,substrate/product
P30304,CHEBI:46858,substrate/product
P30304,CHEBI:61978,substrate/product
Q13451,CHEBI:83833,substrate/product
Q13451,CHEBI:83834,substrate/product
Q6U841,CHEBI:17544,substrate/product
Q6U841,CHEBI:17996,substrate/product
Q6U841,CHEBI:29101,substrate/product
Q96HY7,CHEBI:15378,substrate/product
Q96HY7,CHEBI:16526,substrate/product
Q96HY7,CHEBI:57499,substrate/product
Q96HY7,CHEBI:83099,substrate/product
Q96HY7,CHEBI:184385,substrate/product
Q96HY7,CHEBI:58937,cofactor
Q96RR4,CHEBI:15378,substrate/product
Q96RR4,CHEBI:29999,substrate/product
Q96RR4,CHEBI:30616,substrate/product
Q96RR4,CHEBI:83421,substrate/product
Q96RR4,CHEBI:456216,substrate/product
Q96RR4,CHEBI:30013,substrate/product
Q96RR4,CHEBI:61977,substrate/product
Q9H2S1,CHEBI:29103,substrate/product
Q9Y5Q0,CHEBI:15377,substrate/product
Q9Y5Q0,CHEBI:15378,substrate/product
Q9Y5Q0,CHEBI:15379,substrate/product
Q9Y5Q0,CHEBI:29033,substrate/product
Q9Y5Q0,CHEBI:29034,substrate/product
Q9Y5Q0,CHEBI:52639,substrate/product
Q9Y5Q0,CHEBI:139573,substrate/product
Q9Y5Q0,CHEBI:63867,substrate/product
Q9Y5Q0,CHEBI:149631,substrate/product
Q9Y5Q0,CHEBI:57756,substrate/product
Q9Y5Q0,CHEBI:83568,substrate/product
Q9Y5Q0,CHEBI:74296,substrate/product
Q9Y5Q0,CHEBI:85650,substrate/product
Q9Y5Q0,CHEBI:67111,substrate/product
Q9Y5Q0,CHEBI:195246,substrate/product
Q9Y5Q0,CHEBI:31488,substrate/product
Q9Y5Q0,CHEBI:195278,substrate/product
O00299,CHEBI:38290,substrate/product
O00299,CHEBI:57925,substrate/product
O00299,CHEBI:58297,substrate/product
O00299,CHEBI:58539,substrate/product
O00299,CHEBI:17996,substrate/product
O00299,CHEBI:16382,substrate/product
O00299,CHEBI:18022,substrate/product
O00299,CHEBI:17632,substrate/product
O00299,CHEBI:15858,substrate/product
O00299,CHEBI:17051,substrate/product
P00568,CHEBI:30616,substrate/product
P00568,CHEBI:57930,substrate/product
P00568,CHEBI:58043,substrate/product
P00568,CHEBI:456216,substrate/product
P00568,CHEBI:456215,substrate/product
P00568,CHEBI:57667,substrate/product
P00568,CHEBI:58245,substrate/product
P00568,CHEBI:61404,substrate/product
P00568,CHEBI:61560,substrate/product
P00568,CHEBI:73316,substrate/product
P00568,CHEBI:61557,substrate/product
P00568,CHEBI:37563,substrate/product
P00568,CHEBI:37565,substrate/product
P00568,CHEBI:58069,substrate/product
P00568,CHEBI:58189,substrate/product
P00568,CHEBI:46398,substrate/product
P00568,CHEBI:58223,substrate/product
P00568,CHEBI:37568,substrate/product
P00568,CHEBI:58369,substrate/product
P00568,CHEBI:58593,substrate/product
P00568,CHEBI:61481,substrate/product
P00568,CHEBI:58595,substrate/product
P00568,CHEBI:61429,substrate/product
P00568,CHEBI:58937,substrate/product
P00568,CHEBI:58938,substrate/product
P00568,CHEBI:18420,cofactor
Q9NQ66,CHEBI:15377,substrate/product
Q9NQ66,CHEBI:15378,substrate/product
Q9NQ66,CHEBI:17815,substrate/product
Q9NQ66,CHEBI:58456,substrate/product
Q9NQ66,CHEBI:203600,substrate/product
Q9NQ66,CHEBI:57880,substrate/product
Q9NQ66,CHEBI:58433,substrate/product
Q9NQ66,CHEBI:29108,cofactor
O43173,CHEBI:15378,substrate/product
O43173,CHEBI:57812,substrate/product
O43173,CHEBI:60377,substrate/product
O43173,CHEBI:139252,substrate/product
O43173,CHEBI:197339,substrate/product
O43173,CHEBI:197340,substrate/product
O43173,CHEBI:60065,substrate/product
O43173,CHEBI:78436,substrate/product
O43173,CHEBI:79210,substrate/product
O43173,CHEBI:79214,substrate/product
O43173,CHEBI:140308,substrate/product
O43173,CHEBI:140309,substrate/product
O43173,CHEBI:136545,substrate/product
O43173,CHEBI:197334,substrate/product
Q07002,CHEBI:15378,substrate/product
Q07002,CHEBI:29999,substrate/product
Q07002,CHEBI:30616,substrate/product
Q07002,CHEBI:83421,substrate/product
Q07002,CHEBI:456216,substrate/product
Q07002,CHEBI:30013,substrate/product
Q07002,CHEBI:61977,substrate/product
Q6IQ55,CHEBI:15378,substrate/product
Q6IQ55,CHEBI:29999,substrate/product
Q6IQ55,CHEBI:30616,substrate/product
Q6IQ55,CHEBI:83421,substrate/product
Q6IQ55,CHEBI:456216,substrate/product
Q6IQ55,CHEBI:30013,substrate/product
Q6IQ55,CHEBI:61977,substrate/product
Q9NYG8,CHEBI:29103,substrate/product
Q9NYG8,CHEBI:49847,substrate/product
Q9NYG8,CHEBI:49547,substrate/product
Q00535,CHEBI:15378,substrate/product
Q00535,CHEBI:29999,substrate/product
Q00535,CHEBI:30616,substrate/product
Q00535,CHEBI:83421,substrate/product
Q00535,CHEBI:456216,substrate/product
Q00535,CHEBI:30013,substrate/product
Q00535,CHEBI:61977,substrate/product
O15554,CHEBI:29103,substrate/product
O43581,CHEBI:29108,cofactor
O95470,CHEBI:17600,substrate/product
O95470,CHEBI:57939,substrate/product
O95470,CHEBI:58190,substrate/product
O95470,CHEBI:17585,substrate/product
O95470,CHEBI:60119,substrate/product
O95470,CHEBI:597326,cofactor
P27144,CHEBI:30616,substrate/product
P27144,CHEBI:57930,substrate/product
P27144,CHEBI:58043,substrate/product
P27144,CHEBI:456216,substrate/product
P27144,CHEBI:456215,substrate/product
P27144,CHEBI:37565,substrate/product
P27144,CHEBI:58189,substrate/product
P27144,CHEBI:58069,substrate/product
P27144,CHEBI:60377,substrate/product
P27144,CHEBI:57667,substrate/product
P27144,CHEBI:58245,substrate/product
P27144,CHEBI:57566,substrate/product
P27144,CHEBI:58593,substrate/product
P27144,CHEBI:61560,substrate/product
P27144,CHEBI:73316,substrate/product
P27144,CHEBI:61557,substrate/product
P27144,CHEBI:37563,substrate/product
P27144,CHEBI:46398,substrate/product
P27144,CHEBI:58223,substrate/product
P27144,CHEBI:61404,substrate/product
P27144,CHEBI:61481,substrate/product
P27144,CHEBI:58595,substrate/product
P27144,CHEBI:61429,substrate/product
P27144,CHEBI:37568,substrate/product
P27144,CHEBI:58369,substrate/product
Q8NBK3,CHEBI:15377,substrate/product
Q8NBK3,CHEBI:15378,substrate/product
Q8NBK3,CHEBI:15379,substrate/product
Q8NBK3,CHEBI:29256,substrate/product
Q8NBK3,CHEBI:29919,substrate/product
Q8NBK3,CHEBI:29950,substrate/product
Q8NBK3,CHEBI:35489,substrate/product
Q8NBK3,CHEBI:85621,substrate/product
Q8NBK3,CHEBI:29036,cofactor
Q92947,CHEBI:15378,substrate/product
Q92947,CHEBI:16526,substrate/product
Q92947,CHEBI:57332,substrate/product
Q92947,CHEBI:57378,substrate/product
Q92947,CHEBI:57692,substrate/product
Q92947,CHEBI:58307,substrate/product
Q92947,CHEBI:57692,cofactor
Q9H015,CHEBI:29101,substrate/product
Q9H015,CHEBI:134344,substrate/product
Q9H015,CHEBI:15355,substrate/product
Q9H015,CHEBI:16347,substrate/product
Q9H015,CHEBI:17750,substrate/product
Q9HA82,CHEBI:15378,substrate/product
Q9HA82,CHEBI:57287,substrate/product
Q9HA82,CHEBI:57394,substrate/product
Q9HA82,CHEBI:57817,substrate/product
Q9HA82,CHEBI:67033,substrate/product
Q9HA82,CHEBI:57380,substrate/product
Q9HA82,CHEBI:67027,substrate/product
Q9HA82,CHEBI:65059,substrate/product
Q9HA82,CHEBI:67021,substrate/product
Q9HA82,CHEBI:52961,substrate/product
Q9HA82,CHEBI:65052,substrate/product
Q9HA82,CHEBI:52962,substrate/product
Q9HA82,CHEBI:64868,substrate/product
Q9HA82,CHEBI:52639,substrate/product
Q9HA82,CHEBI:57756,substrate/product
Q9HA82,CHEBI:77636,substrate/product
Q9HA82,CHEBI:72961,substrate/product
Q9HA82,CHEBI:71009,substrate/product
Q9HA82,CHEBI:82811,substrate/product
Q9Y232,CHEBI:15377,substrate/product
Q9Y232,CHEBI:57332,substrate/product
Q9Y232,CHEBI:78611,substrate/product
Q9Y617,CHEBI:16810,substrate/product
Q9Y617,CHEBI:18110,substrate/product
Q9Y617,CHEBI:29985,substrate/product
Q9Y617,CHEBI:57524,substrate/product
Q9Y617,CHEBI:597326,cofactor
P33121,CHEBI:30616,substrate/product
P33121,CHEBI:33019,substrate/product
P33121,CHEBI:57287,substrate/product
P33121,CHEBI:57560,substrate/product
P33121,CHEBI:83139,substrate/product
P33121,CHEBI:456215,substrate/product
P33121,CHEBI:32395,substrate/product
P33121,CHEBI:57368,substrate/product
P33121,CHEBI:37257,substrate/product
P33121,CHEBI:57391,substrate/product
P33121,CHEBI:7896,substrate/product
P33121,CHEBI:57379,substrate/product
P33121,CHEBI:61526,substrate/product
P33121,CHEBI:72745,substrate/product
P33121,CHEBI:77250,substrate/product
P33121,CHEBI:77268,substrate/product
P33121,CHEBI:84024,substrate/product
P33121,CHEBI:136117,substrate/product
P33121,CHEBI:65341,substrate/product
P33121,CHEBI:136407,substrate/product
P33121,CHEBI:90718,substrate/product
P33121,CHEBI:136408,substrate/product
P33121,CHEBI:78832,substrate/product
P33121,CHEBI:136409,substrate/product
P33121,CHEBI:30823,substrate/product
P33121,CHEBI:57387,substrate/product
P33121,CHEBI:18420,cofactor
P47869,CHEBI:17996,substrate/product
