chebi_id,name,description,formula,mass,charge,monoisotopic_mass,smiles,inchikey,ontology_parents,ontology_parent_ids,kegg_compound_id
CHEBI:32426,gondoate,"A very long-chain fatty acid anion that is the conjugate base of gondoic acid, formed by deprotonation of the carboxylic acid group.",,309.514,-1.0,,,,icosenoate; icosanoid anion; long-chain fatty acid anion; unsaturated fatty acid anion,CHEBI:78075; CHEBI:62937; CHEBI:57560; CHEBI:2580,
CHEBI:32551,L-lysinium(1+),An optically active form of lysinium having <small>L</small>-configuration.,,147.198,1.0,,,,polar amino acid zwitterion; lysinium(1+),CHEBI:62031; CHEBI:32564,
CHEBI:32682,L-argininium(1+),The <small>L</small>-enantiomer of argininium(1+).,,175.212,1.0,,,,argininium(1+),CHEBI:32696,
CHEBI:327995,tyraminium,An ammonium ion that is the conjugate acid of tyramine; major species at pH 7.3.,,138.19,1.0,,,,ammonium ion derivative; monoamine molecular messenger,CHEBI:35274; CHEBI:25375,
CHEBI:32955,epoxide,Any cyclic ether in which the oxygen atom forms part of a 3-membered ring.,,40.021,0.0,,,,cyclic ether,CHEBI:37407,C00722
CHEBI:32966,"beta-D-fructofuranose 1,6-bisphosphate(4-)","A <small>D</small>-fructofuranose 1,6-bisphosphate(4−) that is the conjugate base of β-<small>D</small>-fructofuranose 1,6-bisphosphate.",,336.082,-4.0,,,,"D-fructofuranose 1,6-bisphosphate(4-)",CHEBI:49299,
CHEBI:33019,diphosphate(3-),A trivalent inorganic anion obtained by removal of all three protons from diphosphoric acid.,,174.949,-3.0,,,,trivalent inorganic anion; diphosphate ion,CHEBI:79387; CHEBI:35782,
CHEBI:33308,carboxylic ester,"An ester of a carboxylic acid, R<small><sup>1</small></sup>C(=O)OR<small><sup>2</small></sup>, where R<small><sup>1</small></sup> = H or organyl and R<small><sup>2</small></sup> = organyl.",,44.01,0.0,,,,carbonyl compound; ester,CHEBI:36586; CHEBI:35701,C02391
CHEBI:33384,L-serine zwitterion,A serine zwitterion obtained by transfer of a proton from the carboxy to the amino group of <small>L</small>-serine.,,105.093,0.0,,,,L-alpha-amino acid zwitterion; serine zwitterion,CHEBI:59869; CHEBI:35243,
CHEBI:33737,di-mu-sulfido-diiron(2+),,,175.824,2.0,,,,di-mu-sulfido-diiron,CHEBI:190135,
CHEBI:33738,di-mu-sulfido-diiron(1+),,,175.824,1.0,,,,di-mu-sulfido-diiron,CHEBI:190135,
CHEBI:33853,phenols,Organic aromatic compounds having one or more hydroxy groups attached to a benzene or other arene ring.,,89.072,0.0,,,,organic hydroxy compound; organic aromatic compound,CHEBI:33822; CHEBI:33659,C15584
CHEBI:34071,1-arachidonoyl-sn-glycerol,A 1-acyl-sn-glycerol where arachidonoyl forms the 1-acyl group.,,378.553,0.0,,,,1-arachidonoylglycerol; 1-acyl-sn-glycerol,CHEBI:75612; CHEBI:64683,C13857
CHEBI:34133,11-oxotestosterone,A 3-oxo Δ<small><sup>4</small></sup>-steroid that is testosterone carrying an additional oxo substituent at position 11.,,302.414,0.0,,,,androstanoid; 3-oxo-Delta(4) steroid; 11-oxo steroid; 17beta-hydroxy steroid,CHEBI:50402; CHEBI:47909; CHEBI:47787; CHEBI:35343,C14256
CHEBI:34134,11-Ketoandrosterone,,,304.43,0.0,,,,3-hydroxy steroid,CHEBI:36834,C14671
CHEBI:34310,(24S)-24-hydroxycholesterol,A 24-hydroxycholesterol that has <i>S</i> configuration at position 24. It is the major metabolic breakdown product of cholesterol in the brain.,,402.663,0.0,,,,24-hydroxycholesterol,CHEBI:50515,C13550
CHEBI:34463,"5alpha-Androstane-3,11,17-trione",,,302.414,0.0,,,,3-oxo-5alpha-steroid,CHEBI:13601,C14269
CHEBI:34584,boldenone,"An  3-oxo-Δ<small><sup>1</small></sup>,Δ<small><sup>4</small></sup>-steroid substituted by an oxo group at position 3 and a β-hydroxy group at position 17. It is an  anabolic androgenic steroid that has been developed for veterinary use.",,286.415,0.0,,,,"3-oxo-Delta(1),Delta(4)-steroid; anabolic androgenic steroid; 17beta-hydroxy steroid",CHEBI:77166; CHEBI:50786; CHEBI:35343,C14502
CHEBI:35020,tributyrin,A triglyceride obtained by formal acylation of the three hydroxy groups of glycerol by butyric acid.,,302.367,0.0,,,,butyrate ester; triglyceride,CHEBI:50477; CHEBI:17855,C13870
CHEBI:35177,2-oxohexanoate,A medium-chain fatty acid anion that is the conjugate base of 2-oxohexanoic acid.,,129.135,-1.0,,,,oxo fatty acid anion; 2-oxo monocarboxylic acid anion,CHEBI:59836; CHEBI:35179,C00902
CHEBI:35235,L-cysteine zwitterion,,,121.161,0.0,,,,cysteine zwitterion,CHEBI:35237,
CHEBI:35247,D-serine zwitterion,A serine zwitterion obtained by transfer of a proton from the carboxy to the amino group of <small>D</small>-serine.,,105.093,0.0,,,,serine zwitterion,CHEBI:35243,
CHEBI:35287,acylcholine,A choline ester formed from choline and a carboxylic acid.,,131.173,1.0,,,,quaternary ammonium ion,CHEBI:35267,C01777
CHEBI:35291,all-trans-retinoate,A retinoate that is the conjugate base of <i>all</i>-<i>trans</i>-retinoic acid.,,299.434,-1.0,,,,retinoate,CHEBI:15036,
CHEBI:35343,17beta-hydroxy steroid,A 17-hydroxy steroid in which the hydroxy group at position 17 has a β-configuration.,,261.423,0.0,,,,17-hydroxy steroid,CHEBI:36838,C03051
CHEBI:35491,L-cystine zwitterion,,,240.306,0.0,,,,cystine zwitterion,CHEBI:35492,
CHEBI:35759,1-monoglyceride,A monoglyceride in which the acyl substituent is located at position 1.,,119.096,0.0,,,,monoradylglycerol; monoacylglycerol,CHEBI:76575; CHEBI:17408,C01885
CHEBI:35899,crotonate,The conjugate base of crotonic acid; used by some bacterial species as a carbon and energy source.,,85.082,-1.0,,,,but-2-enoate,CHEBI:36258,
CHEBI:36234,chenodeoxycholate,Conjugate base of chenodeoxycholic acid; major species at pH 7.3.,,391.572,-1.0,,,,bile acid anion; cholanic acid anion,CHEBI:36235; CHEBI:131878,
CHEBI:36242,3-(4-hydroxyphenyl)pyruvate,A 2-oxo monocarboxylic acid anion obtained by removal of a proton from the carboxylic acid group of 3-(4-hydroxyphenyl)pyruvic acid.,,179.151,-1.0,,,,2-oxo monocarboxylic acid anion,CHEBI:35179,C01179
CHEBI:36252,glycochenodeoxycholate,A <em>N</em>-acylglycinate that is the conjugate base of glycochenodeoxycholic acid.,,448.624,-1.0,,,,N-acylglycinate; cholanic acid conjugate anion,CHEBI:57670; CHEBI:131879,
CHEBI:36257,taurocholate,An organosulfonate oxoanion that is the conjugate base of taurocholic acid.,,514.705,-1.0,,,,organosulfonate oxoanion; cholanic acid conjugate anion,CHEBI:33554; CHEBI:131879,
CHEBI:36261,taurodeoxycholate,An organosulfonate oxoanion that is the conjugate base of taurodeoxycholic acid.,,498.706,-1.0,,,,organosulfonate oxoanion,CHEBI:33554,C05463
CHEBI:36498,galactosylceramide,Any of the cerebrosides in which the monosaccharide head group is galactose.,,279.244,0.0,,,,glycosylceramide; galactolipid; cerebroside,CHEBI:62941; CHEBI:5254; CHEBI:23079,C02686
CHEBI:36655,glyoxylate,The conjugate base of glyoxylic acid.,,73.027,-1.0,,,,2-oxo monocarboxylic acid anion,CHEBI:35179,
CHEBI:36707,2-acetyl-1-alkyl-sn-glycero-3-phosphocholine,"A 2-acyl-1-alkyl-<em>sn</em>-glycero-3-phosphocholine where the 2-<em>O</em>-acyl group is specified as acetyl; a potent phospholipid activator and mediator of many leukocyte functions, including platelet aggregation, inflammation, and anaphylaxis.",,298.25,0.0,,,,2-acyl-1-alkyl-sn-glycero-3-phosphocholine; ammonium betaine,CHEBI:36702; CHEBI:35284,C04598
CHEBI:36713,"5alpha-androstane-3alpha,17beta-diol","The 5α-stereoisomer of androstane-3α,17β-diol.",,292.463,0.0,,,,"androstane-3alpha,17beta-diol",CHEBI:18011,
CHEBI:36836,3beta-hydroxy steroid,A 3-hydroxy steroid in which the 3-hydroxy substituent is in the  β-position.,,275.45,0.0,,,,3-hydroxy steroid; secondary alcohol,CHEBI:36834; CHEBI:35681,C02945
CHEBI:37257,phytanate,"A branched-chain saturated fatty acid anion that is the conjugate base of phytanic acid, arising from deprotonation of the carboxylic acid group.",,311.53,-1.0,,,,3-methyl fatty acid anion; branched-chain saturated fatty acid anion; long-chain fatty acid anion,CHEBI:83972; CHEBI:58956; CHEBI:57560,C01607
CHEBI:37563,CTP(4-),A nucleoside triphosphate(4−) obtained by global deprotonation of the triphosphate OH groups of CTP; major species present at pH 7.3.,,479.124,-4.0,,,,nucleoside 5'-triphoshate(4-),CHEBI:61557,
CHEBI:37565,GTP(4-),A nucleoside triphosphate(4−) obtained by global deprotonation of the triphosphate OH groups of GTP; major species present at pH 7.3.,,519.149,-4.0,,,,nucleoside 5'-triphoshate(4-),CHEBI:61557,
CHEBI:37568,dTTP(4-),A 2'-deoxyribonucleoside 5'-triphosphate(4−) obtained by deprotonation of the four triphosphate OH groups of dTTP; major species at pH 7.3.,,478.136,-4.0,,,,2'-deoxyribonucleoside 5'-triphosphate(4-),CHEBI:61560,
CHEBI:37575,thiamine(1+) monophosphate(2-),"An organophosphate oxoanion that is the conjugate base of thiamine(1+) monophosphate(1−), arising from the deprotonation of the phosphate group. Major microspecies at pH 7.3.",,343.325,-1.0,,,,organophosphate oxoanion; vitamin B1; thiamine phosphate,CHEBI:58945; CHEBI:26948; CHEBI:26945,
CHEBI:37721,D-fructofuranose,A fructofuranose that has <small>D</small> configuration.,,180.156,0.0,,,,fructofuranose; D-fructose,CHEBI:37722; CHEBI:15824,C00095
CHEBI:38290,L-ascorbate,"The <small>L</small>-enantiomer of ascorbate and conjugate base of <small>L</small>-ascorbic acid, arising from selective deprotonation of the 3-hydroxy group. Required for a range of essential metabolic reactions in all animals and plants.",,175.116,-1.0,,,,ascorbate; vitamin C,CHEBI:22651; CHEBI:176783,C00072
CHEBI:41509,cholesteryl linoleate,"The (9<i>Z</i>,12<i>Z</i>)-stereoisomer of cholesteryl octadeca-9,12-dienoate.",,649.101,0.0,,,,"cholesteryl octadeca-9,12-dienoate; CE(18:2)",CHEBI:46903; CHEBI:183799,C15441
CHEBI:4167,D-glucopyranose,A glucopyranose having <small>D</small>-configuration.,,180.156,0.0,,,,glucopyranose; D-glucose,CHEBI:37661; CHEBI:17634,C00031
CHEBI:41847,"1,2-dioctadecanoyl-sn-glycerol","A 1,2-diacyl-<em>sn</em>-glycerol where both acyl groups are specified as octadecanoyl.",,625.032,0.0,,,,"diacylglycerol 36:0; 1,2-diacyl-sn-glycerol",CHEBI:86987; CHEBI:17815,
CHEBI:42534,epitestosterone,An androstanoid that is the <em>C</em>-17 epimer of testosterone.,,288.431,0.0,,,,androstanoid; 3-oxo-Delta(4) steroid; 17alpha-hydroxy steroid,CHEBI:50402; CHEBI:47909; CHEBI:35342,
CHEBI:42977,25-hydroxycholesterol,,,402.663,0.0,,,,oxysterol; 25-hydroxy steroid,CHEBI:53030; CHEBI:36864,C15519
CHEBI:43474,hydrogenphosphate,A phosphate ion that is the conjugate base of dihydrogenphosphate.,,95.978,-2.0,,,,divalent inorganic anion; phosphate ion,CHEBI:79388; CHEBI:35780,
CHEBI:44811,2-O-acetyl-1-O-hexadecyl-sn-glycero-3-phosphocholine,"A 2-acetyl-1-alkyl-<em>sn</em>-glycero-3-phosphocholine betaine which has hexadecyl as the alkyl group. PAF is a potent phospholipid activator and mediator of many leukocyte functions, including platelet aggregation, inflammation, and anaphylaxis.",,523.692,0.0,,,,2-acetyl-1-alkyl-sn-glycero-3-phosphocholine,CHEBI:36707,
CHEBI:456215,adenosine 5'-monophosphate(2-),A nucleoside 5'-monophosphate(2−) that results from the removal of two protons from the phosphate group of adenosine 5'-monophosphate (AMP).,,345.208,-2.0,,,,nucleoside 5'-monophosphate(2-),CHEBI:58043,
CHEBI:456216,ADP(3-),A nucleoside 5'-diphosphate(3−) arising from deprotonation of all three diphosphate OH groups of adenosine 5'-diphosphate (ADP); major species present at pH 7.3.,,424.179,-3.0,,,,nucleoside 5'-diphosphate(3-),CHEBI:57930,
CHEBI:45815,N-octanoylsphingosine,An <em>N</em>-acylsphingosine in which the ceramide <em>N</em>-acyl group is specified as octanoyl.,,425.698,0.0,,,,N-acylsphingosine,CHEBI:52639,
CHEBI:46398,UTP(4-),A nucleoside triphosphate(4−) obtained by global deprotonation of the triphosphate OH groups of UTP; major species present at pH 7.3.,,480.108,-4.0,,,,nucleoside 5'-triphoshate(4-),CHEBI:61557,
CHEBI:46858,L-tyrosine residue,,,163.176,0.0,,,,L-alpha-amino acid residue; proteinogenic amino-acid residue; tyrosine residue,CHEBI:83228; CHEBI:33700; CHEBI:32789,
CHEBI:46898,cholesteryl oleate,The (<i>Z</i>)-stereoisomer of  cholesteryl octadec-9-enoate.,,651.117,0.0,,,,cholesteryl octadec-9-enoate; CE(18:1),CHEBI:46900; CHEBI:183800,C14641
CHEBI:46979,N-acetylsphingosine,A <em>N</em>-acylsphingosine that has an acetamido group at position 2.,,341.536,0.0,,,,N-acylsphingosine,CHEBI:52639,
CHEBI:47777,"1,3-diglyceride",,,146.098,0.0,,,,diglyceride,CHEBI:18035,C06437
CHEBI:47788,3-oxo steroid,Any oxo steroid where an oxo substituent is located at position 3.,,273.434,0.0,,,,cyclic ketone; oxo steroid,CHEBI:3992; CHEBI:35789,C01876
CHEBI:48775,cadmium(2+),,,112.412,2.0,,,,cadmium cation; divalent metal cation; monoatomic dication,CHEBI:63063; CHEBI:60240; CHEBI:30412,C01413
CHEBI:48828,cobalt(2+),,,58.933,2.0,,,,divalent metal cation; monoatomic dication; cobalt cation,CHEBI:60240; CHEBI:30412; CHEBI:23336,C00175
CHEBI:48939,"(25R)-5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol",,,436.677,0.0,,,,"5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol",CHEBI:17278,
CHEBI:48940,"(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al","The (25<i>R</i>)-diastereomer of 3α,7α,12α-trihydroxy-5β-cholestan-26-al.",,434.661,0.0,,,,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al",CHEBI:16466,
CHEBI:49547,caesium(1+),,,132.905,1.0,,,,caesium ion; monovalent inorganic cation; alkali metal cation; monoatomic monocation; caesium cation,CHEBI:60270; CHEBI:60242; CHEBI:33504; CHEBI:25414; CHEBI:231854,
CHEBI:49713,lithium(1+),,,6.941,1.0,,,,monovalent inorganic cation; alkali metal cation; monoatomic monocation,CHEBI:60242; CHEBI:33504; CHEBI:25414,
CHEBI:49786,nickel(2+),A nickel cation in which the nickel carries a double positive charge.,,58.693,2.0,,,,metal cation allergen; divalent metal cation; monoatomic dication; nickel cation,CHEBI:88186; CHEBI:60240; CHEBI:30412; CHEBI:25516,
CHEBI:49847,rubidium(1+),,,85.468,1.0,,,,monovalent inorganic cation; rubidium molecular entity; alkali metal cation; monoatomic monocation,CHEBI:60242; CHEBI:37126; CHEBI:33504; CHEBI:25414,C17061
CHEBI:49883,tetra-mu3-sulfido-tetrairon,An Fe<small><sub>4</sub></small>S<small><sub>4</sub></small> iron-sulfur cluster in which each sulfur is attached to three of the iron atoms.,,351.648,0.0,,,,Fe4S4 iron-sulfur cluster,CHEBI:64607,
CHEBI:50004,cis-stilbene oxide,,,196.249,0.0,,,,stilbene oxide; epoxide,CHEBI:50006; CHEBI:32955,C16014
CHEBI:50014,"(R,R)-hydrobenzoin",,,214.264,0.0,,,,hydrobenzoin; ethanediol derivative,CHEBI:50013; CHEBI:140594,C16015
CHEBI:50058,L-cystine residue,A cystine residue in which both stereocentres have <small>L</small> (= <i>R</i>) configuration.,,204.276,0.0,,,,cystine residue,CHEBI:50051,
CHEBI:50169,brexanolone,A 3-hydroxy-5α-pregnan-20-one in which the hydroxy group at position 3 has α-configuration. It is a metabolite of the sex hormone progesterone and used for the treatment of postpartum depression in women.,,318.501,0.0,,,,3-hydroxy-5alpha-pregnan-20-one,CHEBI:50170,C13712
CHEBI:507393,taurine zwitterion,The zwitterion formed from taurine by transfer of a proton from the sulfonyl to the amino group.  It is the major species existing at physiological pH.,,125.149,0.0,,,,zwitterion,CHEBI:27369,
CHEBI:52323,"1,2-dioleoylglycerol",,,621.0,0.0,,,,"dioleoylglycerol; 1,2-diglyceride",CHEBI:75945; CHEBI:49172,
CHEBI:52333,"1,2-dioleoyl-sn-glycerol","A 1,2-diacyl-<em>sn</em>-glycerol in which the acyl groups at positions 1 and 2 are specified as oleoyl.",,621.0,0.0,,,,"1,2-dioleoylglycerol; 1,2-diacyl-sn-glycerol",CHEBI:52323; CHEBI:17815,
CHEBI:52392,2-arachidonoylglycerol,An endocannabinoid and an endogenous agonist of the cannabinoid receptors (CB1 and CB2). It is an ester formed from omega-6-arachidonic acid and glycerol.,,378.553,0.0,,,,endocannabinoid; 2-acylglycerol 20:4,CHEBI:67197; CHEBI:134144,C13856
CHEBI:52639,N-acylsphingosine,"The parent compounds of the ceramide family, composed of sphingosine having an unspecified fatty acyl group attached to the nitrogen.",,326.495,0.0,,,,N-acylsphingoid; sphingosine-based sphingolipid,CHEBI:83273; CHEBI:82830,C00195
CHEBI:52961,N-tetracosanoylsphinganine,"An <em>N</em>-(1,2-saturated acyl)sphinganine having a tetracosanoyl group attached to the nitrogen atom.",,652.146,0.0,,,,"N-(1,2-saturated acyl)sphinganine; N-(very-long-chain fatty acyl)-sphingoid base",CHEBI:86265; CHEBI:144712,
CHEBI:52962,N-hexacosanoylsphinganine,A dihydroceramide compound having a hexacosanoyl group attached to the nitrogen atom.,,680.2,0.0,,,,N-acylsphinganine; N-(very-long-chain fatty acyl)-sphingoid base; Cer(d44:0),CHEBI:31488; CHEBI:144712; CHEBI:137574,
CHEBI:533015,"3,3',5-triiodo-L-thyronine zwitterion","The amino acid zwitterion formed from 3,3',5-triiodo-<small>L</small>-thyronine by tranfer of a proton from the carboxy group to the amino group. It is the major species at pH 7.3.",,650.976,0.0,,,,amino-acid zwitterion,CHEBI:35238,
CHEBI:53604,O-(N-acetyl-alpha-D-galactosaminyl)-L-serine residue,An <small>L</small>-α-amino acid residue derived from <em>O</em>-(<em>N</em>-acetyl-α-<small>D</small>-galactosaminyl)-<small>L</small>-serine.,,290.272,0.0,,,,L-alpha-amino acid residue,CHEBI:83228,
CHEBI:53753,triolein,A triglyceride formed by esterification of the three hydroxy groups of glycerol with oleic acid. Triolein is one of the two components of Lorenzo's oil.,,885.453,0.0,,,,triglyceride,CHEBI:17855,
CHEBI:566274,malonaldehyde,"A dialdehyde that is propane substituted by two oxo groups at the terminal carbon atoms respectively. A biomarker of oxidative damage to lipids caused by smoking, it exists <em>in vivo</em> mainly in the enol form.",,72.063,0.0,,,,dialdehyde,CHEBI:38124,C19440
CHEBI:57261,"3,3',5'-triiodo-L-thyronine zwitterion","Zwitterionic form of 3,3',5'-triiodo-<small>L</small>-thyronine.",,650.976,0.0,,,,amino-acid zwitterion,CHEBI:35238,
CHEBI:57273,GDP-beta-L-fucose(2-),A nucleotide-sugar oxoanion resulting from the removal of both of the hydrogens from the diphosphate group of GDP-β-<small>L</small>-fucose.,,587.328,-2.0,,,,nucleotide-sugar oxoanion,CHEBI:59737,
CHEBI:57286,acetoacetyl-CoA(4-),A 3-oxoacyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate OH groups of acetoacetyl-CoA.,,847.583,-4.0,,,,3-oxoacyl-CoA(4-),CHEBI:90726,
CHEBI:57287,coenzyme A(4-),Tetraanion of coenzyme A.,,763.509,-4.0,,,,organophosphate oxoanion,CHEBI:58945,
CHEBI:57288,acetyl-CoA(4-),"An acyl-CoA(4−) that is the tetraanion of acetyl-CoA, arising from deprotonation of the phosphate and diphosphate OH groups.",,805.546,-4.0,,,,acyl-CoA(4-),CHEBI:58342,
CHEBI:57305,glycine zwitterion,An amino acid zwitterion arising from transfer of a proton from the carboxy to the amino group of glycine.,,75.067,0.0,,,,amino-acid zwitterion,CHEBI:35238,
CHEBI:57312,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA(4-)","An acyl-CoA(4−) that is the tetraanion of (2<i>S</i>,3<i>S</i>)-3-hydroxy-2-methylbutanoyl-CoA, arising from deprotonation of the phosphate and diphosphate OH groups.",,863.626,-4.0,,,,acyl-CoA(4-),CHEBI:58342,
CHEBI:57338,isobutyryl-CoA(4-),"A short chain fatty acyl-CoA(4−) that is the tetraanion of isobutyryl-CoA, arising from deprotonation of phosphate and diphosphate functions.",,833.6,-4.0,,,,methyl-branched fatty acyl-CoA(4-); short chain fatty acyl-CoA(4-),CHEBI:183508; CHEBI:137040,
CHEBI:57345,isovaleryl-CoA(4-),A short chain fatty acyl-CoA(4−) that is the tetraanion of isovaleryl-CoA arising from deprotonation of phosphate and diphosphate functions.,,847.627,-4.0,,,,short chain fatty acyl-CoA(4-),CHEBI:137040,
CHEBI:57375,lauroyl-CoA(4-),An acyl-CoA(4−) arising from deprotonation of phosphate and diphosphate functions of lauroyl-CoA; major species at pH 7.3.,,945.816,-4.0,,,,medium-chain fatty acyl-CoA(4-); saturated fatty acyl-CoA(4-),CHEBI:90546; CHEBI:77332,
CHEBI:57387,oleoyl-CoA(4-),An octadecenoyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate functions of oleoyl-CoA.,,1027.962,-4.0,,,,octadecenoyl-CoA(4-),CHEBI:139567,
CHEBI:57394,stearoyl-CoA(4-),An acyl-CoA(4-) arising from deprotonation of phosphate and diphosphate functions of stearoyl-CoA.,,1029.978,-4.0,,,,long-chain fatty acyl-CoA(4-); saturated fatty acyl-CoA(4-); 3-substituted propionyl-CoA(4-),CHEBI:83139; CHEBI:77332; CHEBI:65111,
CHEBI:57404,prostaglandin F2alpha(1-),"A prostaglandin carboxylic acid anion that is the conjugate base of prostaglandin F<small><sub>2α</sub></small>, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,353.479,-1.0,,,,prostaglandin carboxylic acid anion,CHEBI:59326,
CHEBI:57427,L-leucine zwitterion,Zwitterionic form of <small>L</small>-leucine.,,131.175,0.0,,,,amino-acid zwitterion,CHEBI:35238,
CHEBI:57450,5(S)-HPETE(1-),Conjugate base of 5(<i>S</i>)-HPETE arising from deprotonation of the carboxylic acid function.,,335.464,-1.0,,,,HPETE anion,CHEBI:59720,
CHEBI:57453,"(6S)-5,6,7,8-tetrahydrofolate(2-)","Dianion of (6<i>S</i>)-5,6,7,8-tetrahydrofolic acid arising from deprotonation of both carboxylic acid functions.",,443.42,-2.0,,,,dicarboxylic acid dianion,CHEBI:28965,
CHEBI:57463,leukotriene A4(1-),The leukotriene anion that is the conjugate base of leukotriene A<small><sub>4</sub></small> arising from deprotonation of the carboxylic acid group. Major microspecies at pH 7.3.,,317.449,-1.0,,,,leukotriene anion; monocarboxylic acid anion,CHEBI:62942; CHEBI:35757,
CHEBI:57476,L-homoserine zwitterion,Zwitterionic form of <small>L</small>-homoserine.,,119.12,0.0,,,,amino-acid zwitterion,CHEBI:35238,
CHEBI:57499,2-oxoadipate(2-),Dianion of 2-oxoadipic acid arising from deprotonation of both carboxylic acid groups.,,158.109,-2.0,,,,oxo dicarboxylic acid dianion,CHEBI:133294,
CHEBI:57539,"1D-myo-inositol 3,4,5,6-tetrakisphosphate(8-)","Octaanion of 1<small>D</small>-<i>myo</i>-inositol 3,4,5,6-tetrakisphosphate arising from global deprotonation of the acidic phosphate OH groups.",,492.008,-8.0,,,,inositol phosphate oxoanion,CHEBI:76301,
CHEBI:57540,NAD(1-),An anionic form of nicotinamide adenine dinucleotide arising from deprotonation of the two OH groups of the diphosphate moiety.,,662.422,-1.0,,,,organophosphate oxoanion; hydrogen acceptor,CHEBI:58945; CHEBI:13193,
CHEBI:57566,2'-deoxycytosine 5'-monophosphate(2-),A 2'-deoxyribonucleoside 5'-monophosphate(2−) obtained by deprotonation of the phosphate OH groups of 2'-deoxycytidine 5'-monophosphate (dCMP); major species at pH 7.3.,,305.183,-2.0,,,,2'-deoxynucleoside 5'-monophosphate(2-); pyrimidine 2'-deoxyribonucleoside 5'-phosphate(2-),CHEBI:65317; CHEBI:142209,
CHEBI:57595,L-histidine zwitterion,Zwitterionic form of <small>L</small>-histidine having an anionic carboxy group and a protonated α-amino group.,,155.157,0.0,,,,polar amino acid zwitterion; amino-acid zwitterion,CHEBI:62031; CHEBI:35238,
CHEBI:57618,FMNH2(2-),Dianion of reduced flavin mononucleotide arising from deprotonation of both phosphate OH groups.,,456.348,-2.0,,,,organophosphate oxoanion,CHEBI:58945,
CHEBI:57634,beta-D-fructofuranose 6-phosphate(2-),An organophosphate oxoanion that is the dianion of β-<small>D</small>-fructofuranose 6-phosphate arising from deprotonation of the phosphate OH groups.,,258.119,-2.0,,,,D-fructofuranose 6-phosphate(2-); organophosphate oxoanion,CHEBI:61527; CHEBI:58945,
CHEBI:57642,glycerone phosphate(2-),A dianionic form of glycerone phosphate arising from deprotonation of the phosphate OH groups; major species at pH 7.3.,,168.041,-2.0,,,,organophosphate oxoanion,CHEBI:58945,
CHEBI:57643,"1,2-diacyl-sn-glycero-3-phosphocholine","The conjugate base of a 1,2-diacyl-<em>sn</em>-glycero-3-phosphocholine compound formed by deprotonation of the phosphate OH group.",,311.226,0.0,,,,phosphatidylcholine; glycerophosphocholine; ammonium betaine,CHEBI:64482; CHEBI:36313; CHEBI:35284,
CHEBI:57660,"myo-inositol 1,3,4,6-tetrakisphosphate(8-)","Octaanion of <i>myo</i>-inositol 1,3,4,6-tetrakisphosphate arising from global deprotonation of the phosphate OH groups; major species at pH 7.3.",,492.008,-8.0,,,,inositol phosphate oxoanion,CHEBI:76301,
CHEBI:57667,dADP(3-),A 2'-deoxyribonucleoside 5'-diphosphate obtained by deprotonation of the diphosphate OH groups of 2'-deoxyadenosine 5'-diphosphate (dADP); major species at pH 7.3.,,408.18,-3.0,,,,2'-deoxyribonucleoside 5'-diphosphate(3-),CHEBI:73316,
CHEBI:57678,3-mercaptopyruvate,The conjugate base of 3-mercaptopyruvic acid.,,119.121,-1.0,,,,2-oxo monocarboxylic acid anion,CHEBI:35179,
CHEBI:57705,UDP-N-acetyl-alpha-D-glucosamine(2-),Dianion of UDP-<em>N</em>-acetyl-α-<small>D</small>-glucosamine arising from deprotonation of both free diphosphate OH groups; major species at pH 7.3.,,605.339,-2.0,,,,nucleotide-sugar oxoanion; UDP-monosaccharide(2-),CHEBI:59737; CHEBI:140359,
CHEBI:57720,alpha-D-ribose 1-phosphate(2-),Dianion of α-<small>D</small>-ribose 1-phosphate arising from deprotonation of both phosphate OH groups; major species at pH 7.3.,,228.093,-2.0,,,,organophosphate oxoanion,CHEBI:58945,
CHEBI:57733,"myo-inositol 1,3,4,5,6-pentakisphosphate(10-)","The anion obtained from global deprotonation of the phosphate OH groups of <i>myo</i>-inositol 1,3,4,5,6-pentakisphosphate; major species at pH 7.3.",,569.971,-10.0,,,,inositol phosphate oxoanion,CHEBI:76301,
CHEBI:57746,"3',5'-cyclic GMP(1-)","The conjugate base of guanosine 3',5'-cyclic phosphate arising from deprotonation of the free phosphate OH group; major species at pH 7.3.",,344.2,-1.0,,,,organophosphate oxoanion,CHEBI:58945,
CHEBI:57762,L-valine zwitterion,An <small>L</small>-α-amino acid zwitterion obtained by transfer of a proton from the carboxy to the amino group of <small>L</small>-valine; major species at pH 7.3.,,117.148,0.0,,,,L-alpha-amino acid zwitterion,CHEBI:59869,
CHEBI:57783,NADPH(4-),Tetraanion of NADPH arising from deprotonation of the diphosphate and phosphate OH groups; major species at pH 7.3.,,741.393,-4.0,,,,ribonucleoside triphosphate oxoanion; hydrogen donor,CHEBI:59724; CHEBI:17499,
