chebi_id,name,description,formula,mass,charge,monoisotopic_mass,smiles,inchikey,ontology_parents,ontology_parent_ids,kegg_compound_id
CHEBI:149770,1-(10Z-heptadecenoyl)-2-linoleoyl-sn-glycero-3-phosphoethanolamine zwitterion,A phosphatidylethanolamine 35:3 zwitterion in which the acyl groups at positions 1 and 2 are specified as 10<i>Z</i>-heptadecenoyl and linoleoyl respectively.,,728.005,0.0,,,,1-acyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine zwitterion; phosphatidylethanolamine 35:3 zwitterion,CHEBI:75069; CHEBI:150004,
CHEBI:15035,retinal,"An enal that consists of 3,7-dimethyl-9-nona-2,4,6,8-tetraenal (double bond geometry unspecified) carrying a 2,6,6-trimethylcyclohex-1-en-1-yl group at the 9-position.",,284.443,0.0,,,,enal; retinals,CHEBI:51688; CHEBI:26534,
CHEBI:15354,choline,"A choline that is the parent compound of the cholines class, consisting of ethanolamine having three methyl substituents attached to the amino function.",,104.173,1.0,,,,cholines,CHEBI:23217,C00114
CHEBI:15355,acetylcholine,"Actylcholine is an ester of acetic acid and choline, which acts as a neurotransmitter.",,146.21,1.0,,,,acetate ester; acylcholine,CHEBI:47622; CHEBI:35287,C01996
CHEBI:15361,pyruvate,"A 2-oxo monocarboxylic acid anion that is the conjugate base of pyruvic acid, arising from deprotonation of the carboxy group.",,87.054,-1.0,,,,2-oxo monocarboxylic acid anion,CHEBI:35179,C00022
CHEBI:15377,water,An oxygen hydride consisting of an oxygen atom that is covalently bonded to two hydrogen atoms,,18.015,0.0,,,,inorganic hydroxy compound; mononuclear parent hydride; oxygen hydride,CHEBI:52625; CHEBI:37176; CHEBI:33693,C00001
CHEBI:15378,hydron,"The general name for the hydrogen nucleus, to be used without regard to the hydrogen nuclear mass (either for hydrogen in its natural abundance or where it is not desired to distinguish between the isotopes).",,1.008,1.0,,,,monovalent inorganic cation; atomic nucleus; monoatomic hydrogen; monoatomic monocation,CHEBI:60242; CHEBI:33252; CHEBI:33251; CHEBI:25414,C00080
CHEBI:15379,dioxygen,,,31.998,0.0,,,,diatomic oxygen; elemental molecule; gas molecular entity,CHEBI:33263; CHEBI:25362; CHEBI:138675,C00007
CHEBI:15562,D-threo-isocitrate(3-),The <small>D</small>-<i>threo</i>-form of isocitrate(3−).,,189.099,-3.0,,,,isocitrate(3-),CHEBI:16087,C00451
CHEBI:15588,(R)-malate(2-),An optically active form of malate having (<i>R</i>)-configuration.,,132.071,-2.0,,,,malate(2-),CHEBI:15595,C00497
CHEBI:15589,(S)-malate(2-),An optically active form of malate having (<i>S</i>)-configuration.,,132.071,-2.0,,,,malate(2-),CHEBI:15595,C00149
CHEBI:15621,(4-hydroxyphenyl)acetaldehyde,,,136.15,0.0,,,,alpha-CH2-containing aldehyde; phenylacetaldehydes,CHEBI:73359; CHEBI:25973,C03765
CHEBI:15636,"(6R)-5,10-methylenetetrahydrofolate(2-)",,,455.431,-2.0,,,,"5,10-methylenetetrahydrofolate(2-)",CHEBI:12071,
CHEBI:15740,formate,A monocarboxylic acid anion that is the conjugate base of formic acid. Induces severe metabolic acidosis and ocular injury in human subjects.,,45.017,-1.0,,,,monocarboxylic acid anion,CHEBI:35757,C00058
CHEBI:15759,"2,3-epoxyphylloquinone",,,466.706,0.0,,,,epoxide; organic heterotricyclic compound; phylloquinones,CHEBI:32955; CHEBI:26979; CHEBI:26106,
CHEBI:15792,malonate(2-),A dicarboxylic acid dianion obtained by the deprotonation of the carboxy groups of malonic acid.,,102.045,-2.0,,,,saturated dicarboxylic acid dianion(2-),CHEBI:133291,C00383
CHEBI:15801,(R)-2-hydroxyglutarate(2-),A 2-hydroxyglutarate(2−) that has (2<i>R</i>)-configuration.,,146.098,-2.0,,,,2-hydroxyglutarate(2-),CHEBI:11596,C01087
CHEBI:15858,bromide,,,79.904,-1.0,,,,monoatomic bromine; halide anion,CHEBI:36896; CHEBI:16042,C00720
CHEBI:15901,"5,6-dihydrouracil","A pyrimidine obtained by formal addition of hydrogen across the 5,6-position of uracil.",,114.104,0.0,,,,pyrimidone,CHEBI:38337,C00429
CHEBI:15994,"5alpha-androstane-3,17-dione","The 5α-stereoisomer of androstane-3,17-dione.",,288.431,0.0,,,,"androstane-3,17-dione; 3-oxo-5alpha-steroid",CHEBI:22542; CHEBI:13601,C00674
CHEBI:16007,methanethiol,,,48.11,0.0,,,,alkanethiol,CHEBI:47908,C00409
CHEBI:16016,dihydroxyacetone,A ketotriose consisting of acetone bearing hydroxy substituents at positions 1 and 3. The simplest member of the class of ketoses and the parent of the class of glycerones.,,90.078,0.0,,,,ketotriose; primary alpha-hydroxy ketone,CHEBI:24982; CHEBI:139590,C00184
CHEBI:16032,androsterone,An androstanoid that is 5α-androstane having a hydroxy substituent at the 3α-position and an oxo group at the 17-position. It is a metabolite of dehydroepiandrosterone .,,290.447,0.0,,,,androstanoid; 3alpha-hydroxy steroid; 17-oxo steroid; C19-steroid,CHEBI:50402; CHEBI:36835; CHEBI:19168; CHEBI:131621,C00523
CHEBI:16042,halide anion,A monoatomic monoanion resulting from the addition of an electron to any halogen atom.,,0.0,-1.0,,,,monovalent inorganic anion; monoatomic monoanion,CHEBI:79389; CHEBI:33429,C00462
CHEBI:16062,N-acyl-D-mannosamine,,,206.173,0.0,,,,mannosamine; N-acyl-hexosamine,CHEBI:25166; CHEBI:21656,C00625
CHEBI:16074,5beta-cholestan-3-one,A 3-oxo-5β-steroid that is 5β-cholestane substituted by an oxo group at position 3.,,386.664,0.0,,,,3-oxocholestane; 3-oxo-5beta-steroid,CHEBI:167166; CHEBI:1624,C03091
CHEBI:16113,cholesterol,"A cholestanoid consisting of cholestane having a double bond at the 5,6-position as well as a 3β-hydroxy group.",,386.664,0.0,,,,cholestanoid; 3beta-sterol; 3beta-hydroxy-Delta(5)-steroid; C27-steroid,CHEBI:50401; CHEBI:35348; CHEBI:1722; CHEBI:131619,C00187
CHEBI:16175,cholest-4-en-3-one,A cholestanoid that is cholest-4-ene substituted by an oxo group at position 3.,,384.648,0.0,,,,cholestanoid; 3-oxo-Delta(4) steroid,CHEBI:50401; CHEBI:47909,C00599
CHEBI:16235,guanine,A 2-aminopurine carrying a 6-oxo substituent.,,151.129,0.0,,,,purine nucleobase; oxopurine; 2-aminopurines,CHEBI:26386; CHEBI:25810; CHEBI:20702,C00242
CHEBI:16240,hydrogen peroxide,An inorganic peroxide consisting of two hydroxy groups joined by a covalent oxygen-oxygen single bond.,,34.014,0.0,,,,reactive oxygen species; inorganic peroxide,CHEBI:26523; CHEBI:24837,C00027
CHEBI:16330,17beta-hydroxy-5alpha-androstan-3-one,"A 17β-hydroxy steroid that is testosterone in which the 4,5 double bond has been reduced to a single bond with α-configuration at position 5.",,290.447,0.0,,,,17beta-hydroxyandrostan-3-one; 17beta-hydroxy steroid; 3-oxo-5alpha-steroid,CHEBI:85278; CHEBI:35343; CHEBI:13601,C03917
CHEBI:16347,(R)-carnitine,The (<i>R</i>)-enantiomer of carnitine.,,161.201,0.0,,,,carnitine,CHEBI:17126,C00318
CHEBI:16382,iodide,,,126.904,-1.0,,,,monoatomic iodine; halide anion,CHEBI:36897; CHEBI:16042,C00708
CHEBI:16389,ubiquinones,"Any benzoquinone derived from 2,3-dimethoxy-5-methylbenzoquinone; one of a group of naturally occurring homologues. The redox-active quinoid moiety usually carries a polyprenoid side chain at position 6, the number of isoprenoid units in which is species-specific. Ubiquinones are involved in the control of mitochondrial electron transport, and are also potent anti-oxidants.",,250.294,0.0,,,,"prenylquinone; 1,4-benzoquinones",CHEBI:26255; CHEBI:132124,C00399
CHEBI:16422,"androst-4-ene-3,17-dione",A 3-oxo Δ<small><sup>4</small></sup>-steroid that is androst-4-ene substituted by oxo groups at positions 3 and 17. It is a steroid hormone synthesized in the adrenal glands and gonads.,,286.415,0.0,,,,androstanoid; 3-oxo-Delta(4) steroid; 17-oxo steroid,CHEBI:50402; CHEBI:47909; CHEBI:19168,C00280
CHEBI:16424,phenylacetaldehyde,An aldehyde that consists of acetaldehyde bearing a methyl substituent; the parent member of the phenylacetaldehyde class of compounds.,,120.151,0.0,,,,alpha-CH2-containing aldehyde; phenylacetaldehydes,CHEBI:73359; CHEBI:25973,C00601
CHEBI:16452,oxaloacetate(2-),A C4-dicarboxylate resuting from deprotonation of both carboxy groups of oxaloacetic acid.,,130.055,-2.0,,,,C4-dicarboxylate; oxo dicarboxylic acid dianion,CHEBI:61336; CHEBI:133294,C00036
CHEBI:16469,17beta-estradiol,The 17β-isomer of estradiol.,,272.388,0.0,,,,17beta-hydroxy steroid; estradiol,CHEBI:35343; CHEBI:23965,C00951
CHEBI:16496,"5beta-cholestane-3alpha,7alpha,12alpha-triol",,,420.678,0.0,,,,12alpha-hydroxy steroid; 7alpha-hydroxy steroid; 3alpha-hydroxy steroid,CHEBI:36846; CHEBI:36843; CHEBI:36835,C05454
CHEBI:16521,lanosterol,"A tetracyclic triterpenoid that is lanosta-8,24-diene substituted by a β-hydroxy group at the 3β position. It is the compound from which all steroids are derived.",,426.729,0.0,,,,3beta-sterol; tetracyclic triterpenoid; 14alpha-methyl steroid,CHEBI:35348; CHEBI:26893; CHEBI:138029,C01724
CHEBI:16526,carbon dioxide,"A one-carbon compound with formula CO<small><sub>2</sub></small> in which the carbon is attached to each oxygen atom by a double bond. A colourless, odourless gas under normal conditions, it is produced during respiration by all animals, fungi and microorganisms that depend directly or indirectly on living or decaying plants for food.",,44.009,0.0,,,,one-carbon compound; carbon oxide; gas molecular entity,CHEBI:64708; CHEBI:23014; CHEBI:138675,C00011
CHEBI:16551,"alpha,alpha-trehalose",A trehalose in which both glucose residues have α-configuration at the anomeric carbon.,,342.297,0.0,,,,trehalose,CHEBI:27082,C01083
CHEBI:16581,pregnenolone,A 20-oxo steroid that is pregn-5-ene substituted by a β-hydroxy group at position 3 and an oxo group at position 20.,,316.485,0.0,,,,C21-steroid; 20-oxo steroid; 3beta-hydroxy-Delta(5)-steroid,CHEBI:61313; CHEBI:36885; CHEBI:1722,C01953
CHEBI:16608,5alpha-cholest-8-en-3beta-ol,A cholestanoid that is 5α-cholestane substituted by a β-hydroxy group at position 3.,,386.664,0.0,,,,cholestanoid; 3beta-sterol,CHEBI:50401; CHEBI:35348,C03845
CHEBI:16651,(S)-lactate,An optically active form of lactate having (<i>S</i>)-configuration.,,89.07,-1.0,,,,lactate,CHEBI:24996,C00186
CHEBI:16723,4-methylthio-2-oxobutanoate,"The 2-oxo monocarboxylic acid anion derived from 4-methylthio-2-oxobutanoic acid. The major microspecies at pH 7.3, it is formed from <small>L</small>-methionine via the action of methionine transaminase.",,147.175,-1.0,,,,omega-(methylthio)-2-oxocarboxylate,CHEBI:133493,C01180
CHEBI:16763,2-oxobutanoate,"A 2-oxo monocarboxylic acid anion that is the conjugate base of 2-oxobutanoic acid, obtained by deprotonation of the carboxy group.",,101.081,-1.0,,,,short-chain fatty acid anion; 2-oxo monocarboxylic acid anion,CHEBI:58951; CHEBI:35179,C00109
CHEBI:16782,(S)-2-hydroxyglutarate(2-),A 2-hydroxyglutarate(2−) that has (2<i>S</i>)-configuration.,,146.098,-2.0,,,,2-hydroxyglutarate(2-),CHEBI:11596,C03196
CHEBI:16810,2-oxoglutarate(2-),An oxo dicarboxylate obtained by deprotonation of both carboxy groups of 2-oxoglutaric acid.,,144.082,-2.0,,,,oxo dicarboxylate,CHEBI:36147,C00026
CHEBI:16827,corticosterone,A 21-hydroxy steroid that consists of pregn-4-ene substituted by hydroxy groups at positions 11 and 21 and oxo groups at positions 3 and 20. Corticosterone is a 21-carbon steroid hormone of the corticosteroid type produced in the cortex of the adrenal glands.,,346.467,0.0,,,,C21-steroid; 3-oxo-Delta(4) steroid; 20-oxo steroid; 11beta-hydroxy steroid; 21-hydroxy steroid; glucocorticoid; primary alpha-hydroxy ketone,CHEBI:61313; CHEBI:47909; CHEBI:36885; CHEBI:35346; CHEBI:35344; CHEBI:24261; CHEBI:139590,C02140
CHEBI:16842,formaldehyde,An aldehyde resulting from the formal oxidation of methanol.,,30.026,0.0,,,,one-carbon compound; aldehyde,CHEBI:64708; CHEBI:17478,C00067
CHEBI:16870,choline alfoscerate,A member of the class of phosphocholines that is the choline ester of <em>sn</em>-glycero-3-phosphate. It is one of the major osmolyte in the renal medullary cells.,,257.223,0.0,,,,phosphocholines; sn-glycerol 3-phosphates,CHEBI:36700; CHEBI:26706,C00670
CHEBI:16947,citrate(3-),"A tricarboxylic acid trianion, obtained by deprotonation of the three carboxy groups of citric acid.",,189.099,-3.0,,,,tricarboxylic acid trianion; citrate anion,CHEBI:27092; CHEBI:133748,C00158
CHEBI:16962,cortisone,"A C<small><sub>21</sub></small>-steroid that is pregn-4-ene substituted by hydroxy groups at positions 17 and 21 and oxo group at positions 3, 11 and 20.",,360.45,0.0,,,,C21-steroid; 3-oxo-Delta(4) steroid; 11-oxo steroid; 20-oxo steroid; 21-hydroxy steroid; 17alpha-hydroxy steroid; glucocorticoid; tertiary alpha-hydroxy ketone; primary alpha-hydroxy ketone,CHEBI:61313; CHEBI:47909; CHEBI:47787; CHEBI:36885; CHEBI:35344; CHEBI:35342; CHEBI:24261; CHEBI:139592; CHEBI:139590,C00762
CHEBI:16973,11-deoxycorticosterone,A mineralocorticoid that is progesterone substituted at position 21 by a hydroxy group.,,330.468,0.0,,,,3-oxo-Delta(4) steroid; 20-oxo steroid; 21-hydroxy steroid; mineralocorticoid; primary alpha-hydroxy ketone,CHEBI:47909; CHEBI:36885; CHEBI:35344; CHEBI:25354; CHEBI:139590,C03205
CHEBI:16985,"5beta-androstane-3,17-dione","An androstane-3,17-dione with a 5β-configuration.",,288.431,0.0,,,,"androstane-3,17-dione; 3-oxo-5beta-steroid",CHEBI:22542; CHEBI:1624,C03772
CHEBI:17002,cholesteryl ester,A sterol ester obtained by formal condensation of the carboxy group of any carboxylic acid with the 3-hydroxy group of cholesterol.,,413.656,0.0,,,,sterol ester,CHEBI:35915,C02530
CHEBI:17026,progesterone,"A C<small><sub>21</sub></small>-steroid hormone in which a pregnane skeleton carries oxo substituents at positions 3 and 20 and is unsaturated at C(4)-C(5). As a hormone, it is involved in the female menstrual cycle, pregnancy and embryogenesis of humans and other species.",,314.469,0.0,,,,C21-steroid hormone; 3-oxo-Delta(4) steroid; 20-oxo steroid,CHEBI:64600; CHEBI:47909; CHEBI:36885,C00410
CHEBI:17051,fluoride,,,18.998,-1.0,,,,monoatomic fluorine; halide anion,CHEBI:36895; CHEBI:16042,C00742
CHEBI:17120,hexanoate,A short-chain fatty acid anion that is the conjugate base of hexanoic acid (also known as caproic acid).,,115.152,-1.0,,,,fatty acid anion 6:0; straight-chain saturated fatty acid anion; short-chain fatty acid anion,CHEBI:78116; CHEBI:58954; CHEBI:58951,C01585
CHEBI:17154,nicotinamide,A pyridinecarboxamide that is pyridine in which the hydrogen at position 3 is replaced by a carboxamide group.,,122.127,0.0,,,,pyridine alkaloid; pyridinecarboxamide; vitamin B3,CHEBI:26416; CHEBI:25529; CHEBI:176839,C00153
CHEBI:17169,benzaldehyde,An arenecarbaldehyde that consists of benzene bearing a single formyl substituent; the simplest aromatic aldehyde and parent of the class of benzaldehydes.,,106.124,0.0,,,,benzaldehydes,CHEBI:22698,C00193
CHEBI:17179,taurolithocholate,,,482.707,-1.0,,,,cholanic acid conjugate anion,CHEBI:131879,C02592
CHEBI:17224,4-methylumbelliferone,A hydroxycoumarin that is umbelliferone substituted by a methyl group at position 4.,,176.171,0.0,,,,hydroxycoumarin,CHEBI:37912,C03081
CHEBI:17263,estrone,"A 17-oxo steroid that is estra-1,3,5(10)-triene substituted by an hydroxy group at position 3 and an oxo group at position 17.",,270.372,0.0,,,,3-hydroxy steroid; phenols; 17-oxo steroid; phenolic steroid,CHEBI:36834; CHEBI:33853; CHEBI:19168; CHEBI:177917,C00468
CHEBI:17268,myo-inositol,An inositol having <i>myo</i>- configuration.,,180.156,0.0,,,,inositol,CHEBI:24848,C00137
CHEBI:17336,all-trans-retinol,A retinol in which all four exocyclic double bonds have <i>E</i>- (<i>trans</i>-) geometry.,,286.459,0.0,,,,retinol; vitamin A,CHEBI:50211; CHEBI:12777,C00473
CHEBI:17347,testosterone,"An androstanoid having 17β-hydroxy and 3-oxo groups, together with unsaturation at C-4‒C-5..",,288.431,0.0,,,,androstanoid; 3-oxo-Delta(4) steroid; 17beta-hydroxy steroid; C19-steroid,CHEBI:50402; CHEBI:47909; CHEBI:35343; CHEBI:131621,C00535
CHEBI:17378,D-glyceraldehyde,The <small>D</small>-enantiomer of glyceraldehyde.,,90.078,0.0,,,,glyceraldehyde,CHEBI:5445,C00577
CHEBI:17389,2-monoglyceride,A monoglyceride in which the acyl substituent is located at position 2.,,119.096,0.0,,,,monoradylglycerol; monoacylglycerol,CHEBI:76575; CHEBI:17408,C02112
CHEBI:17478,aldehyde,"A compound RC(=O)H, in which a carbonyl group is bonded to one hydrogen atom and to one R group.",,29.018,0.0,,,,carbonyl compound,CHEBI:36586,C00071
CHEBI:17479,enol-oxaloacetate,A C<small><sub>4</sub></small>-dicarboxylate resulting from the removal of a proton from both carboxylic acid groups of <em>enol</em>-oxaloacetic acid.,,130.055,-2.0,,,,C4-dicarboxylate; dicarboxylic acid dianion,CHEBI:61336; CHEBI:28965,
CHEBI:17499,hydrogen donor,A molecular entity that can undergo oxidation by the loss of hydrogen atom(s).,,2.016,0.0,,,,molecular entity,CHEBI:23367,C00030
CHEBI:17544,hydrogencarbonate,The carbon oxoanion resulting from the removal of a proton from carbonic acid.,,61.016,-1.0,,,,carbon oxoanion,CHEBI:35604,C00288
CHEBI:17568,uracil,"A common and naturally occurring pyrimidine nucleobase in which the pyrimidine ring is substituted with two oxo groups at positions 2 and 4. Found in RNA, it base pairs with adenine and replaces thymine during DNA transcription.",,112.088,0.0,,,,pyrimidone; pyrimidine nucleobase,CHEBI:38337; CHEBI:26432,C00106
CHEBI:17585,trans-hexadec-2-enal,A hexadecenal containing a double bond at position 2 (the <i>trans</i>-stereoisomer).,,238.415,0.0,,,,"trans-2,3-unsaturated fatty aldehyde; 2-hexadecenal",CHEBI:84588; CHEBI:231423,C06123
CHEBI:17600,hexadecanal,,,240.431,0.0,,,,"2,3-saturated fatty aldehyde; long-chain fatty aldehyde",CHEBI:84587; CHEBI:17176,C00517
CHEBI:17616,all-trans-retinyl palmitate,"An <i>all</i>-<i>trans</i>-retinyl ester obtained by formal condensation of the carboxy group of palmitic (hexadecanoic acid) with the hydroxy group of <i>all</i>-<i>trans</i>-retinol. It is used in cosmetic products to treat various skin disorders such as acne, skin aging, wrinkles, dark spots, and also protect against psoriasis.",,524.874,0.0,,,,all-trans-retinyl ester; retinyl palmitate,CHEBI:63410; CHEBI:15040,C02588
CHEBI:17632,nitrate,A nitrogen oxoanion formed by loss of a proton from nitric acid. Principal species present at pH 7.3.,,62.004,-1.0,,,,monovalent inorganic anion; reactive nitrogen species; nitrogen oxoanion,CHEBI:79389; CHEBI:62764; CHEBI:33458,
CHEBI:17640,3-(indol-3-yl)pyruvate,A indol-3-yl carboxylic acid anion that is the conjugate base of 3-(indol-3-yl)pyruvic acid,,202.189,-1.0,,,,indol-3-yl carboxylic acid anion; 2-oxo monocarboxylic acid anion,CHEBI:38468; CHEBI:35179,
CHEBI:17650,cortisol,"A 17α-hydroxy-C<small><sub>21</sub></small>-steroid that is pregn-4-ene substituted by oxo groups at positions 3 and 20 and hydroxy groups at positions 11, 17 and 21. Cortisol is a corticosteroid hormone or glucocorticoid produced by zona fasciculata of the adrenal cortex, which is a part of the adrenal gland. It is usually referred to as the ""stress hormone"" as it is involved in response to stress and anxiety, controlled by corticotropin-releasing hormone (CRH). It increases blood pressure and blood sugar, and reduces immune responses.",,362.466,0.0,,,,3-oxo-Delta(4) steroid; 20-oxo steroid; 11beta-hydroxy steroid; 21-hydroxy steroid; glucocorticoid; tertiary alpha-hydroxy ketone; primary alpha-hydroxy ketone; 17alpha-hydroxy-C21-steroid,CHEBI:47909; CHEBI:36885; CHEBI:35346; CHEBI:35344; CHEBI:24261; CHEBI:139592; CHEBI:139590; CHEBI:138141,C00735
CHEBI:176512,L-thyroxine sulfate(1-),A thyroxine sulfate(1−) that has <small>L</small>-configuration. The major microspecies at pH 7.3.,,855.928,-1.0,,,,thyroxine sulfate(1-),CHEBI:58910,
CHEBI:17712,9H-xanthine,An oxopurine in which the purine ring is substituted by oxo groups at positions 2 and 6 and N-9 is protonated.,,152.113,0.0,,,,xanthine,CHEBI:15318,C00385
CHEBI:17737,desmosterol,"A cholestanoid that is cholesta-5,24-diene substituted by a β-hydroxy group at position 3. It is an intermediate metabolite obtained during the synthesis of cholesterol.",,384.648,0.0,,,,cholestanoid; 3beta-sterol; 3beta-hydroxy-Delta(5)-steroid; C27-steroid,CHEBI:50401; CHEBI:35348; CHEBI:1722; CHEBI:131619,C01802
CHEBI:17750,glycine betaine,The amino acid betaine derived from glycine.,,117.148,0.0,,,,glycine derivative; amino-acid betaine,CHEBI:24373; CHEBI:22860,C00719
CHEBI:17754,glycerol,"A triol with a structure of propane substituted at positions 1, 2 and 3 by hydroxy groups.",,92.094,0.0,,,,triol; alditol,CHEBI:27136; CHEBI:17522,C00116
CHEBI:17763,4-methylumbelliferyl acetate,An acetate ester consiting of umbelliferone carrying a 7-<em>O</em>-acetyl group.,,218.208,0.0,,,,acetate ester; coumarins,CHEBI:47622; CHEBI:23403,C03837
CHEBI:17790,methanol,"The primary alcohol that is the simplest aliphatic alcohol, comprising a methyl and an alcohol group.",,32.042,0.0,,,,one-carbon compound; alkyl alcohol; primary alcohol; volatile organic compound,CHEBI:64708; CHEBI:50584; CHEBI:15734; CHEBI:134179,C00132
CHEBI:17792,organohalogen compound,A compound containing at least one carbon-halogen bond (where X is a halogen atom).,,,0.0,,,,halide; heteroorganic entity,CHEBI:37578; CHEBI:33285,C01322
CHEBI:17815,"1,2-diacyl-sn-glycerol",,,146.098,0.0,,,,"1,2-diglyceride",CHEBI:49172,C00641
CHEBI:17821,thymine,A pyrimidine nucleobase that is uracil in which the hydrogen at position 5 is replaced by a methyl group.,,126.115,0.0,,,,pyrimidone; pyrimidine nucleobase,CHEBI:38337; CHEBI:26432,C00178
CHEBI:17826,methylarsonous acid,A one-carbon compound that is arsonous acid in which the hydrogen attached to arsenic is replaced by a methyl group.,,123.971,0.0,,,,one-carbon compound; arsonous acids,CHEBI:64708; CHEBI:50017,C07295
CHEBI:17855,triglyceride,"Any glyceride resulting from the condensation of all three hydroxy groups of glycerol (propane-1,2,3-triol) with fatty acids.",,173.1,0.0,,,,triradylglycerol; glyceride,CHEBI:76579; CHEBI:47778,C00422
CHEBI:17865,4-methyl-2-oxopentanoate,A 2-oxo monocarboxylic acid anion that is the conjugate base of 4-methyl-2-oxopentanoic acid.,,129.135,-1.0,,,,2-oxo monocarboxylic acid anion; branched-chain keto acid anion,CHEBI:35179; CHEBI:191201,C00233
CHEBI:17898,all-trans-retinal,A retinal in which all four exocyclic double bonds have <i>E</i>- (<i>trans</i>-) geometry.,,284.443,0.0,,,,retinal; vitamin A,CHEBI:15035; CHEBI:12777,C00376
CHEBI:17899,7alpha-hydroxycholest-4-en-3-one,"A cholestanoid consisting of a cholesterol core having an oxo group at the 3-position, a C=C bond at the 4,5-position and an α-hydroxy group at the 7-position.",,400.647,0.0,,,,cholestanoid; 3-oxo-Delta(4) steroid; 7alpha-hydroxy steroid,CHEBI:50401; CHEBI:47909; CHEBI:36843,C05455
CHEBI:17933,calcidiol,"A hydroxycalciol that is calciol in which the hydrogen at position 25 has been replaced by a hydroxy group. A prehormone resulting from the oxidation of calciol in the liver, it is further hydroxylated in the kidney to give calcitriol, the active form of vitamin D<small><sub>3</sub></small>.",,400.647,0.0,,,,D3 vitamins; hydroxycalciol; diol,CHEBI:73558; CHEBI:47042; CHEBI:23824,C01561
CHEBI:17968,butyrate,"A short-chain fatty acid anion that is the conjugate base of butyric acid, obtained by deprotonation of the carboxy group.",,87.098,-1.0,,,,fatty acid anion 4:0,CHEBI:78115,C00246
CHEBI:17976,ubiquinol,,,252.31,0.0,,,,hydroquinones,CHEBI:24646,C00390
CHEBI:17996,chloride,A halide anion formed when chlorine picks up an electron to form an an anion.,,35.453,-1.0,,,,monoatomic chlorine; halide anion,CHEBI:33432; CHEBI:16042,C00698
CHEBI:18005,keto-phenylpyruvate,A 2-oxo monocarboxylic acid anion resulting from deprotonation of the carboxy group of <em>keto</em>-phenylpyruvic acid.,,163.152,-1.0,,,,2-oxo monocarboxylic acid anion; phenylpyruvate,CHEBI:35179; CHEBI:26008,C00166
CHEBI:18022,thiocyanate,A pseudohalide anion obtained by deprotonation of the thiol group of thiocyanic acid.,,58.085,-1.0,,,,pseudohalide anion; sulfur molecular entity,CHEBI:36828; CHEBI:26835,
CHEBI:18035,diglyceride,"A glyceride that is glycerol in which any two of the hydroxy groups have been acylated. In the structure shown, two of the R groups (positions not specified) are acyl groups while the remaining R group can be either H or an alkyl group.",,89.07,0.0,,,,diradylglycerol; glyceride,CHEBI:76578; CHEBI:47778,C00165
CHEBI:18067,phylloquinone,"A member of the class of phylloquinones that consists of 1,4-naphthoquinone having methyl and phytyl groups at positions 2 and 3 respectively. The parent of the class of phylloquinones.",,450.707,0.0,,,,vitamin K; phylloquinones,CHEBI:28384; CHEBI:26106,C02059
CHEBI:18093,"17,21-dihydroxy-5beta-pregnane-3,11,20-trione","A 4,5-dihydrocortisone that has β- configuration at position 5.",,362.466,0.0,,,,"4,5-dihydrocortisone; 3-oxo-5beta-steroid; tertiary alpha-hydroxy ketone; primary alpha-hydroxy ketone",CHEBI:23736; CHEBI:1624; CHEBI:139592; CHEBI:139590,C05469
CHEBI:180943,"(R)-3,4-dihydroxymandelaldehyde","A 3,4-dihydroxymandelaldehyde that has <i>R</i>-configuration.",,168.148,0.0,,,,"3,4-dihydroxymandelaldehyde",CHEBI:27852,
CHEBI:18110,3-phosphonatooxypyruvate(3-),A carboxyalkyl phosphate oxoanion resuting from deprotonation of the carboxy and phosphate groups of 3-phosphooxypyruvic acid.,,181.016,-3.0,,,,carboxyalkyl phosphate oxoanion,CHEBI:61693,C03232
CHEBI:18252,zymosterol,,,384.648,0.0,,,,cholestanoid; 3beta-sterol,CHEBI:50401; CHEBI:35348,C05437
CHEBI:18262,dodecanoate,A medium-chain fatty acid anion that is the conjugate base of dodecanoic acid (lauric acid); major species at pH 7.3.,,199.314,-1.0,,,,fatty acid anion 12:0; omega-methyl fatty acid anion; medium-chain fatty acid anion; straight-chain saturated fatty acid anion; omega-methyl-medium-chain fatty acid anion,CHEBI:78119; CHEBI:76619; CHEBI:59558; CHEBI:58954; CHEBI:194240,C02679
CHEBI:18313,alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide,A glycotriaosylceramide having α-<small>D</small>-galactosyl-(1→4)-β-<small>D</small>-galactosyl-(1→4)-β-<small>D</small>-glucose as the trisaccharide component.,,812.917,0.0,,,,alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide; glycotriaosylceramide,CHEBI:88154; CHEBI:36508,C04737
CHEBI:18390,N-acyl-beta-D-galactosylsphingosine,An <em>N</em>-acyl-<small>D</small>-galactosylsphingosine in which the anomeric configuration of the galactosyl residue is β; sphingosine substituted at the O-1 position by a β-<small>D</small>-galactosyl group and at the N-2 position by an acyl group.,,488.636,0.0,,,,N-acyl-D-galactosylsphingosine; beta-galactosylceramide,CHEBI:83866; CHEBI:143593,C02686
CHEBI:18420,magnesium(2+),,,24.305,2.0,,,,divalent metal cation; magnesium cation; monoatomic dication,CHEBI:60240; CHEBI:39127; CHEBI:30412,C00305
