ChEBI_ID,Name,Definition,Stars
CHEBI:53604,O-(N-acetyl-alpha-D-galactosaminyl)-L-serine residue,An <small>L</small>-α-amino acid residue derived from <em>O</em>-(<em>N</em>-acetyl-α-<small>D</small>-galactosaminyl)-<small>L</small>-serine.,
CHEBI:53753,triolein,A triglyceride formed by esterification of the three hydroxy groups of glycerol with oleic acid. Triolein is one of the two components of Lorenzo's oil.,
CHEBI:566274,malonaldehyde,"A dialdehyde that is propane substituted by two oxo groups at the terminal carbon atoms respectively. A biomarker of oxidative damage to lipids caused by smoking, it exists <em>in vivo</em> mainly in the enol form.",
CHEBI:57259,2-deoxy-alpha-D-ribose 1-phosphate(2-),Dianion of 2-deoxy-α-<small>D</small>-ribose 1-phosphate.,
CHEBI:57261,"3,3',5'-triiodo-L-thyronine zwitterion","Zwitterionic form of 3,3',5'-triiodo-<small>L</small>-thyronine.",
CHEBI:57262,3-sn-phosphatidyl-L-serine(1-),"A singly-charged anionic phospholipid that is the conjugate base of 1,2-diacyl-<em>sn</em>-glycero-3-phosphoserine, in which the carboxy and phosphate groups are anionic and the amino group is cationic; major species at pH 7.3.",
CHEBI:57273,GDP-beta-L-fucose(2-),A nucleotide-sugar oxoanion resulting from the removal of both of the hydrogens from the diphosphate group of GDP-β-<small>L</small>-fucose.,
CHEBI:57286,acetoacetyl-CoA(4-),A 3-oxoacyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate OH groups of acetoacetyl-CoA.,
CHEBI:57287,coenzyme A(4-),Tetraanion of coenzyme A.,
CHEBI:57288,acetyl-CoA(4-),"An acyl-CoA(4−) that is the tetraanion of acetyl-CoA, arising from deprotonation of the phosphate and diphosphate OH groups.",
CHEBI:57305,glycine zwitterion,An amino acid zwitterion arising from transfer of a proton from the carboxy to the amino group of glycine.,
CHEBI:57312,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA(4-)","An acyl-CoA(4−) that is the tetraanion of (2<i>S</i>,3<i>S</i>)-3-hydroxy-2-methylbutanoyl-CoA, arising from deprotonation of the phosphate and diphosphate OH groups.",
CHEBI:57316,(S)-3-hydroxybutanoyl-CoA(4-),Tetraanion of (<i>S</i>)-3-hydroxybutanoyl-CoA arising from deprotonation of the phosphate and diphosphate OH groups.,
CHEBI:57318,(S)-3-hydroxyacyl-CoA(4-),The tetraanion of an (<i>S</i>)-3-hydroxyacyl-CoA compound.,
CHEBI:57330,trans-dodec-2-enoyl-CoA(4-),Tetraanion of <i>trans</i>-dodec-2-enoyl-CoA arising from deprotonation of phosphate and diphosphate functions.,
CHEBI:57332,crotonoyl-CoA(4-),Tetraanion of crotonoyl-CoA arising from deprotonation of phosphate and diphosphate functions.,
CHEBI:57335,2-methylacetoacetyl-CoA(4-),"An acyl-CoA(4−) that is the tetraanion of 2-methylacetoacetyl-CoA, arising from deprotonation of phosphate and diphosphate functions.",
CHEBI:57338,isobutyryl-CoA(4-),"A short chain fatty acyl-CoA(4−) that is the tetraanion of isobutyryl-CoA, arising from deprotonation of phosphate and diphosphate functions.",
CHEBI:57345,isovaleryl-CoA(4-),A short chain fatty acyl-CoA(4−) that is the tetraanion of isovaleryl-CoA arising from deprotonation of phosphate and diphosphate functions.,
CHEBI:57349,3-oxopalmitoyl-CoA(4-),An acyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate OH groups of 3-oxopalmitoyl-CoA.,
CHEBI:57363,gamma-linolenoyl-CoA(4-),An octadecatrienoyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate functions of γ-linolenoyl-CoA.,
CHEBI:57368,arachidonoyl-CoA(4-),An acyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate functions of arachidonoyl-CoA.,
CHEBI:57371,butyryl-CoA(4-),"An acyl-CoA(4−) that is the tetraanion of butyryl-CoA, arising from deprotonation of phosphate and diphosphate functions.",
CHEBI:57375,lauroyl-CoA(4-),An acyl-CoA(4−) arising from deprotonation of phosphate and diphosphate functions of lauroyl-CoA; major species at pH 7.3.,
CHEBI:57378,glutaryl-CoA(5-),"An acyl-CoA oxoanion that is the pentaanion of glutaryl-CoA arising from deprotonation of phosphate, diphosphate and carboxylic acid functions.",
CHEBI:57379,palmitoyl-CoA(4-),A saturated fatty acyl-CoA(4−) that is palmitoyl-CoA in which the phosphate and diphosphate groups have been deprotonated to give the corresponding tetra-anion.,
CHEBI:57380,icosanoyl-CoA(4-),Tetraanion of icosanoyl-CoA arising from deprotonation of phosphate and diphosphate functions.,
CHEBI:57383,linoleoyl-CoA(4-),An octadecadienoyl-CoA(4−) resulting from the deprotonation of phosphate and diphosphate functions of linoleoyl-CoA.,
CHEBI:57384,malonyl-CoA(5-),"Pentaanion of malonyl-CoA arising from deprotonation of phosphate, diphosphate and carboxylic acid functions.",
CHEBI:57385,myristoyl-CoA(4-),"An acyl-CoA oxoanion that is the tetraanion of myristoyl-CoA, arising from deprotonation of phosphate and diphosphate functions.",
CHEBI:57386,octanoyl-CoA(4-),"An acyl-CoA(4−) that is the tetraanion of octanoyl-CoA, arising from deprotonation of phosphate and diphosphate functions.",
CHEBI:57387,oleoyl-CoA(4-),An octadecenoyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate functions of oleoyl-CoA.,
CHEBI:57389,pentanoyl-CoA(4-),"An acyl-CoA(4−) that is the tetranion of pentanoyl-CoA, arising from deprotonation of phosphate and diphosphate functions.",
CHEBI:57391,phytanoyl-CoA(4-),A multi-methyl-branched fatty acyl-CoA(4−) arising from deprotonation of phosphate and diphosphate functions of phytanoyl-CoA .,
CHEBI:57394,stearoyl-CoA(4-),An acyl-CoA(4-) arising from deprotonation of phosphate and diphosphate functions of stearoyl-CoA.,
CHEBI:57404,prostaglandin F2alpha(1-),"A prostaglandin carboxylic acid anion that is the conjugate base of prostaglandin F<small><sub>2α</sub></small>, obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:57405,prostaglandin H2(1-),Conjugate base of prostaglandin H<small><sub>2</sub></small>.,
CHEBI:57406,prostaglandin D2(1-),"A prostaglandin carboxylic acid anion that is the conjugate base of prostaglandin D<small><sub>2</sub></small>., obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:57409,15(S)-HETE(1-),A polyunsaturated hydroxy fatty acid anion that is the conjugate base of 15(<i>S</i>)-HETE.,
CHEBI:57410,15-oxo-ETE(1-),A polyunsaturated oxo fatty acid anion that is the conjugate base of 15-oxo-ETE.,
CHEBI:57427,L-leucine zwitterion,Zwitterionic form of <small>L</small>-leucine.,
CHEBI:57445,thromboxane A2(1-),Conjugate base of thromboxane A<small><sub>2</sub></small> arising from deprotonation of the carboxylic acid function.,
CHEBI:57446,15(S)-HPETE(1-),Conjugate base of 15(<i>S</i>)-HPETE arising from deprotonation of the carboxylic acid function.,
CHEBI:57450,5(S)-HPETE(1-),Conjugate base of 5(<i>S</i>)-HPETE arising from deprotonation of the carboxylic acid function.,
CHEBI:57453,"(6S)-5,6,7,8-tetrahydrofolate(2-)","Dianion of (6<i>S</i>)-5,6,7,8-tetrahydrofolic acid arising from deprotonation of both carboxylic acid functions.",
CHEBI:57455,"(6R)-5,10-methenyltetrahydrofolate","A dicarboxylic acid anion arising from deprotonation of both carboxylic acid functions of (6<i>R</i>)-5,10-methenyltetrahydrofolic acid.",
CHEBI:57463,leukotriene A4(1-),The leukotriene anion that is the conjugate base of leukotriene A<small><sub>4</sub></small> arising from deprotonation of the carboxylic acid group. Major microspecies at pH 7.3.,
CHEBI:57476,L-homoserine zwitterion,Zwitterionic form of <small>L</small>-homoserine.,
CHEBI:57499,2-oxoadipate(2-),Dianion of 2-oxoadipic acid arising from deprotonation of both carboxylic acid groups.,
CHEBI:57502,nicotinate D-ribonucleotide(2-),Dianion of nicotinic acid <small>D</small>-ribonucleotide arising from deprotonation of carboxylic acid and phosphate functions.,
CHEBI:57518,1-palmitoyl-sn-glycerol 3-phosphate(2-),Dianion of 1-palmitoyl-<em>sn</em>-glycerol 3-phosphate arising from deprotonation of both OH groups of the phosphate.,
CHEBI:57524,O-phosphonato-L-serine(2-),An <em>O</em>-phosphonatooxyserine(2−) that is the conjugate base of <em>O</em>-phospho-<small>L</small>-serine.,
CHEBI:57539,"1D-myo-inositol 3,4,5,6-tetrakisphosphate(8-)","Octaanion of 1<small>D</small>-<i>myo</i>-inositol 3,4,5,6-tetrakisphosphate arising from global deprotonation of the acidic phosphate OH groups.",
CHEBI:57540,NAD(1-),An anionic form of nicotinamide adenine dinucleotide arising from deprotonation of the two OH groups of the diphosphate moiety.,
CHEBI:57560,long-chain fatty acid anion,A fatty acid anion with a chain length of C<small><sub>13</sub></small> to C<small><sub>22</sub></small>.,
CHEBI:57562,(R)-2-hydroxyoctadecanoate,A 2-hydroxyoctadecanoate that has <i>R</i> configuration. The conjugate base of (<i>R</i>)-2-hydroxyoctadecanoic acid.,
CHEBI:57566,2'-deoxycytosine 5'-monophosphate(2-),A 2'-deoxyribonucleoside 5'-monophosphate(2−) obtained by deprotonation of the phosphate OH groups of 2'-deoxycytidine 5'-monophosphate (dCMP); major species at pH 7.3.,
CHEBI:57595,L-histidine zwitterion,Zwitterionic form of <small>L</small>-histidine having an anionic carboxy group and a protonated α-amino group.,
CHEBI:57603,ethanolaminium(1+),A primary aliphatic ammonium ion that is the conjugate acid of ethanolamine arising from protonation of the primary amino function.,
CHEBI:57604,3-phosphonato-D-glyceroyl phosphate(4-),Tetraanion of 3-phospho-<small>D</small>-glyceroyl dihydrogen phosphate arising from deprotonation of both phosphate groups.,
CHEBI:57618,FMNH2(2-),Dianion of reduced flavin mononucleotide arising from deprotonation of both phosphate OH groups.,
CHEBI:57634,beta-D-fructofuranose 6-phosphate(2-),An organophosphate oxoanion that is the dianion of β-<small>D</small>-fructofuranose 6-phosphate arising from deprotonation of the phosphate OH groups.,
CHEBI:57642,glycerone phosphate(2-),A dianionic form of glycerone phosphate arising from deprotonation of the phosphate OH groups; major species at pH 7.3.,
CHEBI:57643,"1,2-diacyl-sn-glycero-3-phosphocholine","The conjugate base of a 1,2-diacyl-<em>sn</em>-glycero-3-phosphocholine compound formed by deprotonation of the phosphate OH group.",
CHEBI:57652,chondroitin D-glucuronate anion,Anionic form of chondroitin <small>D</small>-glucuronate arising from deprotonation of the carboxylic acid groups of the repeating units; major species at pH 7.3.,
CHEBI:57658,"1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate(5-)","An organophosphate oxoanion obtained via global deprotonation of the phosphate OH groups of 1-phosphatidyl-1<small>D</small>-<i>myo</i>-inositol 3,4-bisphosphate.",
CHEBI:57660,"myo-inositol 1,3,4,6-tetrakisphosphate(8-)","Octaanion of <i>myo</i>-inositol 1,3,4,6-tetrakisphosphate arising from global deprotonation of the phosphate OH groups; major species at pH 7.3.",
CHEBI:57667,dADP(3-),A 2'-deoxyribonucleoside 5'-diphosphate obtained by deprotonation of the diphosphate OH groups of 2'-deoxyadenosine 5'-diphosphate (dADP); major species at pH 7.3.,
CHEBI:57678,3-mercaptopyruvate,The conjugate base of 3-mercaptopyruvic acid.,
CHEBI:57692,FAD(3-),Trianion of flavin adenine dinucleotide arising from deprotonation of the diphosphate OH groups and the imide nitrogen.,
CHEBI:57705,UDP-N-acetyl-alpha-D-glucosamine(2-),Dianion of UDP-<em>N</em>-acetyl-α-<small>D</small>-glucosamine arising from deprotonation of both free diphosphate OH groups; major species at pH 7.3.,
CHEBI:57720,alpha-D-ribose 1-phosphate(2-),Dianion of α-<small>D</small>-ribose 1-phosphate arising from deprotonation of both phosphate OH groups; major species at pH 7.3.,
CHEBI:57733,"myo-inositol 1,3,4,5,6-pentakisphosphate(10-)","The anion obtained from global deprotonation of the phosphate OH groups of <i>myo</i>-inositol 1,3,4,5,6-pentakisphosphate; major species at pH 7.3.",
CHEBI:57746,"3',5'-cyclic GMP(1-)","The conjugate base of guanosine 3',5'-cyclic phosphate arising from deprotonation of the free phosphate OH group; major species at pH 7.3.",
CHEBI:57756,sphingosine(1+),The cationic sphingoid resulting from the protonation of the amino group of sphingosine.,
CHEBI:57762,L-valine zwitterion,An <small>L</small>-α-amino acid zwitterion obtained by transfer of a proton from the carboxy to the amino group of <small>L</small>-valine; major species at pH 7.3.,
CHEBI:57783,NADPH(4-),Tetraanion of NADPH arising from deprotonation of the diphosphate and phosphate OH groups; major species at pH 7.3.,
CHEBI:57812,CMP-N-acetyl-beta-neuraminate(2-),Dianion of CMP-<em>N</em>-acetyl-β-neuraminate arising from deprotonation of carboxylic acid and phosphate functions; major species at pH 7.3.,
CHEBI:57817,sphinganine(1+),A cationic sphingoid obtained by protonation of the amino group of sphinganine.,
CHEBI:57834,spermidine(3+),"An ammonium ion that is the trication of spermidine, formed by protonation at all three nitrogens.",
CHEBI:57836,"1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-)","The heptaanion of a 1-phosphatidyl-1<small>D</small>-<i>myo</i>-inositol 3,4,5-trisphosphate; major species at pH 7.3.",
CHEBI:57843,L-selenocysteine zwitterion,Zwitterionic form of <small>L</small>-selenocysteine having a anionic carboxy group and a cationic amino group; major species at pH 7.3.,
CHEBI:57844,L-methionine zwitterion,Zwitterionic form of L-methionine having a anionic carboxy group and a cationic amino group; major species at pH 7.3.,
CHEBI:57856,S-adenosyl-L-homocysteine zwitterion,Zwitterionic form of <em>S</em>-adenosyl-<small>L</small>-homocysteine arising from migration of a proton from the carboxy group to the α-amino group; major species at pH 7.3.,
CHEBI:57867,nucleoside 5'-phosphate dianion,The conjugate base of a nucleoside 5'-phosphate.,
CHEBI:57875,2-acyl-sn-glycero-3-phosphocholine,The ammonium betaine of a 2-acyl-<em>sn</em>-glycero-3-phosphocholine arising from deprotonation of the phosphate OH; major species at pH 7.3.,
CHEBI:57880,1-phosphatidyl-1D-myo-inositol(1-),The conjugate base of a 1-phosphatidyl-1<small>D</small>-<i>myo</i>-inositol; major species at pH 7.3.,
CHEBI:57895,"1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-)","Octaanion of 1<small>D</small>-<i>myo</i>-inositol 1,3,4,5-tetrakisphosphate arising from global deprotonation of the phosphate OH groups; major species at pH 7.3.",
CHEBI:57905,dehydroepiandrosterone sulfate(1-),The conjugate base of 3β-hydroxyandrost-5-en-17-one 3-sulfate arising from deprotonation of the sulfate OH group; major species at pH 7.3.,
CHEBI:57912,L-tryptophan zwitterion,An <small>L</small>-α-amino acid zwitterion obtained by transfer of a proton from the carboxy to the amino group of <small>L</small>-tryptophan; major species at pH 7.3.,
CHEBI:57917,4-nitrophenolate,A phenolate anion that is the conjugate base of 4-nitrophenol; major species at pH 7.3.,
CHEBI:57925,glutathionate(1-),A peptide anion obtained by deprotonation of both carboxy groups and protonation of the glutamyl amino group of glutathione; major species at pH 7.3.,
CHEBI:57926,L-threonine zwitterion,Zwitterionic form of <small>L</small>-threonine arising from transfer of a proton from the carboxy to the amino group; major species at pH 7.3.,
CHEBI:57930,nucleoside 5'-diphosphate(3-),Trianion of nucleoside diphosphate arising from deprotonation of all three free OH groups of the diphosphate; major species at pH 7.3.,
CHEBI:57939,sphinganine 1-phosphate(1-),The anion resulting from the addition of a proton to the amino group and the removal of the two acidic protons from the phosphate group of sphinganine 1-phosphate.,
CHEBI:57945,NADH(2-),Dianion of NADH arising from deprotonation of the two diphosphate OH groups; major species at pH 7.3.,
CHEBI:57947,creatine zwitterion,Zwitterionic form of creatine arising from transfer of a proton from the carboxy to the guanidino group; major species at pH 7.3.,
CHEBI:57955,"6-O-phosphonato-D-glucono-1,5-lactone(2-)","Dianion of 6-<em>O</em>-phosphono-<small>D</small>-glucono-1,5-lactone arising from deprotonation of the phosphate OH groups; major species at pH 7.3.",
CHEBI:57959,L-kynurenine zwitterion,Zwitterionic form of <small>L</small>-kynurenine arising from transfer of a proton from the carboxy to the amino group; major species at pH 7.3.,
CHEBI:57970,1-acyl-sn-glycerol 3-phosphate(2-),Dianion of a 1-acyl-<em>sn</em>-glycerol 3-phosphate arising from deprotonation of both phosphate OH groups; major species at pH 7.3.,
CHEBI:57972,L-alanine zwitterion,Zwitterionic form of <small>L</small>-alanine arising from transfer of a proton from the carboxy to the amino group; major species at pH 7.3.,
CHEBI:57973,leukotriene C4(2-),The leukotriene anion that is the dianion of leukotriene C<small><sub>4</sub></small> arising from deprotonation of the three carboxy groups and protonation of the glutamyl α-amino group.,
CHEBI:58017,5-O-phosphonato-alpha-D-ribofuranosyl diphosphate(5-),Pentaanion of 5-<em>O</em>-phosphono-α-<small>D</small>-ribofuranosyl diphosphate arising from deprotonation of the phosphate and diphosphate OH groups; major species at pH 7.3.,
